candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Harrison,Advance,11,
William Bond Compton Jr.,U.S. Senate,,Democrat,Harrison,Advance,1,
Bill Marcy,U.S. Senate,,Democrat,Harrison,Advance,2,
Jonathan Rawl,U.S. Senate,,Democrat,Harrison,Advance,1,
Trish Causey,U.S. House,4,Democrat,Harrison,Advance,10,
Matt Moore,U.S. House,4,Democrat,Harrison,Advance,6,
Travis W. Childers,U.S. Senate,,Democrat,Harrison,Bay Central,18,
William Bond Compton Jr.,U.S. Senate,,Democrat,Harrison,Bay Central,2,
Bill Marcy,U.S. Senate,,Democrat,Harrison,Bay Central,0,
Jonathan Rawl,U.S. Senate,,Democrat,Harrison,Bay Central,4,
Trish Causey,U.S. House,4,Democrat,Harrison,Bay Central,15,
Matt Moore,U.S. House,4,Democrat,Harrison,Bay Central,8,
Travis W. Childers,U.S. Senate,,Democrat,Harrison,Biloxi #10,39,
William Bond Compton Jr.,U.S. Senate,,Democrat,Harrison,Biloxi #10,8,
Bill Marcy,U.S. Senate,,Democrat,Harrison,Biloxi #10,4,
Jonathan Rawl,U.S. Senate,,Democrat,Harrison,Biloxi #10,1,
Trish Causey,U.S. House,4,Democrat,Harrison,Biloxi #10,23,
Matt Moore,U.S. House,4,Democrat,Harrison,Biloxi #10,0,
Travis W. Childers,U.S. Senate,,Democrat,Harrison,Biloxi #11,33,
William Bond Compton Jr.,U.S. Senate,,Democrat,Harrison,Biloxi #11,9,
Bill Marcy,U.S. Senate,,Democrat,Harrison,Biloxi #11,3,
Jonathan Rawl,U.S. Senate,,Democrat,Harrison,Biloxi #11,2,
Trish Causey,U.S. House,4,Democrat,Harrison,Biloxi #11,24,
Matt Moore,U.S. House,4,Democrat,Harrison,Biloxi #11,22,
Travis W. Childers,U.S. Senate,,Democrat,Harrison,Biloxi #8,9,
William Bond Compton Jr.,U.S. Senate,,Democrat,Harrison,Biloxi #8,5,
Bill Marcy,U.S. Senate,,Democrat,Harrison,Biloxi #8,2,
Jonathan Rawl,U.S. Senate,,Democrat,Harrison,Biloxi #8,0,
