candidate,office,district,party,county,precinct,votes,winner
Travis W. Childers,U.S. Senate,,Democrat,Warren,3-61,10,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,3-61,0,
Bill Marcy,U.S. Senate,,Democrat,Warren,3-61,6,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,3-61,1,
Damien Fairconetue,U.S. House,2,Democrat,Warren,3-61,3,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,3-61,13,
Travis W. Childers,U.S. Senate,,Democrat,Warren,American Legion Post,85,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,American Legion Post,17,
Bill Marcy,U.S. Senate,,Democrat,Warren,American Legion Post,37,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,American Legion Post,6,
Damien Fairconetue,U.S. House,2,Democrat,Warren,American Legion Post,6,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,American Legion Post,173,
Travis W. Childers,U.S. Senate,,Democrat,Warren,Auditorium,84,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,Auditorium,14,
Bill Marcy,U.S. Senate,,Democrat,Warren,Auditorium,44,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,Auditorium,9,
Damien Fairconetue,U.S. House,2,Democrat,Warren,Auditorium,6,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Auditorium,167,
Travis W. Childers,U.S. Senate,,Democrat,Warren,Beechwood,28,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,Beechwood,2,
Bill Marcy,U.S. Senate,,Democrat,Warren,Beechwood,8,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,Beechwood,1,
Damien Fairconetue,U.S. House,2,Democrat,Warren,Beechwood,11,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Beechwood,33,
Travis W. Childers,U.S. Senate,,Democrat,Warren,Bovina,34,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,Bovina,0,
Bill Marcy,U.S. Senate,,Democrat,Warren,Bovina,11,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,Bovina,2,
Damien Fairconetue,U.S. House,2,Democrat,Warren,Bovina,5,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Bovina,47,
Travis W. Childers,U.S. Senate,,Democrat,Warren,Brunswick,1,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,Brunswick,0,
Bill Marcy,U.S. Senate,,Democrat,Warren,Brunswick,1,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,Brunswick,0,
Damien Fairconetue,U.S. House,2,Democrat,Warren,Brunswick,0,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Brunswick,2,
Travis W. Childers,U.S. Senate,,Democrat,Warren,Cedar Grove,80,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,Cedar Grove,6,
Bill Marcy,U.S. Senate,,Democrat,Warren,Cedar Grove,42,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,Cedar Grove,6,
Damien Fairconetue,U.S. House,2,Democrat,Warren,Cedar Grove,7,
Bennie G. Thompson,U.S. House,2,Democrat,Warren,Cedar Grove,142,
Travis W. Childers,U.S. Senate,,Democrat,Warren,Culkin,58,
William Bond Compton Jr.,U.S. Senate,,Democrat,Warren,Culkin,6,
Bill Marcy,U.S. Senate,,Democrat,Warren,Culkin,27,
Jonathan Rawl,U.S. Senate,,Democrat,Warren,Culkin,3,
