candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Anchor 001,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Anchor 001,108,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Anchor 001,61,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Buena Vista 002,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Buena Vista 002,30,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Buena Vista 002,11,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,East Okolona 004,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,East Okolona 004,9,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,East Okolona 004,12,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Egypt 003,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Egypt 003,18,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Egypt 003,14,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,North Houlka 005,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,North Houlka 005,12,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,North Houlka 005,15,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,North Okolona 006,2,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,North Okolona 006,27,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,North Okolona 006,37,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Northwest Houston 007,0,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Northwest Houston 007,19,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Northwest Houston 007,43,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Pearsall 009,0,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Pearsall 009,57,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Pearsall 009,27,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Pleasant Grove Thorn 008,0,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Pleasant Grove Thorn 008,88,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Pleasant Grove Thorn 008,67,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,South Houika 11,0,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,South Houika 11,32,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,South Houika 11,31,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Southeast Houston 10,2,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Southeast Houston 10,170,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Southeast Houston 10,145,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Sparta 12,0,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Sparta 12,20,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Sparta 12,34,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Van Vleet 13,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Van Vleet 13,25,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Van Vleet 13,26,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,West Okolona 14,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,West Okolona 14,85,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,West Okolona 14,37,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,Woodland 15,1,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,Woodland 15,20,
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,Woodland 15,29,
Thomas L. Carey,U.S. Senate,,Republican,Chickasaw,,12,
Thad Cochran,U.S. Senate,,Republican,Chickasaw,,720,TRUE
Chris McDaniel,U.S. Senate,,Republican,Chickasaw,,589,
