page,candidate,office,district,party,county,precinct,votes,winner
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Bellefontaine ,18,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Bellefontaine ,118,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Bellefontaine ,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Big Black ,20,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Big Black ,132,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Big Black ,3,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Bluff Springs,32,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Bluff Springs,28,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Bluff Springs,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Cadaretta ,10,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Cadaretta ,68,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Cadaretta ,0,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Clarkson ,11,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Clarkson ,133,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Clarkson ,2,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Cumberland ,39,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Cumberland ,116,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Cumberland ,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Eupora No. 1,195,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Eupora No. 1,238,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Eupora No. 1,3,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Eupora No. 2,28,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Eupora No. 2,114,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Eupora No. 2,2,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Eupora No. 3,41,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Eupora No. 3,97,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Eupora No. 3,1,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Fame,26,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Fame,101,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Fame,4,
2,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Fay ,11,
2,Thad Cochran ,United States Senate,,Republican ,Washington ,Fay ,66,
2,Shawn O'Hara,United States Senate,,Reform,Washington ,Fay ,3,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Grady ,35,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,Grady ,94,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,Grady ,0,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Maben ,56,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,Maben ,157,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,Maben ,6,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Mantee ,29,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,Mantee ,170,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,Mantee ,2,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Mathiston ,55,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,Mathiston ,203,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,Mathiston ,3,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Tomnolen,32,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,Tomnolen,142,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,Tomnolen,7,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,Walthall ,23,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,Walthall ,139,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,Walthall ,1,
3,Travis W. Childers  ,United States Senate,,Democrat,Washington ,TOTAL ,661,
3,Thad Cochran ,United States Senate,,Republican ,Washington ,TOTAL ,2116,
3,Shawn O'Hara,United States Senate,,Reform,Washington ,TOTAL ,38,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Bellefontaine ,11,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Bellefontaine ,118,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Bellefontaine ,2,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Bellefontaine ,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Big Black ,10,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Big Black ,141,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Big Black ,6,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Big Black ,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Bluff Springs,26,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Bluff Springs,32,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Bluff Springs,1,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Bluff Springs,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Cadaretta ,7,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Cadaretta ,68,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Cadaretta ,1,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Cadaretta ,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Clarkson ,4,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Clarkson ,137,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Clarkson ,2,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Clarkson ,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Cumberland ,24,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Cumberland ,129,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Cumberland ,2,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Cumberland ,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Eupora No. 1,172,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Eupora No. 1,245,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Eupora No. 1,8,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Eupora No. 1,1,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Eupora No. 2,17,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Eupora No. 2,121,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Eupora No. 2,5,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Eupora No. 2,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Eupora No. 3,33,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Eupora No. 3,101,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Eupora No. 3,2,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Eupora No. 3,0,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Fame,17,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Fame,107,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Fame,5,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Fame,1,
2,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Fay ,6,
2,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Fay ,73,
2,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Fay ,0,
2,Lajena Walley,U.S. House,1,Reform,Washington ,Fay ,0,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Grady ,24,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Grady ,100,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Grady ,1,
3,Lajena Walley,U.S. House,1,Reform,Washington ,Grady ,0,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Maben ,43,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Maben ,174,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Maben ,3,
3,Lajena Walley,U.S. House,1,Reform,Washington ,Maben ,1,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Mantee ,18,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Mantee ,182,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Mantee ,0,
3,Lajena Walley,U.S. House,1,Reform,Washington ,Mantee ,1,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Mathiston ,41,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Mathiston ,208,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Mathiston ,11,
3,Lajena Walley,U.S. House,1,Reform,Washington ,Mathiston ,0,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Tomnolen,17,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Tomnolen,149,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Tomnolen,1,
3,Lajena Walley,U.S. House,1,Reform,Washington ,Tomnolen,1,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,Walthall ,15,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,Walthall ,137,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,Walthall ,4,
3,Lajena Walley,U.S. House,1,Reform,Washington ,Walthall ,0,
3,Ron E. Dickey,U.S. House,1,Democrat,Washington ,TOTAL ,485,
3,Alan Nunnelee,U.S. House,1,Republican ,Washington ,TOTAL ,2222,
3,Danny Bedwell,U.S. House,1,Libertarian ,Washington ,TOTAL ,54,
3,Lajena Walley,U.S. House,1,Reform,Washington ,TOTAL ,5,
