candidate,office,district,party,county,precinct,votes,winner
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,American Legion,3,
Thad Cochran,U.S. Senate,,Republican,Itawamba,American Legion,218,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,American Legion,136,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,American Legion,295,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Armory,2,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Armory,54,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Armory,58,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Armory,89,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Banner-Pineville,1,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Banner-Pineville,48,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Banner-Pineville,61,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Banner-Pineville,91,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Bounds,2,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Bounds,20,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Bounds,29,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Bounds,38,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Cardsville,1,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Cardsville,14,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Cardsville,36,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Cardsville,39,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Carolina,2,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Carolina,27,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Carolina,33,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Carolina,52,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Centerville,1,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Centerville,47,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Centerville,33,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Centerville,67,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Clay,6,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Clay,80,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Clay,95,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Clay,154,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Courthouse,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Courthouse,31,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Courthouse,22,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Courthouse,49,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Dorsey,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Dorsey,77,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Dorsey,127,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Dorsey,170,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Evergreen,1,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Evergreen,35,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Evergreen,60,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Evergreen,85,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Fairview-Pleasanton,1,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Fairview-Pleasanton,18,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Fairview-Pleasanton,23,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Fairview-Pleasanton,39,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Fawn Grove,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Fawn Grove,31,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Fawn Grove,35,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Fawn Grove,49,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Friendship,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship,19,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship,27,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Friendship,41,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Friendship 1D,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship 1D,6,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship 1D,9,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Friendship 1D,13,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Friendship-4D,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship-4D,11,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship-4D,5,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Friendship-4D,14,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Friendship-5D,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Friendship-5D,27,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Friendship-5D,19,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Friendship-5D,34,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Greenwood,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Greenwood,30,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Greenwood,42,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Greenwood,60,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Icdc,3,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Icdc,92,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Icdc,75,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Icdc,151,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,James Creek,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,James Creek,17,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,James Creek,25,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,James Creek,40,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Kirkville,1,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Kirkville,45,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Kirkville,73,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Kirkville,99,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Mantachie,3,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Mantachie,131,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Mantachie,85,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Mantachie,190,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Mantachie-3D,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Mantachie-3D,14,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Mantachie-3D,18,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Mantachie-3D,26,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Ratliff,2,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Ratliff,24,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Ratliff,31,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Ratliff,41,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Ryan,0,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Ryan,28,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Ryan,28,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Ryan,46,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Salem-Copeland,4,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Salem-Copeland,25,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Salem-Copeland,48,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Salem-Copeland,65,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Tilden,4,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Tilden,48,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Tilden,51,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Tilden,92,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,Tremont,2,
Thad Cochran,U.S. Senate,,Republican,Itawamba,Tremont,46,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,Tremont,41,
Alan Nunnelee,U.S. House,1,Republican,Itawamba,Tremont,75,
Thomas L. Carey,U.S. Senate,,Republican,Itawamba,,39,
Thad Cochran,U.S. Senate,,Republican,Itawamba,,1263,
Chris McDaniel,U.S. Senate,,Republican,Itawamba,,1325,TRUE
Alan Nunnelee,U.S. House,1,Republican,Itawamba,,2204,TRUE
