county,precinct,office,district,candidate,party,votes
Jones,Antioch,President,,Kamala D. Harris,DEM,18
Jones,Antioch,President,,Chase Oliver,LIB,0
Jones,Antioch,President,,Jill Stein,GRN,0
Jones,Antioch,President,,Randall Terry,CON,0
Jones,Antioch,President,,Donald J. Trump,REP,347
Jones,Antioch,President,,Shiva Ayyadurai,IND,0
Jones,Antioch,President,,Claudia De la Cruz,IND,0
Jones,Antioch,President,,Robert F. Kennedy Jr.,IND,0
Jones,Antioch,President,,Peter Sonski,IND,0
Jones,Antioch,U.S. Senate,,Ty Pinkins,DEM,21
Jones,Antioch,U.S. Senate,,Roger F. Wicker,REP,341
Jones,Big Creek,President,,Kamala D. Harris,DEM,26
Jones,Big Creek,President,,Chase Oliver,LIB,0
Jones,Big Creek,President,,Jill Stein,GRN,0
Jones,Big Creek,President,,Randall Terry,CON,2
Jones,Big Creek,President,,Donald J. Trump,REP,417
Jones,Big Creek,President,,Shiva Ayyadurai,IND,0
Jones,Big Creek,President,,Claudia De la Cruz,IND,0
Jones,Big Creek,President,,Robert F. Kennedy Jr.,IND,1
Jones,Big Creek,President,,Peter Sonski,IND,0
Jones,Big Creek,U.S. Senate,,Ty Pinkins,DEM,22
Jones,Big Creek,U.S. Senate,,Roger F. Wicker,REP,420
Jones,Blackwell,President,,Kamala D. Harris,DEM,7
Jones,Blackwell,President,,Chase Oliver,LIB,0
Jones,Blackwell,President,,Jill Stein,GRN,0
Jones,Blackwell,President,,Randall Terry,CON,0
Jones,Blackwell,President,,Donald J. Trump,REP,307
Jones,Blackwell,President,,Shiva Ayyadurai,IND,0
Jones,Blackwell,President,,Claudia De la Cruz,IND,0
Jones,Blackwell,President,,Robert F. Kennedy Jr.,IND,0
Jones,Blackwell,President,,Peter Sonski,IND,0
Jones,Blackwell,U.S. Senate,,Ty Pinkins,DEM,9
Jones,Blackwell,U.S. Senate,,Roger F. Wicker,REP,302
Jones,Calhoun,President,,Kamala D. Harris,DEM,86
Jones,Calhoun,President,,Chase Oliver,LIB,5
Jones,Calhoun,President,,Jill Stein,GRN,0
Jones,Calhoun,President,,Randall Terry,CON,0
Jones,Calhoun,President,,Donald J. Trump,REP,1264
Jones,Calhoun,President,,Shiva Ayyadurai,IND,0
Jones,Calhoun,President,,Claudia De la Cruz,IND,0
Jones,Calhoun,President,,Robert F. Kennedy Jr.,IND,3
Jones,Calhoun,President,,Peter Sonski,IND,1
Jones,Calhoun,U.S. Senate,,Ty Pinkins,DEM,99
Jones,Calhoun,U.S. Senate,,Roger F. Wicker,REP,1247
Jones,Centerville,President,,Kamala D. Harris,DEM,5
Jones,Centerville,President,,Chase Oliver,LIB,0
Jones,Centerville,President,,Jill Stein,GRN,0
Jones,Centerville,President,,Randall Terry,CON,0
Jones,Centerville,President,,Donald J. Trump,REP,150
Jones,Centerville,President,,Shiva Ayyadurai,IND,0
