county,precinct,office,district,candidate,party,votes,winner
Covington,Seminary,Governor,,Johnny L. DuPree,D,160,
Covington,Seminary,Governor,,Phil Bryant,R,1026,
Covington,Strahan,Governor,,Johnny L. DuPree,D,37,
Covington,Strahan,Governor,,Phil Bryant,R,85,
Covington,West Collins,Governor,,Johnny L. DuPree,D,37,
Covington,West Collins,Governor,,Phil Bryant,R,193,
Covington,Richmond,Governor,,Johnny L. DuPree,D,47,
Covington,Richmond,Governor,,Phil Bryant,R,470,
Covington,Banford,Governor,,Johnny L. DuPree,D,96,
Covington,Banford,Governor,,Phil Bryant,R,599,
Covington,South Collins,Governor,,Johnny L. DuPree,D,46,
Covington,South Collins,Governor,,Phil Bryant,R,241,
Covington,Collins,Governor,,Johnny L. DuPree,D,691,
Covington,Collins,Governor,,Phil Bryant,R,562,
Covington,Williamsburg,Governor,,Johnny L. DuPree,D,47,
Covington,Williamsburg,Governor,,Phil Bryant,R,224,
Covington,Dry Creek,Governor,,Johnny L. DuPree,D,240,
Covington,Dry Creek,Governor,,Phil Bryant,R,66,
Covington,Lone Star/Black Dark,Governor,,Johnny L. DuPree,D,59,
Covington,Lone Star/Black Dark,Governor,,Phil Bryant,R,143,
Covington,Mt Olive,Governor,,Johnny L. DuPree,D,533,
Covington,Mt Olive,Governor,,Phil Bryant,R,378,
Covington,Rock Hill,Governor,,Johnny L. DuPree,D,15,
Covington,Rock Hill,Governor,,Phil Bryant,R,105,
Covington,Gilliner,Governor,,Johnny L. DuPree,D,284,
Covington,Gilliner,Governor,,Phil Bryant,R,41,
Covington,Mitchell,Governor,,Johnny L. DuPree,D,9,
Covington,Mitchell,Governor,,Phil Bryant,R,133,
Covington,Okahay,Governor,,Johnny L. DuPree,D,552,
Covington,Okahay,Governor,,Phil Bryant,R,64,
Covington,Station Creek,Governor,,Johnny L. DuPree,D,224,
Covington,Station Creek,Governor,,Phil Bryant,R,85,
Covington,Yawn,Governor,,Johnny L. DuPree,D,79,
Covington,Yawn,Governor,,Phil Bryant,R,152,
Covington,Seminary,Lieutenant Governor,,Tate Reeves,R,1083,
Covington,Seminary,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,74,
Covington,Strahan,Lieutenant Governor,,Tate Reeves,R,96,
Covington,Strahan,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,14,
Covington,West Collins,Lieutenant Governor,,Tate Reeves,R,214,
Covington,West Collins,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,13,
Covington,Richmond,Lieutenant Governor,,Tate Reeves,R,488,
Covington,Richmond,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,12,
Covington,Banford,Lieutenant Governor,,Tate Reeves,R,626,
Covington,Banford,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,51,
Covington,South Collins,Lieutenant Governor,,Tate Reeves,R,259,
Covington,South Collins,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,24,
Covington,Collins,Lieutenant Governor,,Tate Reeves,R,792,
Covington,Collins,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,313,
Covington,Williamsburg,Lieutenant Governor,,Tate Reeves,R,240,
Covington,Williamsburg,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,23,
Covington,Dry Creek,Lieutenant Governor,,Tate Reeves,R,168,
Covington,Dry Creek,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,79,
Covington,Lone Star/Black Dark,Lieutenant Governor,,Tate Reeves,R,157,
Covington,Lone Star/Black Dark,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,18,
Covington,Mt Olive,Lieutenant Governor,,Tate Reeves,R,602,
Covington,Mt Olive,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,192,
Covington,Rock Hill,Lieutenant Governor,,Tate Reeves,R,108,
Covington,Rock Hill,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,7,
Covington,Gilliner,Lieutenant Governor,,Tate Reeves,R,145,
Covington,Gilliner,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,101,
Covington,Mitchell,Lieutenant Governor,,Tate Reeves,R,140,
Covington,Mitchell,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,4,
Covington,Okahay,Lieutenant Governor,,Tate Reeves,R,266,
Covington,Okahay,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,184,
Covington,Station Creek,Lieutenant Governor,,Tate Reeves,R,156,
Covington,Station Creek,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,81,
Covington,Yawn,Lieutenant Governor,,Tate Reeves,R,169,
Covington,Yawn,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,39,
Covington,Seminary,Secretary of State,,Delbert Hosemann,R,1128,
Covington,Strahan,Secretary of State,,Delbert Hosemann,R,100,
Covington,West Collins,Secretary of State,,Delbert Hosemann,R,224,
Covington,Richmond,Secretary of State,,Delbert Hosemann,R,498,
Covington,Banford,Secretary of State,,Delbert Hosemann,R,665,
Covington,South Collins,Secretary of State,,Delbert Hosemann,R,270,
Covington,Collins,Secretary of State,,Delbert Hosemann,R,967,
Covington,Williamsburg,Secretary of State,,Delbert Hosemann,R,250,
Covington,Dry Creek,Secretary of State,,Delbert Hosemann,R,197,
Covington,Lone Star/Black Dark,Secretary of State,,Delbert Hosemann,R,170,
Covington,Mt Olive,Secretary of State,,Delbert Hosemann,R,676,
Covington,Rock Hill,Secretary of State,,Delbert Hosemann,R,110,
Covington,Gilliner,Secretary of State,,Delbert Hosemann,R,208,
Covington,Mitchell,Secretary of State,,Delbert Hosemann,R,137,
Covington,Okahay,Secretary of State,,Delbert Hosemann,R,363,
Covington,Station Creek,Secretary of State,,Delbert Hosemann,R,185,
Covington,Yawn,Secretary of State,,Delbert Hosemann,R,191,
Covington,Seminary,Attorney General,,Jim Hood,D,547,
Covington,Seminary,Attorney General,,Steve Simpson,R,623,
Covington,Strahan,Attorney General,,Jim Hood,D,67,
Covington,Strahan,Attorney General,,Steve Simpson,R,49,
Covington,West Collins,Attorney General,,Jim Hood,D,143,
Covington,West Collins,Attorney General,,Steve Simpson,R,89,
Covington,Richmond,Attorney General,,Jim Hood,D,206,
Covington,Richmond,Attorney General,,Steve Simpson,R,307,
Covington,Banford,Attorney General,,Jim Hood,D,328,
Covington,Banford,Attorney General,,Steve Simpson,R,366,
Covington,South Collins,Attorney General,,Jim Hood,D,151,
Covington,South Collins,Attorney General,,Steve Simpson,R,135,
Covington,Collins,Attorney General,,Jim Hood,D,878,
Covington,Collins,Attorney General,,Steve Simpson,R,351,
Covington,Williamsburg,Attorney General,,Jim Hood,D,123,
Covington,Williamsburg,Attorney General,,Steve Simpson,R,147,
Covington,Dry Creek,Attorney General,,Jim Hood,D,238,
Covington,Dry Creek,Attorney General,,Steve Simpson,R,50,
Covington,Lone Star/Black Dark,Attorney General,,Jim Hood,D,93,
Covington,Lone Star/Black Dark,Attorney General,,Steve Simpson,R,103,
Covington,Mt Olive,Attorney General,,Jim Hood,D,649,
Covington,Mt Olive,Attorney General,,Steve Simpson,R,246,
Covington,Rock Hill,Attorney General,,Jim Hood,D,69,
Covington,Rock Hill,Attorney General,,Steve Simpson,R,46,
Covington,Gilliner,Attorney General,,Jim Hood,D,281,
Covington,Gilliner,Attorney General,,Steve Simpson,R,34,
Covington,Mitchell,Attorney General,,Jim Hood,D,65,
Covington,Mitchell,Attorney General,,Steve Simpson,R,78,
Covington,Okahay,Attorney General,,Jim Hood,D,526,
Covington,Okahay,Attorney General,,Steve Simpson,R,61,
Covington,Station Creek,Attorney General,,Jim Hood,D,237,
Covington,Station Creek,Attorney General,,Steve Simpson,R,55,
Covington,Yawn,Attorney General,,Jim Hood,D,129,
Covington,Yawn,Attorney General,,Steve Simpson,R,95,
Covington,Seminary,State Auditor,,Stacey E. Pickering,R,1055,
Covington,Seminary,State Auditor,,Ashley Norwood,Reform,98,
Covington,Strahan,State Auditor,,Stacey E. Pickering,R,85,
Covington,Strahan,State Auditor,,Ashley Norwood,Reform,27,
Covington,West Collins,State Auditor,,Stacey E. Pickering,R,211,
Covington,West Collins,State Auditor,,Ashley Norwood,Reform,17,
Covington,Richmond,State Auditor,,Stacey E. Pickering,R,478,
Covington,Richmond,State Auditor,,Ashley Norwood,Reform,27,
Covington,Banford,State Auditor,,Stacey E. Pickering,R,634,
Covington,Banford,State Auditor,,Ashley Norwood,Reform,40,
Covington,South Collins,State Auditor,,Stacey E. Pickering,R,247,
Covington,South Collins,State Auditor,,Ashley Norwood,Reform,28,
Covington,Collins,State Auditor,,Stacey E. Pickering,R,763,
Covington,Collins,State Auditor,,Ashley Norwood,Reform,355,
Covington,Williamsburg,State Auditor,,Stacey E. Pickering,R,235,
Covington,Williamsburg,State Auditor,,Ashley Norwood,Reform,21,
Covington,Dry Creek,State Auditor,,Stacey E. Pickering,R,141,
Covington,Dry Creek,State Auditor,,Ashley Norwood,Reform,99,
Covington,Lone Star/Black Dark,State Auditor,,Stacey E. Pickering,R,152,
Covington,Lone Star/Black Dark,State Auditor,,Ashley Norwood,Reform,20,
Covington,Mt Olive,State Auditor,,Stacey E. Pickering,R,538,
Covington,Mt Olive,State Auditor,,Ashley Norwood,Reform,238,
