county,precinct,office,district,candidate,party,votes,winner
Hinds,Precinct 25,Governor,,Johnny L. DuPree,D,545,
Hinds,Precinct 26,Governor,,Phil Bryant,R,24,
Hinds,Precinct 26,Governor,,Johnny L. DuPree,D,316,
Hinds,Precinct 27,Governor,,Phil Bryant,R,12,
Hinds,Precinct 27,Governor,,Johnny L. DuPree,D,734,
Hinds,Precinct 28,Governor,,Phil Bryant,R,11,
Hinds,Precinct 28,Governor,,Johnny L. DuPree,D,619,
Hinds,Precinct 29,Governor,,Phil Bryant,R,8,
Hinds,Precinct 29,Governor,,Johnny L. DuPree,D,374,
Hinds,Precinct 30,Governor,,Phil Bryant,R,8,
Hinds,Precinct 30,Governor,,Johnny L. DuPree,D,255,
Hinds,Precinct 31,Governor,,Phil Bryant,R,12,
Hinds,Precinct 31,Governor,,Johnny L. DuPree,D,493,
Hinds,Precinct 32,Governor,,Phil Bryant,R,390,
Hinds,Precinct 32,Governor,,Johnny L. DuPree,D,126,
Hinds,Precinct 33,Governor,,Phil Bryant,R,541,
Hinds,Precinct 33,Governor,,Johnny L. DuPree,D,118,
Hinds,Precinct 34,Governor,,Phil Bryant,R,887,
Hinds,Precinct 34,Governor,,Johnny L. DuPree,D,195,
Hinds,Precinct 35,Governor,,Phil Bryant,R,826,
Hinds,Precinct 35,Governor,,Johnny L. DuPree,D,197,
Hinds,Precinct 36,Governor,,Phil Bryant,R,253,
Hinds,Precinct 36,Governor,,Johnny L. DuPree,D,302,
Hinds,Precinct 37,Governor,,Phil Bryant,R,173,
Hinds,Precinct 37,Governor,,Johnny L. DuPree,D,290,
Hinds,Precinct 38,Governor,,Phil Bryant,R,52,
Hinds,Precinct 38,Governor,,Johnny L. DuPree,D,281,
Hinds,Precinct 39,Governor,,Phil Bryant,R,16,
Hinds,Precinct 39,Governor,,Johnny L. DuPree,D,468,
Hinds,Precinct 40,Governor,,Phil Bryant,R,12,
Hinds,Precinct 40,Governor,,Johnny L. DuPree,D,610,
Hinds,Precinct 41,Governor,,Phil Bryant,R,21,
Hinds,Precinct 41,Governor,,Johnny L. DuPree,D,889,
Hinds,Precinct 42,Governor,,Phil Bryant,R,41,
Hinds,Precinct 42,Governor,,Johnny L. DuPree,D,419,
Hinds,Precinct 43,Governor,,Phil Bryant,R,69,
Hinds,Precinct 43,Governor,,Johnny L. DuPree,D,606,
Hinds,Precinct 44,Governor,,Phil Bryant,R,424,
Hinds,Precinct 44,Governor,,Johnny L. DuPree,D,531,
Hinds,Precinct 45,Governor,,Phil Bryant,R,936,
Hinds,Precinct 45,Governor,,Johnny L. DuPree,D,236,
Hinds,Precinct 46,Governor,,Phil Bryant,R,1054,
Hinds,Precinct 46,Governor,,Johnny L. DuPree,D,679,
Hinds,Precinct 47,Governor,,Phil Bryant,R,24,
Hinds,Precinct 47,Governor,,Johnny L. DuPree,D,241,
Hinds,Precinct 49,Governor,,Phil Bryant,R,7,
Hinds,Precinct 49,Governor,,Johnny L. DuPree,D,305,
Hinds,Precinct 50,Governor,,Phil Bryant,R,13,
Hinds,Precinct 50,Governor,,Johnny L. DuPree,D,172,
Hinds,Precinct 51,Governor,,Phil Bryant,R,9,
Hinds,Precinct 51,Governor,,Johnny L. DuPree,D,244,
Hinds,Precinct 52,Governor,,Phil Bryant,R,9,
Hinds,Precinct 52,Governor,,Johnny L. DuPree,D,312,
Hinds,Precinct 54,Governor,,Phil Bryant,R,7,
Hinds,Precinct 54,Governor,,Johnny L. DuPree,D,202,
Hinds,Precinct 55,Governor,,Phil Bryant,R,9,
Hinds,Precinct 55,Governor,,Johnny L. DuPree,D,296,
Hinds,Precinct 56,Governor,,Phil Bryant,R,4,
Hinds,Precinct 56,Governor,,Johnny L. DuPree,D,138,
Hinds,Precinct 57,Governor,,Phil Bryant,R,13,
Hinds,Precinct 57,Governor,,Johnny L. DuPree,D,347,
Hinds,Precinct 58,Governor,,Phil Bryant,R,1,
Hinds,Precinct 58,Governor,,Johnny L. DuPree,D,256,
Hinds,Precinct 59,Governor,,Phil Bryant,R,11,
Hinds,Precinct 59,Governor,,Johnny L. DuPree,D,502,
Hinds,Precinct 60,Governor,,Phil Bryant,R,5,
Hinds,Precinct 60,Governor,,Johnny L. DuPree,D,149,
Hinds,Precinct 61,Governor,,Phil Bryant,R,10,
Hinds,Precinct 61,Governor,,Johnny L. DuPree,D,301,
Hinds,Precinct 62,Governor,,Phil Bryant,R,30,
Hinds,Precinct 62,Governor,,Johnny L. DuPree,D,476,
Hinds,Precinct 63,Governor,,Phil Bryant,R,6,
Hinds,Precinct 63,Governor,,Johnny L. DuPree,D,267,
Hinds,Precinct 64,Governor,,Phil Bryant,R,6,
Hinds,Precinct 64,Governor,,Johnny L. DuPree,D,236,
Hinds,Precinct 67,Governor,,Phil Bryant,R,28,
Hinds,Precinct 67,Governor,,Johnny L. DuPree,D,197,
Hinds,Precinct 68,Governor,,Phil Bryant,R,104,
Hinds,Precinct 68,Governor,,Johnny L. DuPree,D,792,
Hinds,Precinct 69,Governor,,Phil Bryant,R,38,
Hinds,Precinct 69,Governor,,Johnny L. DuPree,D,271,
Hinds,Precinct 70,Governor,,Phil Bryant,R,14,
Hinds,Precinct 70,Governor,,Johnny L. DuPree,D,148,
Hinds,Precinct 71,Governor,,Phil Bryant,R,58,
Hinds,Precinct 71,Governor,,Johnny L. DuPree,D,237,
Hinds,Precinct 72,Governor,,Phil Bryant,R,39,
Hinds,Precinct 72,Governor,,Johnny L. DuPree,D,204,
Hinds,Precinct 73,Governor,,Phil Bryant,R,42,
Hinds,Precinct 73,Governor,,Johnny L. DuPree,D,222,
Hinds,Precinct 74,Governor,,Phil Bryant,R,65,
Hinds,Precinct 74,Governor,,Johnny L. DuPree,D,233,
Hinds,Precinct 75,Governor,,Phil Bryant,R,40,
Hinds,Precinct 75,Governor,,Johnny L. DuPree,D,192,
Hinds,Precinct 76,Governor,,Phil Bryant,R,67,
Hinds,Precinct 76,Governor,,Johnny L. DuPree,D,208,
Hinds,Precinct 77,Governor,,Phil Bryant,R,49,
Hinds,Precinct 77,Governor,,Johnny L. DuPree,D,74,
Hinds,Precinct 78,Governor,,Phil Bryant,R,399,
Hinds,Precinct 78,Governor,,Johnny L. DuPree,D,275,
Hinds,Precinct 79,Governor,,Phil Bryant,R,238,
Hinds,Precinct 79,Governor,,Johnny L. DuPree,D,601,
Hinds,Precinct 80,Governor,,Phil Bryant,R,28,
Hinds,Precinct 80,Governor,,Johnny L. DuPree,D,808,
Hinds,Precinct 81,Governor,,Phil Bryant,R,54,
Hinds,Precinct 81,Governor,,Johnny L. DuPree,D,1071,
Hinds,Precinct 82,Governor,,Phil Bryant,R,20,
Hinds,Precinct 82,Governor,,Johnny L. DuPree,D,682,
Hinds,Precinct 83,Governor,,Phil Bryant,R,40,
Hinds,Precinct 83,Governor,,Johnny L. DuPree,D,1472,
Hinds,Precinct 84,Governor,,Phil Bryant,R,4,
Hinds,Precinct 84,Governor,,Johnny L. DuPree,D,137,
Hinds,Precinct 85,Governor,,Phil Bryant,R,27,
Hinds,Precinct 85,Governor,,Johnny L. DuPree,D,1250,
Hinds,Precinct 86,Governor,,Phil Bryant,R,18,
Hinds,Precinct 86,Governor,,Johnny L. DuPree,D,590,
Hinds,Precinct 87,Governor,,Phil Bryant,R,53,
Hinds,Precinct 87,Governor,,Johnny L. DuPree,D,353,
Hinds,Precinct 88,Governor,,Phil Bryant,R,43,
Hinds,Precinct 88,Governor,,Johnny L. DuPree,D,694,
Hinds,Precinct 89,Governor,,Phil Bryant,R,19,
Hinds,Precinct 89,Governor,,Johnny L. DuPree,D,174,
Hinds,Precinct 90,Governor,,Phil Bryant,R,76,
Hinds,Precinct 90,Governor,,Johnny L. DuPree,D,248,
Hinds,Precinct 91,Governor,,Phil Bryant,R,94,
Hinds,Precinct 91,Governor,,Johnny L. DuPree,D,977,
Hinds,Precinct 92,Governor,,Phil Bryant,R,169,
Hinds,Precinct 92,Governor,,Johnny L. DuPree,D,818,
Hinds,Precinct 93,Governor,,Phil Bryant,R,23,
Hinds,Precinct 93,Governor,,Johnny L. DuPree,D,79,
Hinds,Precinct 94,Governor,,Phil Bryant,R,115,
Hinds,Precinct 94,Governor,,Johnny L. DuPree,D,1114,
Hinds,Precinct 95,Governor,,Phil Bryant,R,118,
Hinds,Precinct 95,Governor,,Johnny L. DuPree,D,194,
Hinds,Precinct 96,Governor,,Phil Bryant,R,258,
Hinds,Precinct 96,Governor,,Johnny L. DuPree,D,646,
Hinds,Precinct 97,Governor,,Phil Bryant,R,66,
Hinds,Precinct 97,Governor,,Johnny L. DuPree,D,126,
Hinds,Byram 1,Governor,,Phil Bryant,R,546,
Hinds,Byram 1,Governor,,Johnny L. DuPree,D,948,
Hinds,Byram 2,Governor,,Phil Bryant,R,830,
Hinds,Byram 2,Governor,,Johnny L. DuPree,D,478,
Hinds,Bolton,Governor,,Phil Bryant,R,204,
Hinds,Bolton,Governor,,Johnny L. DuPree,D,565,
Hinds,Brownsville,Governor,,Phil Bryant,R,184,
Hinds,Brownsville,Governor,,Johnny L. DuPree,D,135,
Hinds,Clinton 1,Governor,,Phil Bryant,R,577,
Hinds,Clinton 1,Governor,,Johnny L. DuPree,D,278,
Hinds,Clinton 2,Governor,,Phil Bryant,R,1226,
Hinds,Clinton 2,Governor,,Johnny L. DuPree,D,403,
Hinds,Clinton 3,Governor,,Phil Bryant,R,995,
Hinds,Clinton 3,Governor,,Johnny L. DuPree,D,529,
Hinds,Clinton 4,Governor,,Phil Bryant,R,424,
Hinds,Clinton 4,Governor,,Johnny L. DuPree,D,283,
Hinds,Clinton 5,Governor,,Phil Bryant,R,119,
Hinds,Clinton 5,Governor,,Johnny L. DuPree,D,39,
Hinds,Clinton 6,Governor,,Phil Bryant,R,491,
Hinds,Clinton 6,Governor,,Johnny L. DuPree,D,377,
Hinds,Cayuga,Governor,,Phil Bryant,R,58,
Hinds,Cayuga,Governor,,Johnny L. DuPree,D,129,
Hinds,Chapel Hill,Governor,,Phil Bryant,R,232,
Hinds,Chapel Hill,Governor,,Johnny L. DuPree,D,225,
Hinds,Cynthia,Governor,,Phil Bryant,R,38,
Hinds,Cynthia,Governor,,Johnny L. DuPree,D,277,
Hinds,Dry Grove,Governor,,Phil Bryant,R,452,
Hinds,Dry Grove,Governor,,Johnny L. DuPree,D,207,
Hinds,Edwards,Governor,,Phil Bryant,R,270,
Hinds,Edwards,Governor,,Johnny L. DuPree,D,822,
Hinds,Learned,Governor,,Phil Bryant,R,216,
Hinds,Learned,Governor,,Johnny L. DuPree,D,104,
Hinds,Old Byram,Governor,,Phil Bryant,R,644,
Hinds,Old Byram,Governor,,Johnny L. DuPree,D,417,
Hinds,Pinehaven,Governor,,Phil Bryant,R,701,
Hinds,Pinehaven,Governor,,Johnny L. DuPree,D,468,
Hinds,Pocahontas,Governor,,Phil Bryant,R,170,
Hinds,Pocahontas,Governor,,Johnny L. DuPree,D,219,
Hinds,Raymond 1,Governor,,Phil Bryant,R,762,
Hinds,Raymond 1,Governor,,Johnny L. DuPree,D,418,
Hinds,Raymond 2,Governor,,Phil Bryant,R,866,
Hinds,Raymond 2,Governor,,Johnny L. DuPree,D,469,
Hinds,Springridge,Governor,,Phil Bryant,R,905,
Hinds,Springridge,Governor,,Johnny L. DuPree,D,981,
Hinds,St Thomas,Governor,,Phil Bryant,R,7,
Hinds,St Thomas,Governor,,Johnny L. DuPree,D,228,
Hinds,Terry,Governor,,Phil Bryant,R,254,
Hinds,Terry,Governor,,Johnny L. DuPree,D,687,
Hinds,Tinnin,Governor,,Phil Bryant,R,404,
Hinds,Tinnin,Governor,,Johnny L. DuPree,D,135,
Hinds,Utica 1,Governor,,Phil Bryant,R,93,
Hinds,Utica 1,Governor,,Johnny L. DuPree,D,74,
Hinds,Utica 2,Governor,,Phil Bryant,R,88,
Hinds,Utica 2,Governor,,Johnny L. DuPree,D,364,
Hinds,Clinton 7,Governor,,Phil Bryant,R,745,
Hinds,Clinton 7,Governor,,Johnny L. DuPree,D,314,
Hinds,Wynndale,Governor,,Phil Bryant,R,1303,
Hinds,Wynndale,Governor,,Johnny L. DuPree,D,490,
Hinds,Byram 3,Governor,,Phil Bryant,R,362,
Hinds,Byram 3,Governor,,Johnny L. DuPree,D,584,
Hinds,Precinct 01,Lieutenant Governor,,Tate Reeves,R,226,
Hinds,Precinct 01,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,111,
Hinds,Precinct 02,Lieutenant Governor,,Tate Reeves,R,33,
Hinds,Precinct 02,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,34,
Hinds,Precinct 04,Lieutenant Governor,,Tate Reeves,R,100,
Hinds,Precinct 04,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,99,
Hinds,Precinct 06,Lieutenant Governor,,Tate Reeves,R,99,
Hinds,Precinct 06,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,80,
Hinds,Precinct 08,Lieutenant Governor,,Tate Reeves,R,303,
Hinds,Precinct 08,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,107,
Hinds,Precinct 09,Lieutenant Governor,,Tate Reeves,R,544,
Hinds,Precinct 09,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,100,
Hinds,Precinct 10,Lieutenant Governor,,Tate Reeves,R,76,
Hinds,Precinct 10,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,69,
Hinds,Precinct 11,Lieutenant Governor,,Tate Reeves,R,87,
Hinds,Precinct 11,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,79,
Hinds,Precinct 12,Lieutenant Governor,,Tate Reeves,R,122,
Hinds,Precinct 12,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,144,
Hinds,Precinct 13,Lieutenant Governor,,Tate Reeves,R,119,
Hinds,Precinct 13,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,129,
Hinds,Precinct 14,Lieutenant Governor,,Tate Reeves,R,425,
Hinds,Precinct 14,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,54,
Hinds,Precinct 16,Lieutenant Governor,,Tate Reeves,R,312,
Hinds,Precinct 16,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,176,
Hinds,Precinct 17,Lieutenant Governor,,Tate Reeves,R,295,
Hinds,Precinct 17,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,69,
Hinds,Precinct 18,Lieutenant Governor,,Tate Reeves,R,108,
Hinds,Precinct 18,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,95,
Hinds,Precinct 19,Lieutenant Governor,,Tate Reeves,R,27,
Hinds,Precinct 19,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,31,
Hinds,Precinct 20,Lieutenant Governor,,Tate Reeves,R,108,
Hinds,Precinct 20,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,136,
Hinds,Precinct 21,Lieutenant Governor,,Tate Reeves,R,74,
Hinds,Precinct 21,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,86,
Hinds,Precinct 22,Lieutenant Governor,,Tate Reeves,R,306,
Hinds,Precinct 22,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,286,
Hinds,Precinct 23,Lieutenant Governor,,Tate Reeves,R,205,
Hinds,Precinct 23,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,208,
Hinds,Precinct 24,Lieutenant Governor,,Tate Reeves,R,131,
Hinds,Precinct 24,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,132,
Hinds,Precinct 25,Lieutenant Governor,,Tate Reeves,R,235,
Hinds,Precinct 25,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,239,
Hinds,Precinct 26,Lieutenant Governor,,Tate Reeves,R,141,
Hinds,Precinct 26,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,140,
Hinds,Precinct 27,Lieutenant Governor,,Tate Reeves,R,271,
Hinds,Precinct 27,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,310,
Hinds,Precinct 28,Lieutenant Governor,,Tate Reeves,R,215,
Hinds,Precinct 28,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,211,
Hinds,Precinct 29,Lieutenant Governor,,Tate Reeves,R,175,
Hinds,Precinct 29,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,131,
Hinds,Precinct 30,Lieutenant Governor,,Tate Reeves,R,114,
Hinds,Precinct 30,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,100,
Hinds,Precinct 31,Lieutenant Governor,,Tate Reeves,R,194,
Hinds,Precinct 31,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,183,
Hinds,Precinct 32,Lieutenant Governor,,Tate Reeves,R,451,
Hinds,Precinct 32,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,49,
Hinds,Precinct 33,Lieutenant Governor,,Tate Reeves,R,611,
Hinds,Precinct 33,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,40,
Hinds,Precinct 34,Lieutenant Governor,,Tate Reeves,R,985,
Hinds,Precinct 34,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,75,
Hinds,Precinct 35,Lieutenant Governor,,Tate Reeves,R,938,
Hinds,Precinct 35,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,66,
Hinds,Precinct 36,Lieutenant Governor,,Tate Reeves,R,369,
Hinds,Precinct 36,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,146,
Hinds,Precinct 37,Lieutenant Governor,,Tate Reeves,R,295,
Hinds,Precinct 37,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,124,
Hinds,Precinct 38,Lieutenant Governor,,Tate Reeves,R,160,
Hinds,Precinct 38,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,132,
Hinds,Precinct 39,Lieutenant Governor,,Tate Reeves,R,232,
Hinds,Precinct 39,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,175,
Hinds,Precinct 40,Lieutenant Governor,,Tate Reeves,R,262,
Hinds,Precinct 40,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,250,
Hinds,Precinct 41,Lieutenant Governor,,Tate Reeves,R,373,
Hinds,Precinct 41,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,366,
Hinds,Precinct 42,Lieutenant Governor,,Tate Reeves,R,210,
Hinds,Precinct 42,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,191,
Hinds,Precinct 43,Lieutenant Governor,,Tate Reeves,R,333,
Hinds,Precinct 43,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,265,
Hinds,Precinct 44,Lieutenant Governor,,Tate Reeves,R,663,
Hinds,Precinct 44,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,220,
Hinds,Precinct 45,Lieutenant Governor,,Tate Reeves,R,1069,
Hinds,Precinct 45,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,82,
Hinds,Precinct 46,Lieutenant Governor,,Tate Reeves,R,1347,
Hinds,Precinct 46,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,287,
Hinds,Precinct 47,Lieutenant Governor,,Tate Reeves,R,117,
Hinds,Precinct 47,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,93,
Hinds,Precinct 49,Lieutenant Governor,,Tate Reeves,R,96,
Hinds,Precinct 49,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,196,
Hinds,Precinct 50,Lieutenant Governor,,Tate Reeves,R,83,
Hinds,Precinct 50,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,82,
Hinds,Precinct 51,Lieutenant Governor,,Tate Reeves,R,110,
Hinds,Precinct 51,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,99,
Hinds,Precinct 52,Lieutenant Governor,,Tate Reeves,R,135,
Hinds,Precinct 52,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,118,
Hinds,Precinct 54,Lieutenant Governor,,Tate Reeves,R,91,
Hinds,Precinct 54,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,82,
Hinds,Precinct 55,Lieutenant Governor,,Tate Reeves,R,131,
Hinds,Precinct 55,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,115,
Hinds,Precinct 56,Lieutenant Governor,,Tate Reeves,R,47,
Hinds,Precinct 56,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,67,
Hinds,Precinct 57,Lieutenant Governor,,Tate Reeves,R,149,
Hinds,Precinct 57,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,148,
Hinds,Precinct 58,Lieutenant Governor,,Tate Reeves,R,106,
Hinds,Precinct 58,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,103,
Hinds,Precinct 59,Lieutenant Governor,,Tate Reeves,R,215,
Hinds,Precinct 59,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,214,
Hinds,Precinct 60,Lieutenant Governor,,Tate Reeves,R,48,
Hinds,Precinct 60,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,80,
Hinds,Precinct 61,Lieutenant Governor,,Tate Reeves,R,138,
Hinds,Precinct 61,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,121,
Hinds,Precinct 62,Lieutenant Governor,,Tate Reeves,R,219,
Hinds,Precinct 62,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,206,
Hinds,Precinct 63,Lieutenant Governor,,Tate Reeves,R,124,
Hinds,Precinct 63,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,116,
Hinds,Precinct 64,Lieutenant Governor,,Tate Reeves,R,103,
Hinds,Precinct 64,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,93,
Hinds,Precinct 67,Lieutenant Governor,,Tate Reeves,R,114,
Hinds,Precinct 67,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,82,
Hinds,Precinct 68,Lieutenant Governor,,Tate Reeves,R,444,
Hinds,Precinct 68,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,343,
Hinds,Precinct 69,Lieutenant Governor,,Tate Reeves,R,141,
Hinds,Precinct 69,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,130,
Hinds,Precinct 70,Lieutenant Governor,,Tate Reeves,R,70,
Hinds,Precinct 70,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,76,
Hinds,Precinct 71,Lieutenant Governor,,Tate Reeves,R,167,
Hinds,Precinct 71,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,109,
Hinds,Precinct 72,Lieutenant Governor,,Tate Reeves,R,120,
Hinds,Precinct 72,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,94,
Hinds,Precinct 73,Lieutenant Governor,,Tate Reeves,R,131,
Hinds,Precinct 73,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,96,
Hinds,Precinct 74,Lieutenant Governor,,Tate Reeves,R,160,
Hinds,Precinct 74,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,111,
Hinds,Precinct 75,Lieutenant Governor,,Tate Reeves,R,130,
Hinds,Precinct 75,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,80,
Hinds,Precinct 76,Lieutenant Governor,,Tate Reeves,R,152,
Hinds,Precinct 76,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,102,
Hinds,Precinct 77,Lieutenant Governor,,Tate Reeves,R,78,
Hinds,Precinct 77,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,38,
Hinds,Precinct 78,Lieutenant Governor,,Tate Reeves,R,524,
Hinds,Precinct 78,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,115,
Hinds,Precinct 79,Lieutenant Governor,,Tate Reeves,R,484,
Hinds,Precinct 79,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,268,
Hinds,Precinct 80,Lieutenant Governor,,Tate Reeves,R,306,
Hinds,Precinct 80,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,368,
Hinds,Precinct 81,Lieutenant Governor,,Tate Reeves,R,517,
Hinds,Precinct 81,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,434,
Hinds,Precinct 82,Lieutenant Governor,,Tate Reeves,R,300,
Hinds,Precinct 82,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,287,
Hinds,Precinct 83,Lieutenant Governor,,Tate Reeves,R,645,
Hinds,Precinct 83,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,637,
Hinds,Precinct 84,Lieutenant Governor,,Tate Reeves,R,46,
Hinds,Precinct 84,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,71,
Hinds,Precinct 85,Lieutenant Governor,,Tate Reeves,R,558,
Hinds,Precinct 85,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,510,
Hinds,Precinct 86,Lieutenant Governor,,Tate Reeves,R,282,
Hinds,Precinct 86,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,257,
Hinds,Precinct 87,Lieutenant Governor,,Tate Reeves,R,177,
Hinds,Precinct 87,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,174,
