county,precinct,office,district,candidate,party,votes,winner
Kemper,Scooba A-L,Governor,,Phil Bryant,R,135,
Kemper,Scooba A-L,Governor,,Johnny L. DuPree,D,226,
Kemper,Scooba M-Z,Governor,,Phil Bryant,R,135,
Kemper,Scooba M-Z,Governor,,Johnny L. DuPree,D,198,
Kemper,Farmers Market,Governor,,Phil Bryant,R,15,
Kemper,Farmers Market,Governor,,Johnny L. DuPree,D,11,
Kemper,Band Building,Governor,,Phil Bryant,R,148,
Kemper,Band Building,Governor,,Johnny L. DuPree,D,232,
Kemper,Porterville,Governor,,Phil Bryant,R,123,
Kemper,Porterville,Governor,,Johnny L. DuPree,D,368,
Kemper,Kemper Springs,Governor,,Phil Bryant,R,17,
Kemper,Kemper Springs,Governor,,Johnny L. DuPree,D,105,
Kemper,Fort Stevens,Governor,,Phil Bryant,R,110,
Kemper,Fort Stevens,Governor,,Johnny L. DuPree,D,29,
Kemper,Lynwood,Governor,,Phil Bryant,R,208,
Kemper,Lynwood,Governor,,Johnny L. DuPree,D,71,
Kemper,Lynville,Governor,,Phil Bryant,R,204,
Kemper,Lynville,Governor,,Johnny L. DuPree,D,113,
Kemper,Preston,Governor,,Phil Bryant,R,193,
Kemper,Preston,Governor,,Johnny L. DuPree,D,198,
Kemper,Kellis Store,Governor,,Phil Bryant,R,50,
Kemper,Kellis Store,Governor,,Johnny L. DuPree,D,158,
Kemper,Courthouse,Governor,,Phil Bryant,R,223,
Kemper,Courthouse,Governor,,Johnny L. DuPree,D,393,
Kemper,Mount Nebo,Governor,,Phil Bryant,R,109,
Kemper,Mount Nebo,Governor,,Johnny L. DuPree,D,214,
Kemper,Satellite,Governor,,Phil Bryant,R,194,
Kemper,Satellite,Governor,,Johnny L. DuPree,D,285,
Kemper,Scooba A-L,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,125,
Kemper,Scooba A-L,Lieutenant Governor,,Tate Reeves,R,180,
Kemper,Scooba M-Z,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,89,
Kemper,Scooba M-Z,Lieutenant Governor,,Tate Reeves,R,177,
Kemper,Farmers Market,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,7,
Kemper,Farmers Market,Lieutenant Governor,,Tate Reeves,R,16,
Kemper,Band Building,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,127,
Kemper,Band Building,Lieutenant Governor,,Tate Reeves,R,208,
Kemper,Porterville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,137,
Kemper,Porterville,Lieutenant Governor,,Tate Reeves,R,232,
Kemper,Kemper Springs,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,37,
Kemper,Kemper Springs,Lieutenant Governor,,Tate Reeves,R,40,
Kemper,Fort Stevens,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,23,
Kemper,Fort Stevens,Lieutenant Governor,,Tate Reeves,R,110,
Kemper,Lynwood,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,48,
Kemper,Lynwood,Lieutenant Governor,,Tate Reeves,R,217,
Kemper,Lynville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,70,
Kemper,Lynville,Lieutenant Governor,,Tate Reeves,R,225,
Kemper,Preston,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,102,
Kemper,Preston,Lieutenant Governor,,Tate Reeves,R,245,
Kemper,Kellis Store,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,92,
Kemper,Kellis Store,Lieutenant Governor,,Tate Reeves,R,79,
Kemper,Courthouse,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,212,
Kemper,Courthouse,Lieutenant Governor,,Tate Reeves,R,315,
Kemper,Mount Nebo,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,95,
Kemper,Mount Nebo,Lieutenant Governor,,Tate Reeves,R,155,
Kemper,Satellite,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,141,
Kemper,Satellite,Lieutenant Governor,,Tate Reeves,R,262,
Kemper,Scooba A-L,Secretary of State,,Delbert Hosemann,R,240,
Kemper,Scooba M-Z,Secretary of State,,Delbert Hosemann,R,217,
Kemper,Farmers Market,Secretary of State,,Delbert Hosemann,R,21,
Kemper,Band Building,Secretary of State,,Delbert Hosemann,R,281,
Kemper,Porterville,Secretary of State,,Delbert Hosemann,R,300,
Kemper,Kemper Springs,Secretary of State,,Delbert Hosemann,R,58,
Kemper,Fort Stevens,Secretary of State,,Delbert Hosemann,R,126,
Kemper,Lynwood,Secretary of State,,Delbert Hosemann,R,251,
Kemper,Lynville,Secretary of State,,Delbert Hosemann,R,252,
Kemper,Preston,Secretary of State,,Delbert Hosemann,R,290,
Kemper,Kellis Store,Secretary of State,,Delbert Hosemann,R,126,
Kemper,Courthouse,Secretary of State,,Delbert Hosemann,R,451,
Kemper,Mount Nebo,Secretary of State,,Delbert Hosemann,R,206,
Kemper,Satellite,Secretary of State,,Delbert Hosemann,R,324,
Kemper,Scooba A-L,Attorney General,,Jim Hood,D,249,
Kemper,Scooba A-L,Attorney General,,Steve Simpson,R,93,
Kemper,Scooba M-Z,Attorney General,,Jim Hood,D,228,
Kemper,Scooba M-Z,Attorney General,,Steve Simpson,R,87,
Kemper,Farmers Market,Attorney General,,Jim Hood,D,16,
Kemper,Farmers Market,Attorney General,,Steve Simpson,R,10,
Kemper,Band Building,Attorney General,,Jim Hood,D,278,
Kemper,Band Building,Attorney General,,Steve Simpson,R,99,
Kemper,Porterville,Attorney General,,Jim Hood,D,391,
Kemper,Porterville,Attorney General,,Steve Simpson,R,78,
Kemper,Kemper Springs,Attorney General,,Jim Hood,D,110,
Kemper,Kemper Springs,Attorney General,,Steve Simpson,R,10,
Kemper,Fort Stevens,Attorney General,,Jim Hood,D,69,
Kemper,Fort Stevens,Attorney General,,Steve Simpson,R,70,
Kemper,Lynwood,Attorney General,,Jim Hood,D,185,
Kemper,Lynwood,Attorney General,,Steve Simpson,R,94,
Kemper,Lynville,Attorney General,,Jim Hood,D,214,
Kemper,Lynville,Attorney General,,Steve Simpson,R,97,
Kemper,Preston,Attorney General,,Jim Hood,D,257,
Kemper,Preston,Attorney General,,Steve Simpson,R,134,
Kemper,Kellis Store,Attorney General,,Jim Hood,D,174,
Kemper,Kellis Store,Attorney General,,Steve Simpson,R,32,
Kemper,Courthouse,Attorney General,,Jim Hood,D,457,
Kemper,Courthouse,Attorney General,,Steve Simpson,R,148,
Kemper,Mount Nebo,Attorney General,,Jim Hood,D,244,
Kemper,Mount Nebo,Attorney General,,Steve Simpson,R,72,
Kemper,Satellite,Attorney General,,Jim Hood,D,338,
Kemper,Satellite,Attorney General,,Steve Simpson,R,134,
Kemper,Scooba A-L,State Auditor,,Ashley Norwood,Reform,138,
Kemper,Scooba A-L,State Auditor,,Stacey E. Pickering,R,156,
Kemper,Scooba M-Z,State Auditor,,Ashley Norwood,Reform,92,
Kemper,Scooba M-Z,State Auditor,,Stacey E. Pickering,R,163,
Kemper,Farmers Market,State Auditor,,Ashley Norwood,Reform,6,
