county,precinct,office,district,candidate,party,votes,winner
Itawamba,Courthouse,Governor,,Phil Bryant,R,125,
Itawamba,Courthouse,Governor,,Johnny L. DuPree,D,22,
Itawamba,Banner-Pineville,Governor,,Phil Bryant,R,283,
Itawamba,Banner-Pineville,Governor,,Johnny L. DuPree,D,73,
Itawamba,Ryan,Governor,,Phil Bryant,R,166,
Itawamba,Ryan,Governor,,Johnny L. DuPree,D,56,
Itawamba,Salem-Copeland,Governor,,Phil Bryant,R,244,
Itawamba,Salem-Copeland,Governor,,Johnny L. DuPree,D,48,
Itawamba,Fairview-Pleasanton,Governor,,Phil Bryant,R,84,
Itawamba,Fairview-Pleasanton,Governor,,Johnny L. DuPree,D,14,
Itawamba,Centerville,Governor,,Phil Bryant,R,222,
Itawamba,Centerville,Governor,,Johnny L. DuPree,D,62,
Itawamba,Ozark,Governor,,Phil Bryant,R,65,
Itawamba,Ozark,Governor,,Johnny L. DuPree,D,11,
Itawamba,Fawn Grove,Governor,,Phil Bryant,R,223,
Itawamba,Fawn Grove,Governor,,Johnny L. DuPree,D,68,
Itawamba,Ratliff,Governor,,Phil Bryant,R,120,
Itawamba,Ratliff,Governor,,Johnny L. DuPree,D,19,
Itawamba,Kirkville,Governor,,Phil Bryant,R,310,
Itawamba,Kirkville,Governor,,Johnny L. DuPree,D,96,
Itawamba,Mantachie,Governor,,Phil Bryant,R,532,
Itawamba,Mantachie,Governor,,Johnny L. DuPree,D,121,
Itawamba,Dorsey,Governor,,Phil Bryant,R,371,
Itawamba,Dorsey,Governor,,Johnny L. DuPree,D,69,
Itawamba,Friendship,Governor,,Phil Bryant,R,236,
Itawamba,Friendship,Governor,,Johnny L. DuPree,D,87,
Itawamba,Cardsville,Governor,,Phil Bryant,R,104,
Itawamba,Cardsville,Governor,,Johnny L. DuPree,D,30,
Itawamba,Greenwood,Governor,,Phil Bryant,R,161,
Itawamba,Greenwood,Governor,,Johnny L. DuPree,D,123,
Itawamba,Carolina,Governor,,Phil Bryant,R,142,
Itawamba,Carolina,Governor,,Johnny L. DuPree,D,43,
Itawamba,Evergreen,Governor,,Phil Bryant,R,163,
Itawamba,Evergreen,Governor,,Johnny L. DuPree,D,103,
Itawamba,American Legion,Governor,,Phil Bryant,R,702,
Itawamba,American Legion,Governor,,Johnny L. DuPree,D,166,
Itawamba,Tremont,Governor,,Phil Bryant,R,235,
Itawamba,Tremont,Governor,,Johnny L. DuPree,D,51,
Itawamba,James Creek,Governor,,Phil Bryant,R,106,
Itawamba,James Creek,Governor,,Johnny L. DuPree,D,17,
Itawamba,Tilden,Governor,,Phil Bryant,R,206,
Itawamba,Tilden,Governor,,Johnny L. DuPree,D,61,
Itawamba,Clay,Governor,,Phil Bryant,R,438,
Itawamba,Clay,Governor,,Johnny L. DuPree,D,84,
Itawamba,Icdc,Governor,,Phil Bryant,R,320,
Itawamba,Icdc,Governor,,Johnny L. DuPree,D,161,
Itawamba,Mt. Gilead,Governor,,Phil Bryant,R,65,
Itawamba,Mt. Gilead,Governor,,Johnny L. DuPree,D,19,
Itawamba,Armory,Governor,,Phil Bryant,R,234,
Itawamba,Armory,Governor,,Johnny L. DuPree,D,83,
Itawamba,Bounds,Governor,,Phil Bryant,R,36,
Itawamba,Bounds,Governor,,Johnny L. DuPree,D,4,
Itawamba,Courthouse,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,15,
Itawamba,Courthouse,Lieutenant Governor,,Tate Reeves,R,128,
Itawamba,Banner-Pineville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,51,
Itawamba,Banner-Pineville,Lieutenant Governor,,Tate Reeves,R,291,
Itawamba,Ryan,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,35,
Itawamba,Ryan,Lieutenant Governor,,Tate Reeves,R,177,
Itawamba,Salem-Copeland,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,40,
Itawamba,Salem-Copeland,Lieutenant Governor,,Tate Reeves,R,240,
Itawamba,Fairview-Pleasanton,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,10,
Itawamba,Fairview-Pleasanton,Lieutenant Governor,,Tate Reeves,R,86,
Itawamba,Centerville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,33,
Itawamba,Centerville,Lieutenant Governor,,Tate Reeves,R,241,
Itawamba,Ozark,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,9,
Itawamba,Ozark,Lieutenant Governor,,Tate Reeves,R,64,
Itawamba,Fawn Grove,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,42,
Itawamba,Fawn Grove,Lieutenant Governor,,Tate Reeves,R,240,
Itawamba,Ratliff,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,10,
Itawamba,Ratliff,Lieutenant Governor,,Tate Reeves,R,125,
Itawamba,Kirkville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,59,
Itawamba,Kirkville,Lieutenant Governor,,Tate Reeves,R,331,
Itawamba,Mantachie,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,55,
Itawamba,Mantachie,Lieutenant Governor,,Tate Reeves,R,584,
Itawamba,Dorsey,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,31,
Itawamba,Dorsey,Lieutenant Governor,,Tate Reeves,R,396,
Itawamba,Friendship,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,43,
Itawamba,Friendship,Lieutenant Governor,,Tate Reeves,R,277,
Itawamba,Cardsville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,9,
Itawamba,Cardsville,Lieutenant Governor,,Tate Reeves,R,121,
Itawamba,Greenwood,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,50,
Itawamba,Greenwood,Lieutenant Governor,,Tate Reeves,R,206,
Itawamba,Carolina,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,26,
Itawamba,Carolina,Lieutenant Governor,,Tate Reeves,R,149,
Itawamba,Evergreen,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,56,
Itawamba,Evergreen,Lieutenant Governor,,Tate Reeves,R,189,
Itawamba,American Legion,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,70,
Itawamba,American Legion,Lieutenant Governor,,Tate Reeves,R,779,
Itawamba,Tremont,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,35,
Itawamba,Tremont,Lieutenant Governor,,Tate Reeves,R,242,
Itawamba,James Creek,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,7,
Itawamba,James Creek,Lieutenant Governor,,Tate Reeves,R,117,
Itawamba,Tilden,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,39,
Itawamba,Tilden,Lieutenant Governor,,Tate Reeves,R,219,
Itawamba,Clay,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,50,
Itawamba,Clay,Lieutenant Governor,,Tate Reeves,R,458,
Itawamba,Icdc,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,85,
Itawamba,Icdc,Lieutenant Governor,,Tate Reeves,R,360,
Itawamba,Mt. Gilead,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,9,
Itawamba,Mt. Gilead,Lieutenant Governor,,Tate Reeves,R,74,
Itawamba,Armory,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,36,
Itawamba,Armory,Lieutenant Governor,,Tate Reeves,R,277,
Itawamba,Bounds,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,4,
Itawamba,Bounds,Lieutenant Governor,,Tate Reeves,R,35,
Itawamba,Courthouse,Secretary of State,,Delbert Hosemann,R,141,
Itawamba,Banner-Pineville,Secretary of State,,Delbert Hosemann,R,317,
Itawamba,Ryan,Secretary of State,,Delbert Hosemann,R,199,
Itawamba,Salem-Copeland,Secretary of State,,Delbert Hosemann,R,268,
Itawamba,Fairview-Pleasanton,Secretary of State,,Delbert Hosemann,R,95,
Itawamba,Centerville,Secretary of State,,Delbert Hosemann,R,261,
Itawamba,Ozark,Secretary of State,,Delbert Hosemann,R,68,
Itawamba,Fawn Grove,Secretary of State,,Delbert Hosemann,R,271,
Itawamba,Ratliff,Secretary of State,,Delbert Hosemann,R,133,
Itawamba,Kirkville,Secretary of State,,Delbert Hosemann,R,369,
Itawamba,Mantachie,Secretary of State,,Delbert Hosemann,R,616,
Itawamba,Dorsey,Secretary of State,,Delbert Hosemann,R,410,
Itawamba,Friendship,Secretary of State,,Delbert Hosemann,R,306,
Itawamba,Cardsville,Secretary of State,,Delbert Hosemann,R,120,
Itawamba,Greenwood,Secretary of State,,Delbert Hosemann,R,232,
Itawamba,Carolina,Secretary of State,,Delbert Hosemann,R,166,
Itawamba,Evergreen,Secretary of State,,Delbert Hosemann,R,206,
Itawamba,American Legion,Secretary of State,,Delbert Hosemann,R,829,
Itawamba,Tremont,Secretary of State,,Delbert Hosemann,R,258,
Itawamba,James Creek,Secretary of State,,Delbert Hosemann,R,116,
Itawamba,Tilden,Secretary of State,,Delbert Hosemann,R,247,
Itawamba,Clay,Secretary of State,,Delbert Hosemann,R,478,
Itawamba,Icdc,Secretary of State,,Delbert Hosemann,R,413,
