county,precinct,office,district,candidate,party,votes,winner
Greene,Leakesville,Governor,,Phil Bryant,R,723,
Greene,Leakesville,Governor,,Johnny L. DuPree,D,161,
Greene,North Leakesville,Governor,,Phil Bryant,R,81,
Greene,North Leakesville,Governor,,Johnny L. DuPree,D,163,
Greene,State Line,Governor,,Phil Bryant,R,175,
Greene,State Line,Governor,,Johnny L. DuPree,D,293,
Greene,Mutual Rights,Governor,,Phil Bryant,R,139,
Greene,Mutual Rights,Governor,,Johnny L. DuPree,D,28,
Greene,Wade,Governor,,Phil Bryant,R,359,
Greene,Wade,Governor,,Johnny L. DuPree,D,38,
Greene,Jones,Governor,,Phil Bryant,R,144,
Greene,Jones,Governor,,Johnny L. DuPree,D,22,
Greene,Piave,Governor,,Phil Bryant,R,273,
Greene,Piave,Governor,,Johnny L. DuPree,D,12,
Greene,Maples,Governor,,Phil Bryant,R,337,
Greene,Maples,Governor,,Johnny L. DuPree,D,127,
Greene,Vernal,Governor,,Phil Bryant,R,385,
Greene,Vernal,Governor,,Johnny L. DuPree,D,90,
Greene,Washington Neely,Governor,,Phil Bryant,R,225,
Greene,Washington Neely,Governor,,Johnny L. DuPree,D,25,
Greene,Leaf,Governor,,Phil Bryant,R,73,
Greene,Leaf,Governor,,Johnny L. DuPree,D,40,
Greene,Mclain,Governor,,Phil Bryant,R,132,
Greene,Mclain,Governor,,Johnny L. DuPree,D,151,
Greene,Jonathan,Governor,,Phil Bryant,R,193,
Greene,Jonathan,Governor,,Johnny L. DuPree,D,23,
Greene,Leakesville,Lieutenant Governor,,Tate Reeves,R,780,
Greene,Leakesville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,67,
Greene,North Leakesville,Lieutenant Governor,,Tate Reeves,R,115,
Greene,North Leakesville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,80,
Greene,State Line,Lieutenant Governor,,Tate Reeves,R,210,
Greene,State Line,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,177,
Greene,Mutual Rights,Lieutenant Governor,,Tate Reeves,R,147,
Greene,Mutual Rights,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,12,
Greene,Wade,Lieutenant Governor,,Tate Reeves,R,367,
Greene,Wade,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,21,
Greene,Jones,Lieutenant Governor,,Tate Reeves,R,155,
Greene,Jones,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,7,
Greene,Piave,Lieutenant Governor,,Tate Reeves,R,269,
Greene,Piave,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,8,
Greene,Maples,Lieutenant Governor,,Tate Reeves,R,364,
Greene,Maples,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,64,
Greene,Vernal,Lieutenant Governor,,Tate Reeves,R,412,
Greene,Vernal,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,49,
Greene,Washington Neely,Lieutenant Governor,,Tate Reeves,R,224,
Greene,Washington Neely,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,18,
Greene,Leaf,Lieutenant Governor,,Tate Reeves,R,81,
Greene,Leaf,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,23,
Greene,Mclain,Lieutenant Governor,,Tate Reeves,R,170,
Greene,Mclain,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,74,
Greene,Jonathan,Lieutenant Governor,,Tate Reeves,R,197,
Greene,Jonathan,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,11,
Greene,Leakesville,Secretary of State,,Delbert Hosemann,R,784,
Greene,North Leakesville,Secretary of State,,Delbert Hosemann,R,147,
Greene,State Line,Secretary of State,,Delbert Hosemann,R,275,
Greene,Mutual Rights,Secretary of State,,Delbert Hosemann,R,152,
Greene,Wade,Secretary of State,,Delbert Hosemann,R,372,
Greene,Jones,Secretary of State,,Delbert Hosemann,R,156,
Greene,Piave,Secretary of State,,Delbert Hosemann,R,264,
Greene,Maples,Secretary of State,,Delbert Hosemann,R,381,
Greene,Vernal,Secretary of State,,Delbert Hosemann,R,436,
Greene,Washington Neely,Secretary of State,,Delbert Hosemann,R,216,
Greene,Leaf,Secretary of State,,Delbert Hosemann,R,92,
Greene,Mclain,Secretary of State,,Delbert Hosemann,R,198,
Greene,Jonathan,Secretary of State,,Delbert Hosemann,R,191,
Greene,Leakesville,Attorney General,,Jim Hood,D,488,
Greene,Leakesville,Attorney General,,Steve Simpson,R,374,
Greene,North Leakesville,Attorney General,,Jim Hood,D,169,
Greene,North Leakesville,Attorney General,,Steve Simpson,R,55,
Greene,State Line,Attorney General,,Jim Hood,D,348,
Greene,State Line,Attorney General,,Steve Simpson,R,97,
Greene,Mutual Rights,Attorney General,,Jim Hood,D,103,
Greene,Mutual Rights,Attorney General,,Steve Simpson,R,61,
Greene,Wade,Attorney General,,Jim Hood,D,201,
Greene,Wade,Attorney General,,Steve Simpson,R,191,
Greene,Jones,Attorney General,,Jim Hood,D,92,
Greene,Jones,Attorney General,,Steve Simpson,R,73,
Greene,Piave,Attorney General,,Jim Hood,D,142,
Greene,Piave,Attorney General,,Steve Simpson,R,139,
Greene,Maples,Attorney General,,Jim Hood,D,243,
Greene,Maples,Attorney General,,Steve Simpson,R,208,
Greene,Vernal,Attorney General,,Jim Hood,D,234,
Greene,Vernal,Attorney General,,Steve Simpson,R,239,
Greene,Washington Neely,Attorney General,,Jim Hood,D,131,
Greene,Washington Neely,Attorney General,,Steve Simpson,R,115,
Greene,Leaf,Attorney General,,Jim Hood,D,68,
Greene,Leaf,Attorney General,,Steve Simpson,R,39,
Greene,Mclain,Attorney General,,Jim Hood,D,199,
Greene,Mclain,Attorney General,,Steve Simpson,R,71,
Greene,Jonathan,Attorney General,,Jim Hood,D,116,
Greene,Jonathan,Attorney General,,Steve Simpson,R,91,
Greene,Leakesville,State Auditor,,Stacey E. Pickering,R,711,
Greene,Leakesville,State Auditor,,Ashley Norwood,Reform,124,
Greene,North Leakesville,State Auditor,,Stacey E. Pickering,R,106,
Greene,North Leakesville,State Auditor,,Ashley Norwood,Reform,76,
Greene,State Line,State Auditor,,Stacey E. Pickering,R,195,
Greene,State Line,State Auditor,,Ashley Norwood,Reform,185,
Greene,Mutual Rights,State Auditor,,Stacey E. Pickering,R,142,
Greene,Mutual Rights,State Auditor,,Ashley Norwood,Reform,15,
Greene,Wade,State Auditor,,Stacey E. Pickering,R,356,
Greene,Wade,State Auditor,,Ashley Norwood,Reform,28,
Greene,Jones,State Auditor,,Stacey E. Pickering,R,153,
Greene,Jones,State Auditor,,Ashley Norwood,Reform,9,
Greene,Piave,State Auditor,,Stacey E. Pickering,R,259,
Greene,Piave,State Auditor,,Ashley Norwood,Reform,13,
Greene,Maples,State Auditor,,Stacey E. Pickering,R,332,
Greene,Maples,State Auditor,,Ashley Norwood,Reform,102,
Greene,Vernal,State Auditor,,Stacey E. Pickering,R,379,
Greene,Vernal,State Auditor,,Ashley Norwood,Reform,78,
Greene,Washington Neely,State Auditor,,Stacey E. Pickering,R,208,
Greene,Washington Neely,State Auditor,,Ashley Norwood,Reform,28,
Greene,Leaf,State Auditor,,Stacey E. Pickering,R,75,
Greene,Leaf,State Auditor,,Ashley Norwood,Reform,27,
Greene,Mclain,State Auditor,,Stacey E. Pickering,R,139,
Greene,Mclain,State Auditor,,Ashley Norwood,Reform,99,
Greene,Jonathan,State Auditor,,Stacey E. Pickering,R,183,
Greene,Jonathan,State Auditor,,Ashley Norwood,Reform,26,
Greene,Leakesville,State Treasurer,,Lynn Fitch,R,502,
Greene,Leakesville,State Treasurer,,Connie Moran,D,301,
Greene,Leakesville,State Treasurer,,Shawn O'Hara,Reform,51,
Greene,North Leakesville,State Treasurer,,Lynn Fitch,R,55,
Greene,North Leakesville,State Treasurer,,Connie Moran,D,139,
Greene,North Leakesville,State Treasurer,,Shawn O'Hara,Reform,22,
Greene,State Line,State Treasurer,,Lynn Fitch,R,129,
Greene,State Line,State Treasurer,,Connie Moran,D,272,
Greene,State Line,State Treasurer,,Shawn O'Hara,Reform,38,
Greene,Mutual Rights,State Treasurer,,Lynn Fitch,R,110,
Greene,Mutual Rights,State Treasurer,,Connie Moran,D,33,
Greene,Mutual Rights,State Treasurer,,Shawn O'Hara,Reform,15,
Greene,Wade,State Treasurer,,Lynn Fitch,R,309,
Greene,Wade,State Treasurer,,Connie Moran,D,60,
Greene,Wade,State Treasurer,,Shawn O'Hara,Reform,20,
Greene,Jones,State Treasurer,,Lynn Fitch,R,123,
Greene,Jones,State Treasurer,,Connie Moran,D,27,
Greene,Jones,State Treasurer,,Shawn O'Hara,Reform,15,
Greene,Piave,State Treasurer,,Lynn Fitch,R,223,
Greene,Piave,State Treasurer,,Connie Moran,D,26,
Greene,Piave,State Treasurer,,Shawn O'Hara,Reform,22,
Greene,Maples,State Treasurer,,Lynn Fitch,R,246,
Greene,Maples,State Treasurer,,Connie Moran,D,166,
Greene,Maples,State Treasurer,,Shawn O'Hara,Reform,34,
Greene,Vernal,State Treasurer,,Lynn Fitch,R,285,
Greene,Vernal,State Treasurer,,Connie Moran,D,151,
Greene,Vernal,State Treasurer,,Shawn O'Hara,Reform,30,
Greene,Washington Neely,State Treasurer,,Lynn Fitch,R,173,
Greene,Washington Neely,State Treasurer,,Connie Moran,D,48,
Greene,Washington Neely,State Treasurer,,Shawn O'Hara,Reform,21,
Greene,Leaf,State Treasurer,,Lynn Fitch,R,55,
Greene,Leaf,State Treasurer,,Connie Moran,D,49,
Greene,Leaf,State Treasurer,,Shawn O'Hara,Reform,6,
Greene,Mclain,State Treasurer,,Lynn Fitch,R,99,
Greene,Mclain,State Treasurer,,Connie Moran,D,147,
Greene,Mclain,State Treasurer,,Shawn O'Hara,Reform,25,
Greene,Jonathan,State Treasurer,,Lynn Fitch,R,137,
Greene,Jonathan,State Treasurer,,Connie Moran,D,55,
Greene,Jonathan,State Treasurer,,Shawn O'Hara,Reform,15,
Greene,Leakesville,Commissioner of Agriculture & Commerce,,Joel Gill,D,262,
Greene,Leakesville,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,554,
Greene,Leakesville,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,28,
Greene,North Leakesville,Commissioner of Agriculture & Commerce,,Joel Gill,D,122,
Greene,North Leakesville,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,78,
