county,precinct,office,district,candidate,party,votes,winner
Amite,East Gloster,Governor,,Phil Bryant,R,174,
Amite,East Gloster,Governor,,Johnny L. DuPree,D,84,
Amite,Liberty,Governor,,Phil Bryant,R,321,
Amite,Liberty,Governor,,Johnny L. DuPree,D,112,
Amite,New Zion,Governor,,Phil Bryant,R,235,
Amite,New Zion,Governor,,Johnny L. DuPree,D,110,
Amite,Zion Hill,Governor,,Phil Bryant,R,213,
Amite,Zion Hill,Governor,,Johnny L. DuPree,D,29,
Amite,Amite River,Governor,,Phil Bryant,R,55,
Amite,Amite River,Governor,,Johnny L. DuPree,D,209,
Amite,Ariel,Governor,,Phil Bryant,R,40,
Amite,Ariel,Governor,,Johnny L. DuPree,D,104,
Amite,Berwick,Governor,,Phil Bryant,R,42,
Amite,Berwick,Governor,,Johnny L. DuPree,D,207,
Amite,East Centreville,Governor,,Phil Bryant,R,164,
Amite,East Centreville,Governor,,Johnny L. DuPree,D,104,
Amite,Street,Governor,,Phil Bryant,R,127,
Amite,Street,Governor,,Johnny L. DuPree,D,76,
Amite,Crosby,Governor,,Phil Bryant,R,74,
Amite,Crosby,Governor,,Johnny L. DuPree,D,110,
Amite,Gloster,Governor,,Phil Bryant,R,185,
Amite,Gloster,Governor,,Johnny L. DuPree,D,604,
Amite,Homochitto,Governor,,Phil Bryant,R,60,
Amite,Homochitto,Governor,,Johnny L. DuPree,D,11,
Amite,Oneil,Governor,,Phil Bryant,R,183,
Amite,Oneil,Governor,,Johnny L. DuPree,D,17,
Amite,East Fork,Governor,,Phil Bryant,R,296,
Amite,East Fork,Governor,,Johnny L. DuPree,D,115,
Amite,East Liberty,Governor,,Phil Bryant,R,147,
Amite,East Liberty,Governor,,Johnny L. DuPree,D,79,
Amite,Smithdale,Governor,,Phil Bryant,R,234,
Amite,Smithdale,Governor,,Johnny L. DuPree,D,135,
Amite,Tangipahoa,Governor,,Phil Bryant,R,316,
Amite,Tangipahoa,Governor,,Johnny L. DuPree,D,62,
Amite,Riceville,Governor,,Phil Bryant,R,148,
Amite,Riceville,Governor,,Johnny L. DuPree,D,116,
Amite,South Liberty,Governor,,Phil Bryant,R,247,
Amite,South Liberty,Governor,,Johnny L. DuPree,D,123,
Amite,Tickfaw,Governor,,Phil Bryant,R,71,
Amite,Tickfaw,Governor,,Johnny L. DuPree,D,70,
Amite,Walls,Governor,,Phil Bryant,R,305,
Amite,Walls,Governor,,Johnny L. DuPree,D,171,
Amite,East Gloster,Lieutenant Governor,,Tate Reeves,R,183,
Amite,East Gloster,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,53,
Amite,Liberty,Lieutenant Governor,,Tate Reeves,R,353,
Amite,Liberty,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,63,
Amite,New Zion,Lieutenant Governor,,Tate Reeves,R,255,
Amite,New Zion,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,65,
Amite,Zion Hill,Lieutenant Governor,,Tate Reeves,R,218,
Amite,Zion Hill,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,16,
Amite,Amite River,Lieutenant Governor,,Tate Reeves,R,102,
Amite,Amite River,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,109,
Amite,Ariel,Lieutenant Governor,,Tate Reeves,R,73,
Amite,Ariel,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,47,
Amite,Berwick,Lieutenant Governor,,Tate Reeves,R,97,
Amite,Berwick,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,106,
Amite,East Centreville,Lieutenant Governor,,Tate Reeves,R,186,
Amite,East Centreville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,53,
Amite,Street,Lieutenant Governor,,Tate Reeves,R,143,
Amite,Street,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,32,
Amite,Crosby,Lieutenant Governor,,Tate Reeves,R,98,
Amite,Crosby,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,47,
Amite,Gloster,Lieutenant Governor,,Tate Reeves,R,288,
Amite,Gloster,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,351,
Amite,Homochitto,Lieutenant Governor,,Tate Reeves,R,63,
Amite,Homochitto,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,6,
Amite,Oneil,Lieutenant Governor,,Tate Reeves,R,179,
Amite,Oneil,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,9,
Amite,East Fork,Lieutenant Governor,,Tate Reeves,R,322,
Amite,East Fork,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,71,
Amite,East Liberty,Lieutenant Governor,,Tate Reeves,R,156,
Amite,East Liberty,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,56,
Amite,Smithdale,Lieutenant Governor,,Tate Reeves,R,252,
Amite,Smithdale,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,98,
Amite,Tangipahoa,Lieutenant Governor,,Tate Reeves,R,337,
Amite,Tangipahoa,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,33,
Amite,Riceville,Lieutenant Governor,,Tate Reeves,R,170,
