candidate,office,district,party,county,precinct,votes,winner
William Bond Compton Jr.,Governor,,Democratic,Attala,South Central,35,
Johnny L. DuPree,Governor,,Democratic,Attala,South Central,145,
Bill Luckett,Governor,,Democratic,Attala,South Central,125,
Guy Dale Shaw,Governor,,Democratic,Attala,South Central,34,
Jim Hood,Attorney General,,Democratic,Attala,South Central,348,
Connie Moran,State Treasurer,,Democratic,Attala,South Central,300,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Attala,South Central,311,
Louis Fondren,Commissioner of Insurance,,Democratic,Attala,South Central,316,
William Bond Compton Jr.,Governor,,Democratic,Attala,Williamsville,61,
Johnny L. DuPree,Governor,,Democratic,Attala,Williamsville,169,
Bill Luckett,Governor,,Democratic,Attala,Williamsville,263,
Guy Dale Shaw,Governor,,Democratic,Attala,Williamsville,55,
Jim Hood,Attorney General,,Democratic,Attala,Williamsville,556,
Connie Moran,State Treasurer,,Democratic,Attala,Williamsville,483,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Attala,Williamsville,498,
Louis Fondren,Commissioner of Insurance,,Democratic,Attala,Williamsville,488,
William Bond Compton Jr.,Governor,,Democratic,Attala,North East,42,
Johnny L. DuPree,Governor,,Democratic,Attala,North East,274,
Bill Luckett,Governor,,Democratic,Attala,North East,151,
Guy Dale Shaw,Governor,,Democratic,Attala,North East,29,
Jim Hood,Attorney General,,Democratic,Attala,North East,464,
Connie Moran,State Treasurer,,Democratic,Attala,North East,406,
Joel Gill,Commissioner of Agriculture & Commerce,,Democratic,Attala,North East,411,
Louis Fondren,Commissioner of Insurance,,Democratic,Attala,North East,409,
William Bond Compton Jr.,Governor,,Democratic,Attala,Mccool,28,
Johnny L. DuPree,Governor,,Democratic,Attala,Mccool,72,
Bill Luckett,Governor,,Democratic,Attala,Mccool,108,
Guy Dale Shaw,Governor,,Democratic,Attala,Mccool,27,
Jim Hood,Attorney General,,Democratic,Attala,Mccool,216,
Connie Moran,State Treasurer,,Democratic,Attala,Mccool,179,
