page,candidate,office,district,party,county,precinct,votes,winner,
3,Johnny L. DuPree,Governor,,D,Hancock,South Bay,298,,
3,Phil Bryant,Governor,,R,Hancock,North Bay East,231,,
3,Johnny L. DuPree,Governor,,D,Hancock,North Bay East,173,,
3,Phil Bryant,Governor,,R,Hancock,Standard,421,,
3,Johnny L. DuPree,Governor,,D,Hancock,Standard,121,,
4,Phil Bryant,Governor,,R,Hancock,Edwardsville,171,,
4,Johnny L. DuPree,Governor,,D,Hancock,Edwardsville,53,,
4,Phil Bryant,Governor,,R,Hancock,Fenton,416,,
4,Johnny L. DuPree,Governor,,D,Hancock,Fenton,84,,
4,Phil Bryant,Governor,,R,Hancock,Kiln East,319,,
4,Johnny L. DuPree,Governor,,D,Hancock,Kiln East,66,,
4,Phil Bryant,Governor,,R,Hancock,Diamondhead West,557,,
4,Johnny L. DuPree,Governor,,D,Hancock,Diamondhead West,188,,
4,Phil Bryant,Governor,,R,Hancock,Garden Isle,226,,
4,Johnny L. DuPree,Governor,,D,Hancock,Garden Isle,82,,
4,Phil Bryant,Governor,,R,Hancock,TOTAL,8837,,
4,Johnny L. DuPree,Governor,,D,Hancock,TOTAL,3330,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Ansley,72,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Ansley,13,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Lakeshore,385,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Lakeshore,77,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Clermont Harbor,171,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Clermont Harbor,38,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Arlington,188,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Arlington,26,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Waveland East,370,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Waveland East,86,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Lee Town,384,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Lee Town,41,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Flat Top,360,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Flat Top,36,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Catahoula,84,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Catahoula,10,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Pearlington,260,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Pearlington,97,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Bayou Phillip,92,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Bayou Phillip,14,,
2,Tate Reeves,Lieutenant Governor,,R,Hancock,Waveland West,503,,
2,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Waveland West,99,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,Crane Creek,542,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Crane Creek,59,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,Dedeaux,310,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Dedeaux,27,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,North Bay West,467,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,North Bay West,66,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,Diamondhead East,1673,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Diamondhead East,219,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,Courthouse,107,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Courthouse,24,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,Kiln West,406,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Kiln West,63,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,West Shoreline Park,122,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,West Shoreline Park,44,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,City Hall,157,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,City Hall,81,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,South Bay,551,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,South Bay,138,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,North Bay East,280,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,North Bay East,75,,
3,Tate Reeves,Lieutenant Governor,,R,Hancock,Standard,459,,
3,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Standard,80,,
4,Tate Reeves,Lieutenant Governor,,R,Hancock,Edwardsville,180,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Edwardsville,35,,
4,Tate Reeves,Lieutenant Governor,,R,Hancock,Fenton,443,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Fenton,52,,
4,Tate Reeves,Lieutenant Governor,,R,Hancock,Kiln East,325,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Kiln East,40,,
4,Tate Reeves,Lieutenant Governor,,R,Hancock,Diamondhead West,615,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Diamondhead West,98,,
4,Tate Reeves,Lieutenant Governor,,R,Hancock,Garden Isle,257,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,Garden Isle,40,,
4,Tate Reeves,Lieutenant Governor,,R,Hancock,TOTAL,9763,,
4,Tracella Lou O'Hara Hill,Lieutenant Governor,,Reform,Hancock,TOTAL,1678,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Ansley,73,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Lakeshore,429,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Clermont Harbor,193,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Arlington,196,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Waveland East,407,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Lee Town,398,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Flat Top,369,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Catahoula,87,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Pearlington,306,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Bayou Phillip,96,,
2,Delbert Hosemann,Secretary of State,,R,Hancock,Waveland West,568,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,Crane Creek,556,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,Dedeaux,308,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,North Bay West,483,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,Diamondhead East,1752,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,Courthouse,112,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,Kiln West,440,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,West Shoreline Park,147,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,City Hall,197,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,South Bay,603,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,North Bay East,307,,
3,Delbert Hosemann,Secretary of State,,R,Hancock,Standard,478,,
4,Delbert Hosemann,Secretary of State,,R,Hancock,Edwardsville,196,,
4,Delbert Hosemann,Secretary of State,,R,Hancock,Fenton,457,,
4,Delbert Hosemann,Secretary of State,,R,Hancock,Kiln East,339,,
4,Delbert Hosemann,Secretary of State,,R,Hancock,Diamondhead West,668,,
4,Delbert Hosemann,Secretary of State,,R,Hancock,Garden Isle,265,,
4,Delbert Hosemann,Secretary of State,,R,Hancock,TOTAL,10430,,
2,Jim Hood,Attorney General,,D,Hancock,Ansley,55,,
2,Steve Simpson,Attorney General,,R,Hancock,Ansley,35,,
2,Jim Hood,Attorney General,,D,Hancock,Lakeshore,303,,
2,Steve Simpson,Attorney General,,R,Hancock,Lakeshore,171,,
2,Jim Hood,Attorney General,,D,Hancock,Clermont Harbor,112,,
2,Steve Simpson,Attorney General,,R,Hancock,Clermont Harbor,106,,
2,Jim Hood,Attorney General,,D,Hancock,Arlington,122,,
2,Steve Simpson,Attorney General,,R,Hancock,Arlington,104,,
2,Jim Hood,Attorney General,,D,Hancock,Waveland East,305,,
2,Steve Simpson,Attorney General,,R,Hancock,Waveland East,186,,
2,Jim Hood,Attorney General,,D,Hancock,Lee Town,143,,
2,Steve Simpson,Attorney General,,R,Hancock,Lee Town,287,,
2,Jim Hood,Attorney General,,D,Hancock,Flat Top,127,,
2,Steve Simpson,Attorney General,,R,Hancock,Flat Top,268,,
2,Jim Hood,Attorney General,,D,Hancock,Catahoula,34,,
2,Steve Simpson,Attorney General,,R,Hancock,Catahoula,60,,
2,Jim Hood,Attorney General,,D,Hancock,Pearlington,240,,
2,Steve Simpson,Attorney General,,R,Hancock,Pearlington,168,,
2,Jim Hood,Attorney General,,D,Hancock,Bayou Phillip,69,,
2,Steve Simpson,Attorney General,,R,Hancock,Bayou Phillip,44,,
2,Jim Hood,Attorney General,,D,Hancock,Waveland West,365,,
2,Steve Simpson,Attorney General,,R,Hancock,Waveland West,279,,
3,Jim Hood,Attorney General,,D,Hancock,Crane Creek,297,,
3,Steve Simpson,Attorney General,,R,Hancock,Crane Creek,312,,
3,Jim Hood,Attorney General,,D,Hancock,Dedeaux,175,,
3,Steve Simpson,Attorney General,,R,Hancock,Dedeaux,170,,
3,Jim Hood,Attorney General,,D,Hancock,North Bay West,234,,
3,Steve Simpson,Attorney General,,R,Hancock,North Bay West,314,,
3,Jim Hood,Attorney General,,D,Hancock,Diamondhead East,705,,
3,Steve Simpson,Attorney General,,R,Hancock,Diamondhead East,1234,,
3,Jim Hood,Attorney General,,D,Hancock,Courthouse,69,,
3,Steve Simpson,Attorney General,,R,Hancock,Courthouse,66,,
3,Jim Hood,Attorney General,,D,Hancock,Kiln West,252,,
3,Steve Simpson,Attorney General,,R,Hancock,Kiln West,233,,
3,Jim Hood,Attorney General,,D,Hancock,West Shoreline Park,110,,
3,Steve Simpson,Attorney General,,R,Hancock,West Shoreline Park,68,,
3,Jim Hood,Attorney General,,D,Hancock,City Hall,286,,
3,Steve Simpson,Attorney General,,R,Hancock,City Hall,72,,
3,Jim Hood,Attorney General,,D,Hancock,South Bay,446,,
3,Steve Simpson,Attorney General,,R,Hancock,South Bay,303,,
3,Jim Hood,Attorney General,,D,Hancock,North Bay East,244,,
3,Steve Simpson,Attorney General,,R,Hancock,North Bay East,156,,
3,Jim Hood,Attorney General,,D,Hancock,Standard,300,,
3,Steve Simpson,Attorney General,,R,Hancock,Standard,245,,
4,Jim Hood,Attorney General,,D,Hancock,Edwardsville,93,,
4,Steve Simpson,Attorney General,,R,Hancock,Edwardsville,130,,
4,Jim Hood,Attorney General,,D,Hancock,Fenton,230,,
4,Steve Simpson,Attorney General,,R,Hancock,Fenton,267,,
4,Jim Hood,Attorney General,,D,Hancock,Kiln East,162,,
4,Steve Simpson,Attorney General,,R,Hancock,Kiln East,216,,
4,Jim Hood,Attorney General,,D,Hancock,Diamondhead West,280,,
4,Steve Simpson,Attorney General,,R,Hancock,Diamondhead West,450,,
4,Jim Hood,Attorney General,,D,Hancock,Garden Isle,140,,
4,Steve Simpson,Attorney General,,R,Hancock,Garden Isle,167,,
4,Jim Hood,Attorney General,,D,Hancock,TOTAL,5898,,
4,Steve Simpson,Attorney General,,R,Hancock,TOTAL,6111,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Ansley,60,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Ansley,24,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Lakeshore,325,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Lakeshore,129,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Clermont Harbor,158,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Clermont Harbor,50,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Arlington,156,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Arlington,57,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Waveland East,331,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Waveland East,120,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Lee Town,366,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Lee Town,53,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Flat Top,348,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Flat Top,43,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Catahoula,85,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Catahoula,9,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Pearlington,234,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Pearlington,118,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Bayou Phillip,75,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Bayou Phillip,23,,
2,Stacey E. Pickering,State Auditor,,R,Hancock,Waveland West,471,,
2,Ashley Norwood,State Auditor,,Reform,Hancock,Waveland West,122,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,Crane Creek,499,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,Crane Creek,95,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,Dedeaux,275,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,Dedeaux,56,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,North Bay West,442,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,North Bay West,75,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,Diamondhead East,1594,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,Diamondhead East,262,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,Courthouse,103,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,Courthouse,23,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,Kiln West,378,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,Kiln West,84,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,West Shoreline Park,113,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,West Shoreline Park,50,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,City Hall,127,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,City Hall,107,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,South Bay,517,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,South Bay,157,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,North Bay East,241,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,North Bay East,96,,
3,Stacey E. Pickering,State Auditor,,R,Hancock,Standard,421,,
3,Ashley Norwood,State Auditor,,Reform,Hancock,Standard,96,,
4,Stacey E. Pickering,State Auditor,,R,Hancock,Edwardsville,171,,
4,Ashley Norwood,State Auditor,,Reform,Hancock,Edwardsville,39,,
4,Stacey E. Pickering,State Auditor,,R,Hancock,Fenton,404,,
4,Ashley Norwood,State Auditor,,Reform,Hancock,Fenton,78,,
4,Stacey E. Pickering,State Auditor,,R,Hancock,Kiln East,298,,
4,Ashley Norwood,State Auditor,,Reform,Hancock,Kiln East,63,,
4,Stacey E. Pickering,State Auditor,,R,Hancock,Diamondhead West,586,,
4,Ashley Norwood,State Auditor,,Reform,Hancock,Diamondhead West,108,,
4,Stacey E. Pickering,State Auditor,,R,Hancock,Garden Isle,239,,
4,Ashley Norwood,State Auditor,,Reform,Hancock,Garden Isle,48,,
4,Stacey E. Pickering,State Auditor,,R,Hancock,TOTAL,9017,,
4,Ashley Norwood,State Auditor,,Reform,Hancock,TOTAL,2185,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Ansley,48,,
2,Connie Moran,State Treasurer,,D,Hancock,Ansley,40,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Ansley,6,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Lakeshore,177,,
2,Connie Moran,State Treasurer,,D,Hancock,Lakeshore,271,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Lakeshore,25,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Clermont Harbor,101,,
2,Connie Moran,State Treasurer,,D,Hancock,Clermont Harbor,106,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Clermont Harbor,11,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Arlington,116,,
2,Connie Moran,State Treasurer,,D,Hancock,Arlington,92,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Arlington,15,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Waveland East,229,,
2,Connie Moran,State Treasurer,,D,Hancock,Waveland East,237,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Waveland East,23,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Lee Town,305,,
2,Connie Moran,State Treasurer,,D,Hancock,Lee Town,95,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Lee Town,29,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Flat Top,292,,
2,Connie Moran,State Treasurer,,D,Hancock,Flat Top,83,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Flat Top,20,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Catahoula,70,,
2,Connie Moran,State Treasurer,,D,Hancock,Catahoula,23,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Catahoula,3,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Pearlington,168,,
2,Connie Moran,State Treasurer,,D,Hancock,Pearlington,216,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Pearlington,25,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Bayou Phillip,52,,
2,Connie Moran,State Treasurer,,D,Hancock,Bayou Phillip,58,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Bayou Phillip,0,,
2,Lynn Fitch,State Treasurer,,R,Hancock,Waveland West,327,,
2,Connie Moran,State Treasurer,,D,Hancock,Waveland West,285,,
2,Shawn O'Hara,State Treasurer,,Reform,Hancock,Waveland West,31,,
3,Lynn Fitch,State Treasurer,,R,Hancock,Crane Creek,368,,
3,Connie Moran,State Treasurer,,D,Hancock,Crane Creek,215,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,Crane Creek,31,,
3,Lynn Fitch,State Treasurer,,R,Hancock,Dedeaux,213,,
3,Connie Moran,State Treasurer,,D,Hancock,Dedeaux,123,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,Dedeaux,10,,
3,Lynn Fitch,State Treasurer,,R,Hancock,North Bay West,329,,
3,Connie Moran,State Treasurer,,D,Hancock,North Bay West,213,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,North Bay West,14,,
3,Lynn Fitch,State Treasurer,,R,Hancock,Diamondhead East,1285,,
3,Connie Moran,State Treasurer,,D,Hancock,Diamondhead East,603,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,Diamondhead East,69,,
3,Lynn Fitch,State Treasurer,,R,Hancock,Courthouse,64,,
3,Connie Moran,State Treasurer,,D,Hancock,Courthouse,66,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,Courthouse,3,,
3,Lynn Fitch,State Treasurer,,R,Hancock,Kiln West,279,,
3,Connie Moran,State Treasurer,,D,Hancock,Kiln West,184,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,Kiln West,21,,
3,Lynn Fitch,State Treasurer,,R,Hancock,West Shoreline Park,80,,
3,Connie Moran,State Treasurer,,D,Hancock,West Shoreline Park,89,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,West Shoreline Park,12,,
3,Lynn Fitch,State Treasurer,,R,Hancock,City Hall,67,,
3,Connie Moran,State Treasurer,,D,Hancock,City Hall,284,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,City Hall,10,,
3,Lynn Fitch,State Treasurer,,R,Hancock,South Bay,346,,
3,Connie Moran,State Treasurer,,D,Hancock,South Bay,369,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,South Bay,27,,
3,Lynn Fitch,State Treasurer,,R,Hancock,North Bay East,178,,
3,Connie Moran,State Treasurer,,D,Hancock,North Bay East,207,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,North Bay East,12,,
3,Lynn Fitch,State Treasurer,,R,Hancock,Standard,309,,
3,Connie Moran,State Treasurer,,D,Hancock,Standard,214,,
3,Shawn O'Hara,State Treasurer,,Reform,Hancock,Standard,21,,
4,Lynn Fitch,State Treasurer,,R,Hancock,Edwardsville,140,,
4,Connie Moran,State Treasurer,,D,Hancock,Edwardsville,64,,
4,Shawn O'Hara,State Treasurer,,Reform,Hancock,Edwardsville,16,,
4,Lynn Fitch,State Treasurer,,R,Hancock,Fenton,297,,
4,Connie Moran,State Treasurer,,D,Hancock,Fenton,183,,
4,Shawn O'Hara,State Treasurer,,Reform,Hancock,Fenton,15,,
4,Lynn Fitch,State Treasurer,,R,Hancock,Kiln East,222,,
4,Connie Moran,State Treasurer,,D,Hancock,Kiln East,140,,
4,Shawn O'Hara,State Treasurer,,Reform,Hancock,Kiln East,18,,
4,Lynn Fitch,State Treasurer,,R,Hancock,Diamondhead West,474,,
4,Connie Moran,State Treasurer,,D,Hancock,Diamondhead West,231,,
4,Shawn O'Hara,State Treasurer,,Reform,Hancock,Diamondhead West,30,,
4,Lynn Fitch,State Treasurer,,R,Hancock,Garden Isle,167,,
4,Connie Moran,State Treasurer,,D,Hancock,Garden Isle,126,,
4,Shawn O'Hara,State Treasurer,,Reform,Hancock,Garden Isle,9,,
4,Lynn Fitch,State Treasurer,,R,Hancock,TOTAL,6703,,
4,Connie Moran,State Treasurer,,D,Hancock,TOTAL,4817,,
4,Shawn O'Hara,State Treasurer,,Reform,Hancock,TOTAL,506,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Ansley,40,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Ansley,42,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Ansley,8,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Lakeshore,175,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Lakeshore,246,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Lakeshore,41,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Clermont Harbor,66,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Clermont Harbor,130,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Clermont Harbor,17,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Arlington,70,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Arlington,130,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Arlington,19,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Waveland East,187,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Waveland East,257,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Waveland East,33,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Lee Town,49,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Lee Town,365,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Lee Town,17,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Flat Top,65,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Flat Top,314,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Flat Top,18,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Catahoula,9,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Catahoula,85,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Catahoula,1,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Pearlington,180,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Pearlington,187,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Pearlington,31,,
2,Joel Gill,Commissioner of Agriculture & Commerce,,D,Hancock,Bayou Phillip,37,,
2,Cindy Hyde-Smith,Commissioner of Agriculture & Commerce,,R,Hancock,Bayou Phillip,67,,
5,Cathy L. Toole,Commissioner of Agriculture & Commerce,,Reform,Hancock,Bayou Phillip,3,,
