county,precinct,office,district,candidate,party,votes,winner
Attala,South Central,Governor,,Phil Bryant,R,310,
Attala,South Central,Governor,,Johnny L. DuPree,D,201,
Attala,Williamsville,Governor,,Phil Bryant,R,510,
Attala,Williamsville,Governor,,Johnny L. DuPree,D,229,
Attala,North East,Governor,,Phil Bryant,R,198,
Attala,North East,Governor,,Johnny L. DuPree,D,428,
Attala,Mccool,Governor,,Phil Bryant,R,121,
Attala,Mccool,Governor,,Johnny L. DuPree,D,79,
Attala,Liberty Chapel,Governor,,Phil Bryant,R,137,
Attala,Liberty Chapel,Governor,,Johnny L. DuPree,D,40,
Attala,Berea,Governor,,Phil Bryant,R,82,
Attala,Berea,Governor,,Johnny L. DuPree,D,8,
Attala,North West,Governor,,Phil Bryant,R,199,
Attala,North West,Governor,,Johnny L. DuPree,D,158,
Attala,North Central,Governor,,Phil Bryant,R,188,
Attala,North Central,Governor,,Johnny L. DuPree,D,12,
Attala,Aponaug,Governor,,Phil Bryant,R,109,
Attala,Aponaug,Governor,,Johnny L. DuPree,D,22,
Attala,Carmack,Governor,,Phil Bryant,R,141,
Attala,Carmack,Governor,,Johnny L. DuPree,D,17,
Attala,Possumneck,Governor,,Phil Bryant,R,101,
Attala,Possumneck,Governor,,Johnny L. DuPree,D,60,
Attala,Hesterville,Governor,,Phil Bryant,R,129,
Attala,Hesterville,Governor,,Johnny L. DuPree,D,11,
Attala,South West,Governor,,Phil Bryant,R,65,
Attala,South West,Governor,,Johnny L. DuPree,D,115,
Attala,Newport,Governor,,Phil Bryant,R,120,
Attala,Newport,Governor,,Johnny L. DuPree,D,79,
Attala,Sallis,Governor,,Phil Bryant,R,193,
Attala,Sallis,Governor,,Johnny L. DuPree,D,450,
Attala,Mcadams,Governor,,Phil Bryant,R,100,
Attala,Mcadams,Governor,,Johnny L. DuPree,D,99,
Attala,East,Governor,,Phil Bryant,R,491,
Attala,East,Governor,,Johnny L. DuPree,D,83,
Attala,Providence,Governor,,Phil Bryant,R,191,
Attala,Providence,Governor,,Johnny L. DuPree,D,10,
Attala,Zama,Governor,,Phil Bryant,R,122,
Attala,Zama,Governor,,Johnny L. DuPree,D,59,
Attala,Thompson,Governor,,Phil Bryant,R,98,
Attala,Thompson,Governor,,Johnny L. DuPree,D,9,
Attala,Ethel,Governor,,Phil Bryant,R,166,
Attala,Ethel,Governor,,Johnny L. DuPree,D,66,
Attala,South Central,Lieutenant Governor,,Tate Reeves,R,360,
Attala,South Central,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,90,
Attala,Williamsville,Lieutenant Governor,,Tate Reeves,R,560,
Attala,Williamsville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,95,
Attala,North East,Lieutenant Governor,,Tate Reeves,R,286,
Attala,North East,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,190,
Attala,Mccool,Lieutenant Governor,,Tate Reeves,R,134,
Attala,Mccool,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,33,
Attala,Liberty Chapel,Lieutenant Governor,,Tate Reeves,R,140,
