county,precinct,office,district,candidate,party,votes,winner
Issaquena,Addie Voting Precinct,Measure No. 26 - Definition of a person,,No,,64,
Issaquena,Grace Voting Precinct,Measure No. 26 - Definition of a person,,No,,70,
Issaquena,Valley Park Community Center,Measure No. 26 - Definition of a person,,Over Votes,,0,
Issaquena,Tallula Community Center,Measure No. 26 - Definition of a person,,Over Votes,,0,
Issaquena,Mayersville Courthouse,Measure No. 26 - Definition of a person,,Over Votes,,0,
Issaquena,Addie Voting Precinct,Measure No. 26 - Definition of a person,,Over Votes,,0,
Issaquena,Grace Voting Precinct,Measure No. 26 - Definition of a person,,Over Votes,,0,
Issaquena,Valley Park Community Center,Measure No. 26 - Definition of a person,,Under Votes,,9,
Issaquena,Tallula Community Center,Measure No. 26 - Definition of a person,,Under Votes,,5,
Issaquena,Mayersville Courthouse,Measure No. 26 - Definition of a person,,Under Votes,,8,
Issaquena,Addie Voting Precinct,Measure No. 26 - Definition of a person,,Under Votes,,10,
Issaquena,Grace Voting Precinct,Measure No. 26 - Definition of a person,,Under Votes,,2,
Issaquena,Valley Park Community Center,Measure No. 27 - Voter ID,,Yes,,60,
Issaquena,Tallula Community Center,Measure No. 27 - Voter ID,,Yes,,66,
Issaquena,Mayersville Courthouse,Measure No. 27 - Voter ID,,Yes,,23,
Issaquena,Addie Voting Precinct,Measure No. 27 - Voter ID,,Yes,,45,
Issaquena,Grace Voting Precinct,Measure No. 27 - Voter ID,,Yes,,73,
Issaquena,Valley Park Community Center,Measure No. 27 - Voter ID,,No,,27,
Issaquena,Tallula Community Center,Measure No. 27 - Voter ID,,No,,25,
Issaquena,Mayersville Courthouse,Measure No. 27 - Voter ID,,No,,58,
Issaquena,Addie Voting Precinct,Measure No. 27 - Voter ID,,No,,52,
Issaquena,Grace Voting Precinct,Measure No. 27 - Voter ID,,No,,29,
Issaquena,Valley Park Community Center,Measure No. 27 - Voter ID,,Over Votes,,0,
Issaquena,Tallula Community Center,Measure No. 27 - Voter ID,,Over Votes,,0,
Issaquena,Mayersville Courthouse,Measure No. 27 - Voter ID,,Over Votes,,0,
Issaquena,Addie Voting Precinct,Measure No. 27 - Voter ID,,Over Votes,,0,
Issaquena,Grace Voting Precinct,Measure No. 27 - Voter ID,,Over Votes,,0,
Issaquena,Valley Park Community Center,Measure No. 27 - Voter ID,,Under Votes,,9,
Issaquena,Tallula Community Center,Measure No. 27 - Voter ID,,Under Votes,,6,
Issaquena,Mayersville Courthouse,Measure No. 27 - Voter ID,,Under Votes,,6,
Issaquena,Addie Voting Precinct,Measure No. 27 - Voter ID,,Under Votes,,11,
Issaquena,Grace Voting Precinct,Measure No. 27 - Voter ID,,Under Votes,,0,
Issaquena,Valley Park Community Center,Measure No. 31 - Eminent Domain,,Yes,,68,
Issaquena,Tallula Community Center,Measure No. 31 - Eminent Domain,,Yes,,63,
Issaquena,Mayersville Courthouse,Measure No. 31 - Eminent Domain,,Yes,,37,
Issaquena,Addie Voting Precinct,Measure No. 31 - Eminent Domain,,Yes,,72,
Issaquena,Grace Voting Precinct,Measure No. 31 - Eminent Domain,,Yes,,78,
Issaquena,Valley Park Community Center,Measure No. 31 - Eminent Domain,,No,,20,
Issaquena,Tallula Community Center,Measure No. 31 - Eminent Domain,,No,,32,
Issaquena,Mayersville Courthouse,Measure No. 31 - Eminent Domain,,No,,45,
Issaquena,Addie Voting Precinct,Measure No. 31 - Eminent Domain,,No,,26,
Issaquena,Grace Voting Precinct,Measure No. 31 - Eminent Domain,,No,,24,
Issaquena,Valley Park Community Center,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Issaquena,Tallula Community Center,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Issaquena,Mayersville Courthouse,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Issaquena,Addie Voting Precinct,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Issaquena,Grace Voting Precinct,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Issaquena,Valley Park Community Center,Measure No. 31 - Eminent Domain,,Under Votes,,8,
Issaquena,Tallula Community Center,Measure No. 31 - Eminent Domain,,Under Votes,,5,
Issaquena,Mayersville Courthouse,Measure No. 31 - Eminent Domain,,Under Votes,,5,
Issaquena,Addie Voting Precinct,Measure No. 31 - Eminent Domain,,Under Votes,,10,
Issaquena,Grace Voting Precinct,Measure No. 31 - Eminent Domain,,Under Votes,,0,
