county,precinct,office,district,candidate,party,votes,winner
Jones,Cooks Ave. Comm. Center,Governor,,Johnny L. DuPree,D,380,
Jones,Magnolia Center,Governor,,Phil Bryant,R,283,
Jones,Magnolia Center,Governor,,Johnny L. DuPree,D,890,
Jones,L T Ellis Center,Governor,,Phil Bryant,R,12,
Jones,L T Ellis Center,Governor,,Johnny L. DuPree,D,573,
Jones,Roosevelt,Governor,,Phil Bryant,R,5,
Jones,Roosevelt,Governor,,Johnny L. DuPree,D,209,
Jones,Oak Park School,Governor,,Phil Bryant,R,6,
Jones,Oak Park School,Governor,,Johnny L. DuPree,D,593,
Jones,Pendorff,Governor,,Phil Bryant,R,124,
Jones,Pendorff,Governor,,Johnny L. DuPree,D,38,
Jones,Currie,Governor,,Phil Bryant,R,3,
Jones,Currie,Governor,,Johnny L. DuPree,D,148,
Jones,North Laurel,Lieutenant Governor,,Tate Reeves,R,1392,
Jones,North Laurel,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,207,
Jones,Shady Grove,Lieutenant Governor,,Tate Reeves,R,1325,
Jones,Shady Grove,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,186,
Jones,Sharon,Lieutenant Governor,,Tate Reeves,R,803,
Jones,Sharon,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,59,
Jones,Bruce,Lieutenant Governor,,Tate Reeves,R,324,
Jones,Bruce,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,19,
Jones,Calhoun,Lieutenant Governor,,Tate Reeves,R,1162,
Jones,Calhoun,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,47,
Jones,Centerville,Lieutenant Governor,,Tate Reeves,R,116,
Jones,Centerville,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,13,
Jones,Laurel Courthouse,Lieutenant Governor,,Tate Reeves,R,293,
Jones,Laurel Courthouse,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,82,
Jones,Gitano,Lieutenant Governor,,Tate Reeves,R,163,
Jones,Gitano,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,27,
Jones,Hebron,Lieutenant Governor,,Tate Reeves,R,273,
Jones,Hebron,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,137,
Jones,Matthews,Lieutenant Governor,,Tate Reeves,R,400,
Jones,Matthews,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,17,
Jones,Pleasant Ridge,Lieutenant Governor,,Tate Reeves,R,430,
Jones,Pleasant Ridge,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,11,
Jones,Cameron Center,Lieutenant Governor,,Tate Reeves,R,185,
Jones,Cameron Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,28,
Jones,Soso,Lieutenant Governor,,Tate Reeves,R,456,
Jones,Soso,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,110,
Jones,Maulding Community Center,Lieutenant Governor,,Tate Reeves,R,708,
Jones,Maulding Community Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,86,
Jones,Kingston Church,Lieutenant Governor,,Tate Reeves,R,69,
Jones,Kingston Church,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,61,
Jones,Erata,Lieutenant Governor,,Tate Reeves,R,174,
Jones,Erata,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,70,
Jones,Glade,Lieutenant Governor,,Tate Reeves,R,686,
Jones,Glade,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,35,
Jones,Myrick,Lieutenant Governor,,Tate Reeves,R,791,
Jones,Myrick,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,29,
Jones,Powers Community Center,Lieutenant Governor,,Tate Reeves,R,642,
Jones,Powers Community Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,78,
Jones,Ovett,Lieutenant Governor,,Tate Reeves,R,456,
Jones,Ovett,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,25,
Jones,Rustin,Lieutenant Governor,,Tate Reeves,R,396,
Jones,Rustin,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,14,
Jones,Sandersville Civic Center,Lieutenant Governor,,Tate Reeves,R,459,
Jones,Sandersville Civic Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,51,
Jones,Tuckers,Lieutenant Governor,,Tate Reeves,R,542,
Jones,Tuckers,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,20,
Jones,Antioch,Lieutenant Governor,,Tate Reeves,R,306,
Jones,Antioch,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,15,
Jones,Blackwell,Lieutenant Governor,,Tate Reeves,R,47,
Jones,Blackwell,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,3,
Jones,County Barn,Lieutenant Governor,,Tate Reeves,R,455,
Jones,County Barn,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,63,
Jones,Johnson,Lieutenant Governor,,Tate Reeves,R,375,
Jones,Johnson,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,15,
Jones,Ellisville Courthouse,Lieutenant Governor,,Tate Reeves,R,462,
Jones,Ellisville Courthouse,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,67,
Jones,Landrum,Lieutenant Governor,,Tate Reeves,R,254,
Jones,Landrum,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,10,
Jones,Moselle,Lieutenant Governor,,Tate Reeves,R,525,
Jones,Moselle,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,68,
Jones,Pine Grove,Lieutenant Governor,,Tate Reeves,R,506,
Jones,Pine Grove,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,17,
Jones,Rainey,Lieutenant Governor,,Tate Reeves,R,668,
Jones,Rainey,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,28,
Jones,Sand Hill,Lieutenant Governor,,Tate Reeves,R,673,
Jones,Sand Hill,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,28,
Jones,Shelton,Lieutenant Governor,,Tate Reeves,R,310,
Jones,Shelton,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,57,
Jones,Union,Lieutenant Governor,,Tate Reeves,R,479,
Jones,Union,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,22,
Jones,Old South Jones Elem. Gym,Lieutenant Governor,,Tate Reeves,R,181,
Jones,Old South Jones Elem. Gym,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,16,
Jones,Cooks Ave. Comm. Center,Lieutenant Governor,,Tate Reeves,R,79,
Jones,Cooks Ave. Comm. Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,125,
Jones,Magnolia Center,Lieutenant Governor,,Tate Reeves,R,532,
Jones,Magnolia Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,397,
Jones,L T Ellis Center,Lieutenant Governor,,Tate Reeves,R,162,
Jones,L T Ellis Center,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,232,
Jones,Roosevelt,Lieutenant Governor,,Tate Reeves,R,74,
Jones,Roosevelt,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,62,
Jones,Oak Park School,Lieutenant Governor,,Tate Reeves,R,198,
Jones,Oak Park School,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,250,
Jones,Pendorff,Lieutenant Governor,,Tate Reeves,R,149,
Jones,Pendorff,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,12,
Jones,Currie,Lieutenant Governor,,Tate Reeves,R,40,
Jones,Currie,Lieutenant Governor,,Tracella Lou O'Hara Hill,Reform,60,
Jones,North Laurel,Secretary of State,,Delbert Hosemann,R,1525,
Jones,Shady Grove,Secretary of State,,Delbert Hosemann,R,1441,
Jones,Sharon,Secretary of State,,Delbert Hosemann,R,840,
Jones,Bruce,Secretary of State,,Delbert Hosemann,R,336,
Jones,Calhoun,Secretary of State,,Delbert Hosemann,R,1194,
Jones,Centerville,Secretary of State,,Delbert Hosemann,R,120,
Jones,Laurel Courthouse,Secretary of State,,Delbert Hosemann,R,356,
Jones,Gitano,Secretary of State,,Delbert Hosemann,R,177,
Jones,Hebron,Secretary of State,,Delbert Hosemann,R,345,
Jones,Matthews,Secretary of State,,Delbert Hosemann,R,409,
Jones,Pleasant Ridge,Secretary of State,,Delbert Hosemann,R,436,
Jones,Cameron Center,Secretary of State,,Delbert Hosemann,R,201,
Jones,Soso,Secretary of State,,Delbert Hosemann,R,529,
Jones,Maulding Community Center,Secretary of State,,Delbert Hosemann,R,760,
Jones,Kingston Church,Secretary of State,,Delbert Hosemann,R,103,
Jones,Erata,Secretary of State,,Delbert Hosemann,R,219,
Jones,Glade,Secretary of State,,Delbert Hosemann,R,709,
Jones,Myrick,Secretary of State,,Delbert Hosemann,R,803,
Jones,Powers Community Center,Secretary of State,,Delbert Hosemann,R,694,
Jones,Ovett,Secretary of State,,Delbert Hosemann,R,469,
Jones,Rustin,Secretary of State,,Delbert Hosemann,R,408,
Jones,Sandersville Civic Center,Secretary of State,,Delbert Hosemann,R,493,
Jones,Tuckers,Secretary of State,,Delbert Hosemann,R,559,
Jones,Antioch,Secretary of State,,Delbert Hosemann,R,316,
Jones,Blackwell,Secretary of State,,Delbert Hosemann,R,48,
Jones,County Barn,Secretary of State,,Delbert Hosemann,R,496,
Jones,Johnson,Secretary of State,,Delbert Hosemann,R,389,
Jones,Ellisville Courthouse,Secretary of State,,Delbert Hosemann,R,508,
Jones,Landrum,Secretary of State,,Delbert Hosemann,R,259,
Jones,Moselle,Secretary of State,,Delbert Hosemann,R,570,
Jones,Pine Grove,Secretary of State,,Delbert Hosemann,R,511,
Jones,Rainey,Secretary of State,,Delbert Hosemann,R,691,
Jones,Sand Hill,Secretary of State,,Delbert Hosemann,R,689,
Jones,Shelton,Secretary of State,,Delbert Hosemann,R,335,
Jones,Union,Secretary of State,,Delbert Hosemann,R,486,
Jones,Old South Jones Elem. Gym,Secretary of State,,Delbert Hosemann,R,193,
Jones,Cooks Ave. Comm. Center,Secretary of State,,Delbert Hosemann,R,155,
Jones,Magnolia Center,Secretary of State,,Delbert Hosemann,R,768,
Jones,L T Ellis Center,Secretary of State,,Delbert Hosemann,R,291,
Jones,Roosevelt,Secretary of State,,Delbert Hosemann,R,114,
Jones,Oak Park School,Secretary of State,,Delbert Hosemann,R,346,
Jones,Pendorff,Secretary of State,,Delbert Hosemann,R,151,
Jones,Currie,Secretary of State,,Delbert Hosemann,R,72,
Jones,North Laurel,Attorney General,,Jim Hood,D,892,
Jones,North Laurel,Attorney General,,Steve Simpson,R,797,
Jones,Shady Grove,Attorney General,,Jim Hood,D,916,
Jones,Shady Grove,Attorney General,,Steve Simpson,R,678,
Jones,Sharon,Attorney General,,Jim Hood,D,466,
Jones,Sharon,Attorney General,,Steve Simpson,R,412,
Jones,Bruce,Attorney General,,Jim Hood,D,141,
Jones,Bruce,Attorney General,,Steve Simpson,R,205,
Jones,Calhoun,Attorney General,,Jim Hood,D,536,
Jones,Calhoun,Attorney General,,Steve Simpson,R,686,
Jones,Centerville,Attorney General,,Jim Hood,D,60,
Jones,Centerville,Attorney General,,Steve Simpson,R,70,
Jones,Laurel Courthouse,Attorney General,,Jim Hood,D,265,
Jones,Laurel Courthouse,Attorney General,,Steve Simpson,R,145,
Jones,Gitano,Attorney General,,Jim Hood,D,115,
Jones,Gitano,Attorney General,,Steve Simpson,R,82,
Jones,Hebron,Attorney General,,Jim Hood,D,379,
Jones,Hebron,Attorney General,,Steve Simpson,R,134,
Jones,Matthews,Attorney General,,Jim Hood,D,203,
Jones,Matthews,Attorney General,,Steve Simpson,R,229,
Jones,Pleasant Ridge,Attorney General,,Jim Hood,D,211,
Jones,Pleasant Ridge,Attorney General,,Steve Simpson,R,234,
Jones,Cameron Center,Attorney General,,Jim Hood,D,117,
Jones,Cameron Center,Attorney General,,Steve Simpson,R,111,
Jones,Soso,Attorney General,,Jim Hood,D,443,
Jones,Soso,Attorney General,,Steve Simpson,R,249,
Jones,Maulding Community Center,Attorney General,,Jim Hood,D,385,
Jones,Maulding Community Center,Attorney General,,Steve Simpson,R,453,
Jones,Kingston Church,Attorney General,,Jim Hood,D,148,
Jones,Kingston Church,Attorney General,,Steve Simpson,R,16,
Jones,Erata,Attorney General,,Jim Hood,D,199,
Jones,Erata,Attorney General,,Steve Simpson,R,80,
Jones,Glade,Attorney General,,Jim Hood,D,336,
Jones,Glade,Attorney General,,Steve Simpson,R,394,
Jones,Myrick,Attorney General,,Jim Hood,D,381,
Jones,Myrick,Attorney General,,Steve Simpson,R,439,
Jones,Powers Community Center,Attorney General,,Jim Hood,D,398,
Jones,Powers Community Center,Attorney General,,Steve Simpson,R,342,
Jones,Ovett,Attorney General,,Jim Hood,D,266,
Jones,Ovett,Attorney General,,Steve Simpson,R,212,
Jones,Rustin,Attorney General,,Jim Hood,D,189,
Jones,Rustin,Attorney General,,Steve Simpson,R,223,
Jones,Sandersville Civic Center,Attorney General,,Jim Hood,D,310,
Jones,Sandersville Civic Center,Attorney General,,Steve Simpson,R,213,
Jones,Tuckers,Attorney General,,Jim Hood,D,286,
Jones,Tuckers,Attorney General,,Steve Simpson,R,282,
Jones,Antioch,Attorney General,,Jim Hood,D,171,
Jones,Antioch,Attorney General,,Steve Simpson,R,153,
Jones,Blackwell,Attorney General,,Jim Hood,D,26,
Jones,Blackwell,Attorney General,,Steve Simpson,R,24,
Jones,County Barn,Attorney General,,Jim Hood,D,283,
Jones,County Barn,Attorney General,,Steve Simpson,R,249,
Jones,Johnson,Attorney General,,Jim Hood,D,171,
Jones,Johnson,Attorney General,,Steve Simpson,R,221,
Jones,Ellisville Courthouse,Attorney General,,Jim Hood,D,325,
Jones,Ellisville Courthouse,Attorney General,,Steve Simpson,R,230,
Jones,Landrum,Attorney General,,Jim Hood,D,132,
Jones,Landrum,Attorney General,,Steve Simpson,R,134,
Jones,Moselle,Attorney General,,Jim Hood,D,316,
Jones,Moselle,Attorney General,,Steve Simpson,R,312,
Jones,Pine Grove,Attorney General,,Jim Hood,D,233,
Jones,Pine Grove,Attorney General,,Steve Simpson,R,289,
Jones,Rainey,Attorney General,,Jim Hood,D,334,
Jones,Rainey,Attorney General,,Steve Simpson,R,365,
Jones,Sand Hill,Attorney General,,Jim Hood,D,315,
Jones,Sand Hill,Attorney General,,Steve Simpson,R,395,
Jones,Shelton,Attorney General,,Jim Hood,D,245,
Jones,Shelton,Attorney General,,Steve Simpson,R,145,
Jones,Union,Attorney General,,Jim Hood,D,221,
Jones,Union,Attorney General,,Steve Simpson,R,283,
Jones,Old South Jones Elem. Gym,Attorney General,,Jim Hood,D,118,
Jones,Old South Jones Elem. Gym,Attorney General,,Steve Simpson,R,82,
Jones,Cooks Ave. Comm. Center,Attorney General,,Jim Hood,D,361,
Jones,Cooks Ave. Comm. Center,Attorney General,,Steve Simpson,R,10,
Jones,Magnolia Center,Attorney General,,Jim Hood,D,943,
Jones,Magnolia Center,Attorney General,,Steve Simpson,R,206,
Jones,L T Ellis Center,Attorney General,,Jim Hood,D,535,
Jones,L T Ellis Center,Attorney General,,Steve Simpson,R,24,
Jones,Roosevelt,Attorney General,,Jim Hood,D,203,
Jones,Roosevelt,Attorney General,,Steve Simpson,R,8,
Jones,Oak Park School,Attorney General,,Jim Hood,D,541,
Jones,Oak Park School,Attorney General,,Steve Simpson,R,31,
Jones,Pendorff,Attorney General,,Jim Hood,D,104,
Jones,Pendorff,Attorney General,,Steve Simpson,R,58,
Jones,Currie,Attorney General,,Jim Hood,D,144,
Jones,Currie,Attorney General,,Steve Simpson,R,5,
Jones,North Laurel,State Auditor,,Stacey E. Pickering,R,1393,
Jones,North Laurel,State Auditor,,Ashley Norwood,Reform,212,
Jones,Shady Grove,State Auditor,,Stacey E. Pickering,R,1306,
Jones,Shady Grove,State Auditor,,Ashley Norwood,Reform,210,
Jones,Sharon,State Auditor,,Stacey E. Pickering,R,804,
Jones,Sharon,State Auditor,,Ashley Norwood,Reform,64,
Jones,Bruce,State Auditor,,Stacey E. Pickering,R,325,
Jones,Bruce,State Auditor,,Ashley Norwood,Reform,18,
Jones,Calhoun,State Auditor,,Stacey E. Pickering,R,1133,
Jones,Calhoun,State Auditor,,Ashley Norwood,Reform,90,
Jones,Centerville,State Auditor,,Stacey E. Pickering,R,114,
Jones,Centerville,State Auditor,,Ashley Norwood,Reform,15,
Jones,Laurel Courthouse,State Auditor,,Stacey E. Pickering,R,306,
Jones,Laurel Courthouse,State Auditor,,Ashley Norwood,Reform,77,
Jones,Gitano,State Auditor,,Stacey E. Pickering,R,155,
Jones,Gitano,State Auditor,,Ashley Norwood,Reform,34,
Jones,Hebron,State Auditor,,Stacey E. Pickering,R,298,
Jones,Hebron,State Auditor,,Ashley Norwood,Reform,113,
Jones,Matthews,State Auditor,,Stacey E. Pickering,R,401,
Jones,Matthews,State Auditor,,Ashley Norwood,Reform,23,
Jones,Pleasant Ridge,State Auditor,,Stacey E. Pickering,R,422,
Jones,Pleasant Ridge,State Auditor,,Ashley Norwood,Reform,20,
Jones,Cameron Center,State Auditor,,Stacey E. Pickering,R,186,
Jones,Cameron Center,State Auditor,,Ashley Norwood,Reform,25,
Jones,Soso,State Auditor,,Stacey E. Pickering,R,468,
Jones,Soso,State Auditor,,Ashley Norwood,Reform,111,
Jones,Maulding Community Center,State Auditor,,Stacey E. Pickering,R,721,
Jones,Maulding Community Center,State Auditor,,Ashley Norwood,Reform,75,
Jones,Kingston Church,State Auditor,,Stacey E. Pickering,R,69,
Jones,Kingston Church,State Auditor,,Ashley Norwood,Reform,57,
Jones,Erata,State Auditor,,Stacey E. Pickering,R,180,
Jones,Erata,State Auditor,,Ashley Norwood,Reform,64,
Jones,Glade,State Auditor,,Stacey E. Pickering,R,681,
Jones,Glade,State Auditor,,Ashley Norwood,Reform,44,
Jones,Myrick,State Auditor,,Stacey E. Pickering,R,781,
Jones,Myrick,State Auditor,,Ashley Norwood,Reform,43,
Jones,Powers Community Center,State Auditor,,Stacey E. Pickering,R,640,
Jones,Powers Community Center,State Auditor,,Ashley Norwood,Reform,88,
Jones,Ovett,State Auditor,,Stacey E. Pickering,R,445,
Jones,Ovett,State Auditor,,Ashley Norwood,Reform,36,
Jones,Rustin,State Auditor,,Stacey E. Pickering,R,392,
Jones,Rustin,State Auditor,,Ashley Norwood,Reform,22,
Jones,Sandersville Civic Center,State Auditor,,Stacey E. Pickering,R,453,
Jones,Sandersville Civic Center,State Auditor,,Ashley Norwood,Reform,60,
Jones,Tuckers,State Auditor,,Stacey E. Pickering,R,535,
Jones,Tuckers,State Auditor,,Ashley Norwood,Reform,33,
Jones,Antioch,State Auditor,,Stacey E. Pickering,R,304,
Jones,Antioch,State Auditor,,Ashley Norwood,Reform,19,
Jones,Blackwell,State Auditor,,Stacey E. Pickering,R,46,
Jones,Blackwell,State Auditor,,Ashley Norwood,Reform,5,
Jones,County Barn,State Auditor,,Stacey E. Pickering,R,447,
Jones,County Barn,State Auditor,,Ashley Norwood,Reform,73,
Jones,Johnson,State Auditor,,Stacey E. Pickering,R,375,
Jones,Johnson,State Auditor,,Ashley Norwood,Reform,17,
Jones,Ellisville Courthouse,State Auditor,,Stacey E. Pickering,R,458,
Jones,Ellisville Courthouse,State Auditor,,Ashley Norwood,Reform,74,
Jones,Landrum,State Auditor,,Stacey E. Pickering,R,241,
Jones,Landrum,State Auditor,,Ashley Norwood,Reform,24,
Jones,Moselle,State Auditor,,Stacey E. Pickering,R,506,
Jones,Moselle,State Auditor,,Ashley Norwood,Reform,89,
Jones,Pine Grove,State Auditor,,Stacey E. Pickering,R,486,
Jones,Pine Grove,State Auditor,,Ashley Norwood,Reform,33,
Jones,Rainey,State Auditor,,Stacey E. Pickering,R,664,
Jones,Rainey,State Auditor,,Ashley Norwood,Reform,30,
Jones,Sand Hill,State Auditor,,Stacey E. Pickering,R,666,
Jones,Sand Hill,State Auditor,,Ashley Norwood,Reform,40,
Jones,Shelton,State Auditor,,Stacey E. Pickering,R,302,
Jones,Shelton,State Auditor,,Ashley Norwood,Reform,65,
Jones,Union,State Auditor,,Stacey E. Pickering,R,469,
Jones,Union,State Auditor,,Ashley Norwood,Reform,32,
Jones,Old South Jones Elem. Gym,State Auditor,,Stacey E. Pickering,R,184,
Jones,Old South Jones Elem. Gym,State Auditor,,Ashley Norwood,Reform,15,
Jones,Cooks Ave. Comm. Center,State Auditor,,Stacey E. Pickering,R,88,
Jones,Cooks Ave. Comm. Center,State Auditor,,Ashley Norwood,Reform,107,
Jones,Magnolia Center,State Auditor,,Stacey E. Pickering,R,538,
Jones,Magnolia Center,State Auditor,,Ashley Norwood,Reform,388,
Jones,L T Ellis Center,State Auditor,,Stacey E. Pickering,R,172,
Jones,L T Ellis Center,State Auditor,,Ashley Norwood,Reform,223,
Jones,Roosevelt,State Auditor,,Stacey E. Pickering,R,73,
Jones,Roosevelt,State Auditor,,Ashley Norwood,Reform,59,
Jones,Oak Park School,State Auditor,,Stacey E. Pickering,R,198,
Jones,Oak Park School,State Auditor,,Ashley Norwood,Reform,245,
Jones,Pendorff,State Auditor,,Stacey E. Pickering,R,139,
Jones,Pendorff,State Auditor,,Ashley Norwood,Reform,22,
Jones,Currie,State Auditor,,Stacey E. Pickering,R,38,
Jones,Currie,State Auditor,,Ashley Norwood,Reform,56,
Jones,North Laurel,State Treasurer,,Lynn Fitch,R,1237,
Jones,North Laurel,State Treasurer,,Connie Moran,D,412,
Jones,North Laurel,State Treasurer,,Shawn O'Hara,Reform,35,
Jones,Shady Grove,State Treasurer,,Lynn Fitch,R,1183,
Jones,Shady Grove,State Treasurer,,Connie Moran,D,370,
Jones,Shady Grove,State Treasurer,,Shawn O'Hara,Reform,33,
Jones,Sharon,State Treasurer,,Lynn Fitch,R,765,
Jones,Sharon,State Treasurer,,Connie Moran,D,104,
Jones,Sharon,State Treasurer,,Shawn O'Hara,Reform,14,
Jones,Bruce,State Treasurer,,Lynn Fitch,R,305,
Jones,Bruce,State Treasurer,,Connie Moran,D,31,
Jones,Bruce,State Treasurer,,Shawn O'Hara,Reform,10,
Jones,Calhoun,State Treasurer,,Lynn Fitch,R,1090,
Jones,Calhoun,State Treasurer,,Connie Moran,D,100,
Jones,Calhoun,State Treasurer,,Shawn O'Hara,Reform,36,
Jones,Centerville,State Treasurer,,Lynn Fitch,R,103,
Jones,Centerville,State Treasurer,,Connie Moran,D,16,
Jones,Centerville,State Treasurer,,Shawn O'Hara,Reform,9,
Jones,Laurel Courthouse,State Treasurer,,Lynn Fitch,R,241,
Jones,Laurel Courthouse,State Treasurer,,Connie Moran,D,156,
Jones,Laurel Courthouse,State Treasurer,,Shawn O'Hara,Reform,11,
Jones,Gitano,State Treasurer,,Lynn Fitch,R,137,
Jones,Gitano,State Treasurer,,Connie Moran,D,55,
Jones,Gitano,State Treasurer,,Shawn O'Hara,Reform,7,
Jones,Hebron,State Treasurer,,Lynn Fitch,R,196,
Jones,Hebron,State Treasurer,,Connie Moran,D,303,
Jones,Hebron,State Treasurer,,Shawn O'Hara,Reform,11,
Jones,Matthews,State Treasurer,,Lynn Fitch,R,377,
Jones,Matthews,State Treasurer,,Connie Moran,D,41,
Jones,Matthews,State Treasurer,,Shawn O'Hara,Reform,12,
Jones,Pleasant Ridge,State Treasurer,,Lynn Fitch,R,400,
