county,precinct,office,district,candidate,party,votes,winner
Calhoun,Banner,State Treasurer,,Shawn O'Hara,Reform,8,
Calhoun,Calhoun City 4,State Treasurer,,Lynn Fitch,R,701,
Calhoun,Calhoun City 4,State Treasurer,,Connie Moran,D,216,
Calhoun,Calhoun City 4,State Treasurer,,Shawn O'Hara,Reform,24,
Calhoun,Derma # 4,State Treasurer,,Lynn Fitch,R,254,
Calhoun,Derma # 4,State Treasurer,,Connie Moran,D,98,
Calhoun,Derma # 4,State Treasurer,,Shawn O'Hara,Reform,5,
Calhoun,Derma # 5,State Treasurer,,Lynn Fitch,R,349,
Calhoun,Derma # 5,State Treasurer,,Connie Moran,D,125,
Calhoun,Derma # 5,State Treasurer,,Shawn O'Hara,Reform,11,
Calhoun,Vardaman,State Treasurer,,Lynn Fitch,R,470,
Calhoun,Vardaman,State Treasurer,,Connie Moran,D,201,
Calhoun,Vardaman,State Treasurer,,Shawn O'Hara,Reform,15,
Calhoun,Calhoun City # 1,Commissioner of Agriculture & Commerce,,Joel Gill,D,314,
Calhoun,Calhoun City # 1,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,226,
Calhoun,Calhoun City # 1,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,16,
Calhoun,Pittsboro # 1,Commissioner of Agriculture & Commerce,,Joel Gill,D,315,
Calhoun,Pittsboro # 1,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,97,
Calhoun,Pittsboro # 1,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,22,
Calhoun,Northeast Calhoun,Commissioner of Agriculture & Commerce,,Joel Gill,D,225,
Calhoun,Northeast Calhoun,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,425,
Calhoun,Northeast Calhoun,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,29,
Calhoun,Pittsboro # 2,Commissioner of Agriculture & Commerce,,Joel Gill,D,165,
Calhoun,Pittsboro # 2,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,264,
Calhoun,Pittsboro # 2,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,9,
Calhoun,Bruce # 3,Commissioner of Agriculture & Commerce,,Joel Gill,D,364,
Calhoun,Bruce # 3,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,524,
Calhoun,Bruce # 3,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,21,
Calhoun,Banner,Commissioner of Agriculture & Commerce,,Joel Gill,D,86,
Calhoun,Banner,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,222,
Calhoun,Banner,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,6,
Calhoun,Calhoun City 4,Commissioner of Agriculture & Commerce,,Joel Gill,D,318,
Calhoun,Calhoun City 4,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,588,
Calhoun,Calhoun City 4,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,22,
Calhoun,Derma # 4,Commissioner of Agriculture & Commerce,,Joel Gill,D,129,
Calhoun,Derma # 4,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,220,
Calhoun,Derma # 4,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,7,
Calhoun,Derma # 5,Commissioner of Agriculture & Commerce,,Joel Gill,D,174,
Calhoun,Derma # 5,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,292,
Calhoun,Derma # 5,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,13,
Calhoun,Vardaman,Commissioner of Agriculture & Commerce,,Joel Gill,D,261,
Calhoun,Vardaman,Commissioner of Agriculture & Commerce,,Cindy Hyde-Smith,R,395,
Calhoun,Vardaman,Commissioner of Agriculture & Commerce,,Cathy L. Toole,Reform,34,
Calhoun,Calhoun City # 1,Commissioner of Insurance,,Mike Chaney,R,272,
Calhoun,Calhoun City # 1,Commissioner of Insurance,,Louis Fondren,D,264,
Calhoun,Calhoun City # 1,Commissioner of Insurance,,Barbara Dale Washer,Reform,25,
Calhoun,Pittsboro # 1,Commissioner of Insurance,,Mike Chaney,R,127,
Calhoun,Pittsboro # 1,Commissioner of Insurance,,Louis Fondren,D,287,
Calhoun,Pittsboro # 1,Commissioner of Insurance,,Barbara Dale Washer,Reform,23,
Calhoun,Northeast Calhoun,Commissioner of Insurance,,Mike Chaney,R,502,
Calhoun,Northeast Calhoun,Commissioner of Insurance,,Louis Fondren,D,133,
Calhoun,Northeast Calhoun,Commissioner of Insurance,,Barbara Dale Washer,Reform,47,
Calhoun,Pittsboro # 2,Commissioner of Insurance,,Mike Chaney,R,301,
Calhoun,Pittsboro # 2,Commissioner of Insurance,,Louis Fondren,D,113,
Calhoun,Pittsboro # 2,Commissioner of Insurance,,Barbara Dale Washer,Reform,24,
Calhoun,Bruce # 3,Commissioner of Insurance,,Mike Chaney,R,656,
Calhoun,Bruce # 3,Commissioner of Insurance,,Louis Fondren,D,217,
Calhoun,Bruce # 3,Commissioner of Insurance,,Barbara Dale Washer,Reform,37,
Calhoun,Banner,Commissioner of Insurance,,Mike Chaney,R,251,
Calhoun,Banner,Commissioner of Insurance,,Louis Fondren,D,44,
Calhoun,Banner,Commissioner of Insurance,,Barbara Dale Washer,Reform,17,
Calhoun,Calhoun City 4,Commissioner of Insurance,,Mike Chaney,R,692,
Calhoun,Calhoun City 4,Commissioner of Insurance,,Louis Fondren,D,205,
Calhoun,Calhoun City 4,Commissioner of Insurance,,Barbara Dale Washer,Reform,41,
Calhoun,Derma # 4,Commissioner of Insurance,,Mike Chaney,R,257,
Calhoun,Derma # 4,Commissioner of Insurance,,Louis Fondren,D,86,
Calhoun,Derma # 4,Commissioner of Insurance,,Barbara Dale Washer,Reform,12,
Calhoun,Derma # 5,Commissioner of Insurance,,Mike Chaney,R,344,
Calhoun,Derma # 5,Commissioner of Insurance,,Louis Fondren,D,112,
Calhoun,Derma # 5,Commissioner of Insurance,,Barbara Dale Washer,Reform,25,
Calhoun,Vardaman,Commissioner of Insurance,,Mike Chaney,R,474,
Calhoun,Vardaman,Commissioner of Insurance,,Louis Fondren,D,177,
Calhoun,Vardaman,Commissioner of Insurance,,Barbara Dale Washer,Reform,34,
Calhoun,Pittsboro # 1,State Senate,3,Nickey Browning,D,169,
Calhoun,Pittsboro # 1,State Senate,3,Betsey Hamilton,R,13,
Calhoun,Northeast Calhoun,State Senate,3,Nickey Browning,D,365,
Calhoun,Northeast Calhoun,State Senate,3,Betsey Hamilton,R,315,
Calhoun,Bruce # 3,State Senate,3,Nickey Browning,D,524,
Calhoun,Bruce # 3,State Senate,3,Betsey Hamilton,R,388,
Calhoun,Banner,State Senate,3,Nickey Browning,D,149,
Calhoun,Banner,State Senate,3,Betsey Hamilton,R,167,
Calhoun,Calhoun City # 1,State Senate,8,Patsy Gregory,R,161,
Calhoun,Calhoun City # 1,State Senate,8,Russell R. Jolly,D,402,
Calhoun,Pittsboro # 1,State Senate,8,Patsy Gregory,R,58,
Calhoun,Pittsboro # 1,State Senate,8,Russell R. Jolly,D,191,
Calhoun,Pittsboro # 2,State Senate,8,Patsy Gregory,R,231,
Calhoun,Pittsboro # 2,State Senate,8,Russell R. Jolly,D,210,
Calhoun,Calhoun City 4,State Senate,8,Patsy Gregory,R,338,
Calhoun,Calhoun City 4,State Senate,8,Russell R. Jolly,D,459,
Calhoun,Derma # 4,State Senate,8,Patsy Gregory,R,152,
Calhoun,Derma # 4,State Senate,8,Russell R. Jolly,D,137,
Calhoun,Derma # 5,State Senate,8,Patsy Gregory,R,134,
Calhoun,Derma # 5,State Senate,8,Russell R. Jolly,D,186,
Calhoun,Vardaman,State Senate,8,Patsy Gregory,R,276,
Calhoun,Vardaman,State Senate,8,Russell R. Jolly,D,417,
Calhoun,Calhoun City 4,State Senate,15,Gary Jackson,R,120,
Calhoun,Derma # 4,State Senate,15,Gary Jackson,R,59,
Calhoun,Derma # 5,State Senate,15,Gary Jackson,R,132,
Calhoun,Vardaman,State Senate,15,Gary Jackson,R,10,
Calhoun,Derma # 5,State House,22,Preston E. Sullivan,D,116,
Calhoun,Vardaman,State House,22,Preston E. Sullivan,D,634,
Calhoun,Calhoun City # 1,State House,23,Charles Jim Beckett,R,227,
Calhoun,Calhoun City # 1,State House,23,Steve Whitten,D,262,
Calhoun,Pittsboro # 1,State House,23,Charles Jim Beckett,R,150,
Calhoun,Pittsboro # 1,State House,23,Steve Whitten,D,294,
Calhoun,Northeast Calhoun,State House,23,Charles Jim Beckett,R,524,
Calhoun,Northeast Calhoun,State House,23,Steve Whitten,D,173,
Calhoun,Pittsboro # 2,State House,23,Charles Jim Beckett,R,298,
Calhoun,Pittsboro # 2,State House,23,Steve Whitten,D,149,
Calhoun,Bruce # 3,State House,23,Charles Jim Beckett,R,684,
Calhoun,Bruce # 3,State House,23,Steve Whitten,D,247,
Calhoun,Banner,State House,23,Charles Jim Beckett,R,261,
Calhoun,Banner,State House,23,Steve Whitten,D,58,
Calhoun,Calhoun City 4,State House,23,Charles Jim Beckett,R,656,
Calhoun,Calhoun City 4,State House,23,Steve Whitten,D,211,
Calhoun,Derma # 4,State House,23,Charles Jim Beckett,R,241,
Calhoun,Derma # 4,State House,23,Steve Whitten,D,118,
Calhoun,Derma # 5,State House,23,Charles Jim Beckett,R,257,
Calhoun,Derma # 5,State House,23,Steve Whitten,D,104,
Calhoun,Vardaman,State House,23,Charles Jim Beckett,R,9,
Calhoun,Vardaman,State House,23,Steve Whitten,D,1,
Calhoun,Calhoun City # 1,State House,24,Sidney W. Bondurant,R,49,
Calhoun,Calhoun City # 1,State House,24,Kevin Horan,D,27,
Calhoun,Calhoun City 4,State House,24,Sidney W. Bondurant,R,48,
Calhoun,Calhoun City 4,State House,24,Kevin Horan,D,31,
Calhoun,Calhoun City # 1,Measure No. 26 - Definition of a person,,Yes,,247,
Calhoun,Pittsboro # 1,Measure No. 26 - Definition of a person,,Yes,,166,
Calhoun,Northeast Calhoun,Measure No. 26 - Definition of a person,,Yes,,392,
Calhoun,Pittsboro # 2,Measure No. 26 - Definition of a person,,Yes,,218,
Calhoun,Bruce # 3,Measure No. 26 - Definition of a person,,Yes,,471,
Calhoun,Banner,Measure No. 26 - Definition of a person,,Yes,,194,
Calhoun,Calhoun City 4,Measure No. 26 - Definition of a person,,Yes,,532,
Calhoun,Derma # 4,Measure No. 26 - Definition of a person,,Yes,,222,
Calhoun,Derma # 5,Measure No. 26 - Definition of a person,,Yes,,297,
Calhoun,Vardaman,Measure No. 26 - Definition of a person,,Yes,,420,
Calhoun,Calhoun City # 1,Measure No. 26 - Definition of a person,,No,,306,
Calhoun,Pittsboro # 1,Measure No. 26 - Definition of a person,,No,,251,
Calhoun,Northeast Calhoun,Measure No. 26 - Definition of a person,,No,,296,
Calhoun,Pittsboro # 2,Measure No. 26 - Definition of a person,,No,,215,
Calhoun,Bruce # 3,Measure No. 26 - Definition of a person,,No,,445,
Calhoun,Banner,Measure No. 26 - Definition of a person,,No,,121,
Calhoun,Calhoun City 4,Measure No. 26 - Definition of a person,,No,,409,
Calhoun,Derma # 4,Measure No. 26 - Definition of a person,,No,,129,
Calhoun,Derma # 5,Measure No. 26 - Definition of a person,,No,,191,
Calhoun,Vardaman,Measure No. 26 - Definition of a person,,No,,260,
Calhoun,Calhoun City # 1,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Pittsboro # 1,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Northeast Calhoun,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Pittsboro # 2,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Bruce # 3,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Banner,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Calhoun City 4,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Derma # 4,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Derma # 5,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Vardaman,Measure No. 26 - Definition of a person,,Over Votes,,0,
Calhoun,Calhoun City # 1,Measure No. 26 - Definition of a person,,Under Votes,,3,
Calhoun,Pittsboro # 1,Measure No. 26 - Definition of a person,,Under Votes,,36,
Calhoun,Northeast Calhoun,Measure No. 26 - Definition of a person,,Under Votes,,21,
Calhoun,Pittsboro # 2,Measure No. 26 - Definition of a person,,Under Votes,,16,
Calhoun,Bruce # 3,Measure No. 26 - Definition of a person,,Under Votes,,30,
Calhoun,Banner,Measure No. 26 - Definition of a person,,Under Votes,,12,
Calhoun,Calhoun City 4,Measure No. 26 - Definition of a person,,Under Votes,,22,
Calhoun,Derma # 4,Measure No. 26 - Definition of a person,,Under Votes,,15,
Calhoun,Derma # 5,Measure No. 26 - Definition of a person,,Under Votes,,10,
Calhoun,Vardaman,Measure No. 26 - Definition of a person,,Under Votes,,0,
Calhoun,Calhoun City # 1,Measure No. 27 - Voter ID,,Yes,,302,
Calhoun,Pittsboro # 1,Measure No. 27 - Voter ID,,Yes,,180,
Calhoun,Northeast Calhoun,Measure No. 27 - Voter ID,,Yes,,479,
Calhoun,Pittsboro # 2,Measure No. 27 - Voter ID,,Yes,,283,
Calhoun,Bruce # 3,Measure No. 27 - Voter ID,,Yes,,636,
Calhoun,Banner,Measure No. 27 - Voter ID,,Yes,,235,
Calhoun,Calhoun City 4,Measure No. 27 - Voter ID,,Yes,,648,
Calhoun,Derma # 4,Measure No. 27 - Voter ID,,Yes,,239,
Calhoun,Derma # 5,Measure No. 27 - Voter ID,,Yes,,339,
Calhoun,Vardaman,Measure No. 27 - Voter ID,,Yes,,462,
Calhoun,Calhoun City # 1,Measure No. 27 - Voter ID,,No,,249,
Calhoun,Pittsboro # 1,Measure No. 27 - Voter ID,,No,,239,
Calhoun,Northeast Calhoun,Measure No. 27 - Voter ID,,No,,203,
Calhoun,Pittsboro # 2,Measure No. 27 - Voter ID,,No,,151,
Calhoun,Bruce # 3,Measure No. 27 - Voter ID,,No,,272,
Calhoun,Banner,Measure No. 27 - Voter ID,,No,,82,
Calhoun,Calhoun City 4,Measure No. 27 - Voter ID,,No,,284,
Calhoun,Derma # 4,Measure No. 27 - Voter ID,,No,,113,
Calhoun,Derma # 5,Measure No. 27 - Voter ID,,No,,150,
Calhoun,Vardaman,Measure No. 27 - Voter ID,,No,,208,
Calhoun,Calhoun City # 1,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Pittsboro # 1,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Northeast Calhoun,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Pittsboro # 2,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Bruce # 3,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Banner,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Calhoun City 4,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Derma # 4,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Derma # 5,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Vardaman,Measure No. 27 - Voter ID,,Over Votes,,0,
Calhoun,Calhoun City # 1,Measure No. 27 - Voter ID,,Under Votes,,4,
Calhoun,Pittsboro # 1,Measure No. 27 - Voter ID,,Under Votes,,34,
Calhoun,Northeast Calhoun,Measure No. 27 - Voter ID,,Under Votes,,27,
Calhoun,Pittsboro # 2,Measure No. 27 - Voter ID,,Under Votes,,15,
Calhoun,Bruce # 3,Measure No. 27 - Voter ID,,Under Votes,,37,
Calhoun,Banner,Measure No. 27 - Voter ID,,Under Votes,,10,
Calhoun,Calhoun City 4,Measure No. 27 - Voter ID,,Under Votes,,29,
Calhoun,Derma # 4,Measure No. 27 - Voter ID,,Under Votes,,14,
Calhoun,Derma # 5,Measure No. 27 - Voter ID,,Under Votes,,9,
Calhoun,Vardaman,Measure No. 27 - Voter ID,,Under Votes,,1,
Calhoun,Calhoun City # 1,Measure No. 31 - Eminent Domain,,Yes,,370,
Calhoun,Pittsboro # 1,Measure No. 31 - Eminent Domain,,Yes,,242,
Calhoun,Northeast Calhoun,Measure No. 31 - Eminent Domain,,Yes,,533,
Calhoun,Pittsboro # 2,Measure No. 31 - Eminent Domain,,Yes,,335,
Calhoun,Bruce # 3,Measure No. 31 - Eminent Domain,,Yes,,700,
Calhoun,Banner,Measure No. 31 - Eminent Domain,,Yes,,261,
Calhoun,Calhoun City 4,Measure No. 31 - Eminent Domain,,Yes,,760,
Calhoun,Derma # 4,Measure No. 31 - Eminent Domain,,Yes,,278,
Calhoun,Derma # 5,Measure No. 31 - Eminent Domain,,Yes,,383,
Calhoun,Vardaman,Measure No. 31 - Eminent Domain,,Yes,,518,
Calhoun,Calhoun City # 1,Measure No. 31 - Eminent Domain,,No,,185,
Calhoun,Pittsboro # 1,Measure No. 31 - Eminent Domain,,No,,180,
Calhoun,Northeast Calhoun,Measure No. 31 - Eminent Domain,,No,,153,
Calhoun,Pittsboro # 2,Measure No. 31 - Eminent Domain,,No,,103,
Calhoun,Bruce # 3,Measure No. 31 - Eminent Domain,,No,,215,
Calhoun,Banner,Measure No. 31 - Eminent Domain,,No,,51,
Calhoun,Calhoun City 4,Measure No. 31 - Eminent Domain,,No,,187,
Calhoun,Derma # 4,Measure No. 31 - Eminent Domain,,No,,80,
Calhoun,Derma # 5,Measure No. 31 - Eminent Domain,,No,,108,
Calhoun,Vardaman,Measure No. 31 - Eminent Domain,,No,,164,
Calhoun,Calhoun City # 1,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Pittsboro # 1,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Northeast Calhoun,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Pittsboro # 2,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Bruce # 3,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Banner,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Calhoun City 4,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Derma # 4,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Derma # 5,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Vardaman,Measure No. 31 - Eminent Domain,,Over Votes,,0,
Calhoun,Calhoun City # 1,Measure No. 31 - Eminent Domain,,Under Votes,,4,
Calhoun,Pittsboro # 1,Measure No. 31 - Eminent Domain,,Under Votes,,31,
Calhoun,Northeast Calhoun,Measure No. 31 - Eminent Domain,,Under Votes,,23,
Calhoun,Pittsboro # 2,Measure No. 31 - Eminent Domain,,Under Votes,,11,
Calhoun,Bruce # 3,Measure No. 31 - Eminent Domain,,Under Votes,,31,
Calhoun,Banner,Measure No. 31 - Eminent Domain,,Under Votes,,15,
Calhoun,Calhoun City 4,Measure No. 31 - Eminent Domain,,Under Votes,,22,
Calhoun,Derma # 4,Measure No. 31 - Eminent Domain,,Under Votes,,8,
Calhoun,Derma # 5,Measure No. 31 - Eminent Domain,,Under Votes,,6,
Calhoun,Vardaman,Measure No. 31 - Eminent Domain,,Under Votes,,0,
