candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Forrest,Sigler Center,1,
Newt Gingrich,President,,Republican,Forrest,Sigler Center,47,
Jon Huntsman,President,,Republican,Forrest,Sigler Center,0,
Gary Johnson,President,,Republican,Forrest,Sigler Center,0,
Ron Paul,President,,Republican,Forrest,Sigler Center,12,
Rick Perry,President,,Republican,Forrest,Sigler Center,0,
Mitt Romney,President,,Republican,Forrest,Sigler Center,36,
Rick Santorum,President,,Republican,Forrest,Sigler Center,41,
E. Allen Hathcock,U.S. Senate,,Republican,Forrest,Sigler Center,5,
Robert Maloney,U.S. Senate,,Republican,Forrest,Sigler Center,13,
Roger F. Wicker,U.S. Senate,,Republican,Forrest,Sigler Center,117,
Cindy Burleson,U.S. House,4,Republican,Forrest,Sigler Center,9,
Steven M. Palazzo,U.S. House,4,Republican,Forrest,Sigler Center,101,
Ron Vincent,U.S. House,4,Republican,Forrest,Sigler Center,27,
Michele Bachmann,President,,Republican,Forrest,Dantzler,0,
Newt Gingrich,President,,Republican,Forrest,Dantzler,65,
Jon Huntsman,President,,Republican,Forrest,Dantzler,0,
Gary Johnson,President,,Republican,Forrest,Dantzler,1,
Ron Paul,President,,Republican,Forrest,Dantzler,21,
Rick Perry,President,,Republican,Forrest,Dantzler,1,
Mitt Romney,President,,Republican,Forrest,Dantzler,25,
Rick Santorum,President,,Republican,Forrest,Dantzler,53,
E. Allen Hathcock,U.S. Senate,,Republican,Forrest,Dantzler,5,
Robert Maloney,U.S. Senate,,Republican,Forrest,Dantzler,15,
Roger F. Wicker,U.S. Senate,,Republican,Forrest,Dantzler,143,
Cindy Burleson,U.S. House,4,Republican,Forrest,Dantzler,11,
Steven M. Palazzo,U.S. House,4,Republican,Forrest,Dantzler,109,
Ron Vincent,U.S. House,4,Republican,Forrest,Dantzler,45,
Michele Bachmann,President,,Republican,Forrest,Dixie,0,
Newt Gingrich,President,,Republican,Forrest,Dixie,236,
