candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Lamar,Lamar Park,0,
Newt Gingrich,President,,Republican,Lamar,Lamar Park,116,
Jon Huntsman,President,,Republican,Lamar,Lamar Park,1,
Gary Johnson,President,,Republican,Lamar,Lamar Park,1,
Ron Paul,President,,Republican,Lamar,Lamar Park,12,
Rick Perry,President,,Republican,Lamar,Lamar Park,0,
Mitt Romney,President,,Republican,Lamar,Lamar Park,134,
Rick Santorum,President,,Republican,Lamar,Lamar Park,94,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Lamar Park,16,
Robert Maloney,U.S. Senate,,Republican,Lamar,Lamar Park,19,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Lamar Park,310,
Cindy Burleson,U.S. House,4,Republican,Lamar,Lamar Park,18,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Lamar Park,263,
Ron Vincent,U.S. House,4,Republican,Lamar,Lamar Park,68,
Michele Bachmann,President,,Republican,Lamar,Okahola,2,
Newt Gingrich,President,,Republican,Lamar,Okahola,59,
Jon Huntsman,President,,Republican,Lamar,Okahola,1,
Gary Johnson,President,,Republican,Lamar,Okahola,0,
Ron Paul,President,,Republican,Lamar,Okahola,6,
Rick Perry,President,,Republican,Lamar,Okahola,0,
Mitt Romney,President,,Republican,Lamar,Okahola,52,
Rick Santorum,President,,Republican,Lamar,Okahola,53,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Okahola,6,
Robert Maloney,U.S. Senate,,Republican,Lamar,Okahola,15,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Okahola,152,
Cindy Burleson,U.S. House,4,Republican,Lamar,Okahola,10,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Okahola,128,
Ron Vincent,U.S. House,4,Republican,Lamar,Okahola,35,
Michele Bachmann,President,,Republican,Lamar,Richburg,0,
Newt Gingrich,President,,Republican,Lamar,Richburg,154,
Jon Huntsman,President,,Republican,Lamar,Richburg,0,
Gary Johnson,President,,Republican,Lamar,Richburg,1,
Ron Paul,President,,Republican,Lamar,Richburg,29,
Rick Perry,President,,Republican,Lamar,Richburg,2,
Mitt Romney,President,,Republican,Lamar,Richburg,162,
Rick Santorum,President,,Republican,Lamar,Richburg,140,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Richburg,18,
Robert Maloney,U.S. Senate,,Republican,Lamar,Richburg,28,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Richburg,430,
Cindy Burleson,U.S. House,4,Republican,Lamar,Richburg,35,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Richburg,360,
Ron Vincent,U.S. House,4,Republican,Lamar,Richburg,87,
Michele Bachmann,President,,Republican,Lamar,Northeast Lamar,1,
Newt Gingrich,President,,Republican,Lamar,Northeast Lamar,94,
Jon Huntsman,President,,Republican,Lamar,Northeast Lamar,0,
Gary Johnson,President,,Republican,Lamar,Northeast Lamar,1,
Ron Paul,President,,Republican,Lamar,Northeast Lamar,11,
Rick Perry,President,,Republican,Lamar,Northeast Lamar,0,
Mitt Romney,President,,Republican,Lamar,Northeast Lamar,100,
Rick Santorum,President,,Republican,Lamar,Northeast Lamar,59,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Northeast Lamar,16,
Robert Maloney,U.S. Senate,,Republican,Lamar,Northeast Lamar,26,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Northeast Lamar,220,
Cindy Burleson,U.S. House,4,Republican,Lamar,Northeast Lamar,27,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Northeast Lamar,198,
Ron Vincent,U.S. House,4,Republican,Lamar,Northeast Lamar,38,
Michele Bachmann,President,,Republican,Lamar,Lumberton,1,
Newt Gingrich,President,,Republican,Lamar,Lumberton,94,
Jon Huntsman,President,,Republican,Lamar,Lumberton,0,
Gary Johnson,President,,Republican,Lamar,Lumberton,1,
Ron Paul,President,,Republican,Lamar,Lumberton,3,
Rick Perry,President,,Republican,Lamar,Lumberton,1,
Mitt Romney,President,,Republican,Lamar,Lumberton,57,
Rick Santorum,President,,Republican,Lamar,Lumberton,62,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Lumberton,11,
Robert Maloney,U.S. Senate,,Republican,Lamar,Lumberton,23,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Lumberton,182,
Cindy Burleson,U.S. House,4,Republican,Lamar,Lumberton,18,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Lumberton,155,
Ron Vincent,U.S. House,4,Republican,Lamar,Lumberton,39,
Michele Bachmann,President,,Republican,Lamar,South Purvis,2,
Newt Gingrich,President,,Republican,Lamar,South Purvis,198,
Jon Huntsman,President,,Republican,Lamar,South Purvis,0,
Gary Johnson,President,,Republican,Lamar,South Purvis,0,
Ron Paul,President,,Republican,Lamar,South Purvis,24,
Rick Perry,President,,Republican,Lamar,South Purvis,2,
Mitt Romney,President,,Republican,Lamar,South Purvis,159,
Rick Santorum,President,,Republican,Lamar,South Purvis,154,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,South Purvis,21,
Robert Maloney,U.S. Senate,,Republican,Lamar,South Purvis,37,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,South Purvis,465,
Cindy Burleson,U.S. House,4,Republican,Lamar,South Purvis,33,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,South Purvis,387,
Ron Vincent,U.S. House,4,Republican,Lamar,South Purvis,97,
Michele Bachmann,President,,Republican,Lamar,Yawn,0,
Newt Gingrich,President,,Republican,Lamar,Yawn,27,
Jon Huntsman,President,,Republican,Lamar,Yawn,0,
Gary Johnson,President,,Republican,Lamar,Yawn,0,
Ron Paul,President,,Republican,Lamar,Yawn,4,
Rick Perry,President,,Republican,Lamar,Yawn,0,
Mitt Romney,President,,Republican,Lamar,Yawn,28,
Rick Santorum,President,,Republican,Lamar,Yawn,27,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Yawn,0,
Robert Maloney,U.S. Senate,,Republican,Lamar,Yawn,4,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Yawn,80,
Cindy Burleson,U.S. House,4,Republican,Lamar,Yawn,8,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Yawn,59,
Ron Vincent,U.S. House,4,Republican,Lamar,Yawn,17,
Michele Bachmann,President,,Republican,Lamar,Wesley Manor,0,
Newt Gingrich,President,,Republican,Lamar,Wesley Manor,39,
Jon Huntsman,President,,Republican,Lamar,Wesley Manor,0,
Gary Johnson,President,,Republican,Lamar,Wesley Manor,0,
Ron Paul,President,,Republican,Lamar,Wesley Manor,15,
Rick Perry,President,,Republican,Lamar,Wesley Manor,1,
Mitt Romney,President,,Republican,Lamar,Wesley Manor,64,
Rick Santorum,President,,Republican,Lamar,Wesley Manor,51,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Wesley Manor,8,
Robert Maloney,U.S. Senate,,Republican,Lamar,Wesley Manor,7,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Wesley Manor,149,
Cindy Burleson,U.S. House,4,Republican,Lamar,Wesley Manor,15,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Wesley Manor,123,
Ron Vincent,U.S. House,4,Republican,Lamar,Wesley Manor,24,
Michele Bachmann,President,,Republican,Lamar,Pine Grove,0,
Newt Gingrich,President,,Republican,Lamar,Pine Grove,62,
Jon Huntsman,President,,Republican,Lamar,Pine Grove,1,
Gary Johnson,President,,Republican,Lamar,Pine Grove,0,
Ron Paul,President,,Republican,Lamar,Pine Grove,6,
Rick Perry,President,,Republican,Lamar,Pine Grove,0,
Mitt Romney,President,,Republican,Lamar,Pine Grove,69,
Rick Santorum,President,,Republican,Lamar,Pine Grove,60,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Pine Grove,6,
Robert Maloney,U.S. Senate,,Republican,Lamar,Pine Grove,12,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Pine Grove,173,
Cindy Burleson,U.S. House,4,Republican,Lamar,Pine Grove,9,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Pine Grove,156,
Ron Vincent,U.S. House,4,Republican,Lamar,Pine Grove,29,
Michele Bachmann,President,,Republican,Lamar,Baxterville,3,
Newt Gingrich,President,,Republican,Lamar,Baxterville,35,
Jon Huntsman,President,,Republican,Lamar,Baxterville,0,
Gary Johnson,President,,Republican,Lamar,Baxterville,0,
Ron Paul,President,,Republican,Lamar,Baxterville,3,
Rick Perry,President,,Republican,Lamar,Baxterville,0,
Mitt Romney,President,,Republican,Lamar,Baxterville,31,
Rick Santorum,President,,Republican,Lamar,Baxterville,53,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Baxterville,8,
Robert Maloney,U.S. Senate,,Republican,Lamar,Baxterville,6,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Baxterville,107,
Cindy Burleson,U.S. House,4,Republican,Lamar,Baxterville,8,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Baxterville,106,
Ron Vincent,U.S. House,4,Republican,Lamar,Baxterville,7,
Michele Bachmann,President,,Republican,Lamar,Greenville,5,
Newt Gingrich,President,,Republican,Lamar,Greenville,79,
Jon Huntsman,President,,Republican,Lamar,Greenville,1,
Gary Johnson,President,,Republican,Lamar,Greenville,0,
Ron Paul,President,,Republican,Lamar,Greenville,4,
Rick Perry,President,,Republican,Lamar,Greenville,2,
Mitt Romney,President,,Republican,Lamar,Greenville,64,
Rick Santorum,President,,Republican,Lamar,Greenville,83,
E. Allen Hathcock,U.S. Senate,,Republican,Lamar,Greenville,18,
Robert Maloney,U.S. Senate,,Republican,Lamar,Greenville,22,
Roger F. Wicker,U.S. Senate,,Republican,Lamar,Greenville,192,
Cindy Burleson,U.S. House,4,Republican,Lamar,Greenville,22,
Steven M. Palazzo,U.S. House,4,Republican,Lamar,Greenville,179,
