candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,DeSoto,Ingrams Mill,49,
Barack Obama,President,,Democrat,DeSoto,Lewisburg East,2,
Barack Obama,President,,Democrat,DeSoto,Miller,53,
Barack Obama,President,,Democrat,DeSoto,Fairhaven,42,
Barack Obama,President,,Democrat,DeSoto,Olive Branch South,24,
Barack Obama,President,,Democrat,DeSoto,Olive Branch North,33,
Barack Obama,President,,Democrat,DeSoto,Mineral Wells,28,
Barack Obama,President,,Democrat,DeSoto,Greenbrook North,46,
Barack Obama,President,,Democrat,DeSoto,Southhaven North,13,
Barack Obama,President,,Democrat,DeSoto,Greenbrook South,13,
Barack Obama,President,,Democrat,DeSoto,Summershill,25,
Barack Obama,President,,Democrat,DeSoto,Pleasant Hill North,22,
Barack Obama,President,,Democrat,DeSoto,Elmore,6,
Barack Obama,President,,Democrat,DeSoto,Cherry Valley,21,
Barack Obama,President,,Democrat,DeSoto,Southhaven West,55,
Barack Obama,President,,Democrat,DeSoto,Horn Lake North,69,
Barack Obama,President,,Democrat,DeSoto,Horn Lake West,43,
Barack Obama,President,,Democrat,DeSoto,Walls,60,
Barack Obama,President,,Democrat,DeSoto,Lake Cormorant,15,
Barack Obama,President,,Democrat,DeSoto,Southhaven South,10,
Barack Obama,President,,Democrat,DeSoto,Horn Lake East,36,
Barack Obama,President,,Democrat,DeSoto,Nesbit West,50,
Barack Obama,President,,Democrat,DeSoto,Eudora,26,
Barack Obama,President,,Democrat,DeSoto,Desoto Central,40,
Barack Obama,President,,Democrat,DeSoto,Nesbit East,50,
Barack Obama,President,,Democrat,DeSoto,Bridgetown,30,
Barack Obama,President,,Democrat,DeSoto,Lewisburg,52,
Barack Obama,President,,Democrat,DeSoto,Hernando East,37,
Barack Obama,President,,Democrat,DeSoto,Hernando West,76,
Barack Obama,President,,Democrat,DeSoto,Love,37,
Barack Obama,President,,Democrat,DeSoto,Alphaba-Cockrum,7,
Barack Obama,President,,Democrat,DeSoto,Hernando Central,23,
Barack Obama,President,,Democrat,DeSoto,Horn Lake Central,24,
Barack Obama,President,,Democrat,DeSoto,Hacks Cross Road,38,
Barack Obama,President,,Democrat,DeSoto,Olive Branch West,18,
Barack Obama,President,,Democrat,DeSoto,Horn Lake Intermediate,38,
Barack Obama,President,,Democrat,DeSoto,Cumberland,25,
Barack Obama,President,,Democrat,DeSoto,Civic Center,82,
Barack Obama,President,,Democrat,DeSoto,,1318,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Ingrams Mill,35,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Lewisburg East,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Miller,33,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Fairhaven,36,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Olive Branch South,21,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Olive Branch North,22,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Mineral Wells,19,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Greenbrook North,28,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Southhaven North,7,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Greenbrook South,11,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Summershill,22,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Pleasant Hill North,11,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Elmore,4,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Cherry Valley,18,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Southhaven West,35,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Horn Lake North,54,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Horn Lake West,35,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Walls,32,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Lake Cormorant,5,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Southhaven South,7,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Horn Lake East,19,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Nesbit West,42,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Eudora,20,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Desoto Central,24,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Nesbit East,42,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Bridgetown,19,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Lewisburg,44,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Hernando East,31,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Hernando West,67,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Love,27,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Alphaba-Cockrum,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Hernando Central,11,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Horn Lake Central,16,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Hacks Cross Road,28,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Olive Branch West,9,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Horn Lake Intermediate,24,
