candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Humphreys,Fourmile North - 1fm 1010,5,
Mitt Romney,President,,Republican,Humphreys,Fourmile North - 1fm 1010,35,
Barbara Dale Washer,President,,Reform,Humphreys,Fourmile North - 1fm 1010,0,
Virgil Goode,President,,Constitution,Humphreys,Fourmile North - 1fm 1010,0,
Gary Johnson,President,,Libertarian,Humphreys,Fourmile North - 1fm 1010,0,
Jill Stein,President,,Green,Humphreys,Fourmile North - 1fm 1010,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Humphreys,Fourmile North - 1fm 1010,7,
Roger F. Wicker,U.S. Senate,,Republican,Humphreys,Fourmile North - 1fm 1010,30,
Thomas Cramer,U.S. Senate,,Constitution,Humphreys,Fourmile North - 1fm 1010,1,
Shawn O'Hara,U.S. Senate,,Reform,Humphreys,Fourmile North - 1fm 1010,0,
Bill Marcy,U.S. House,2,Republican,Humphreys,Fourmile North - 1fm 1010,24,
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,Fourmile North - 1fm 1010,10,
Cobby Mondale Williams,U.S. House,2,Independent,Humphreys,Fourmile North - 1fm 1010,0,
Lajena Williams,U.S. House,2,Reform,Humphreys,Fourmile North - 1fm 1010,1,
Barack Obama,President,,Democrat,Humphreys,Belzoni North - 1bnh51 1020,760,
Mitt Romney,President,,Republican,Humphreys,Belzoni North - 1bnh51 1020,76,
Barbara Dale Washer,President,,Reform,Humphreys,Belzoni North - 1bnh51 1020,1,
Virgil Goode,President,,Constitution,Humphreys,Belzoni North - 1bnh51 1020,0,
Gary Johnson,President,,Libertarian,Humphreys,Belzoni North - 1bnh51 1020,0,
Jill Stein,President,,Green,Humphreys,Belzoni North - 1bnh51 1020,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Humphreys,Belzoni North - 1bnh51 1020,623,
Roger F. Wicker,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh51 1020,117,
Thomas Cramer,U.S. Senate,,Constitution,Humphreys,Belzoni North - 1bnh51 1020,7,
Shawn O'Hara,U.S. Senate,,Reform,Humphreys,Belzoni North - 1bnh51 1020,13,
Bill Marcy,U.S. House,2,Republican,Humphreys,Belzoni North - 1bnh51 1020,63,
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,Belzoni North - 1bnh51 1020,755,
Cobby Mondale Williams,U.S. House,2,Independent,Humphreys,Belzoni North - 1bnh51 1020,4,
Lajena Williams,U.S. House,2,Reform,Humphreys,Belzoni North - 1bnh51 1020,2,
Barack Obama,President,,Democrat,Humphreys,Belzoni North - 1bnh34 1021,16,
Mitt Romney,President,,Republican,Humphreys,Belzoni North - 1bnh34 1021,55,
Barbara Dale Washer,President,,Reform,Humphreys,Belzoni North - 1bnh34 1021,0,
Virgil Goode,President,,Constitution,Humphreys,Belzoni North - 1bnh34 1021,0,
Gary Johnson,President,,Libertarian,Humphreys,Belzoni North - 1bnh34 1021,0,
Jill Stein,President,,Green,Humphreys,Belzoni North - 1bnh34 1021,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Humphreys,Belzoni North - 1bnh34 1021,18,
Roger F. Wicker,U.S. Senate,,Republican,Humphreys,Belzoni North - 1bnh34 1021,53,
Thomas Cramer,U.S. Senate,,Constitution,Humphreys,Belzoni North - 1bnh34 1021,0,
Shawn O'Hara,U.S. Senate,,Reform,Humphreys,Belzoni North - 1bnh34 1021,0,
Bill Marcy,U.S. House,2,Republican,Humphreys,Belzoni North - 1bnh34 1021,52,
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,Belzoni North - 1bnh34 1021,19,
Cobby Mondale Williams,U.S. House,2,Independent,Humphreys,Belzoni North - 1bnh34 1021,0,
Lajena Williams,U.S. House,2,Reform,Humphreys,Belzoni North - 1bnh34 1021,0,
Barack Obama,President,,Democrat,Humphreys,Isola North - 2in 2010,567,
Mitt Romney,President,,Republican,Humphreys,Isola North - 2in 2010,185,
Barbara Dale Washer,President,,Reform,Humphreys,Isola North - 2in 2010,1,
Virgil Goode,President,,Constitution,Humphreys,Isola North - 2in 2010,1,
Gary Johnson,President,,Libertarian,Humphreys,Isola North - 2in 2010,3,
Jill Stein,President,,Green,Humphreys,Isola North - 2in 2010,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Humphreys,Isola North - 2in 2010,463,
Roger F. Wicker,U.S. Senate,,Republican,Humphreys,Isola North - 2in 2010,211,
Thomas Cramer,U.S. Senate,,Constitution,Humphreys,Isola North - 2in 2010,13,
Shawn O'Hara,U.S. Senate,,Reform,Humphreys,Isola North - 2in 2010,12,
Bill Marcy,U.S. House,2,Republican,Humphreys,Isola North - 2in 2010,154,
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,Isola North - 2in 2010,568,
Cobby Mondale Williams,U.S. House,2,Independent,Humphreys,Isola North - 2in 2010,5,
Lajena Williams,U.S. House,2,Reform,Humphreys,Isola North - 2in 2010,3,
Barack Obama,President,,Democrat,Humphreys,Belzoni North - 2bn 2020,310,
Mitt Romney,President,,Republican,Humphreys,Belzoni North - 2bn 2020,2,
Barbara Dale Washer,President,,Reform,Humphreys,Belzoni North - 2bn 2020,0,
Virgil Goode,President,,Constitution,Humphreys,Belzoni North - 2bn 2020,0,
Gary Johnson,President,,Libertarian,Humphreys,Belzoni North - 2bn 2020,0,
Jill Stein,President,,Green,Humphreys,Belzoni North - 2bn 2020,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Humphreys,Belzoni North - 2bn 2020,230,
Roger F. Wicker,U.S. Senate,,Republican,Humphreys,Belzoni North - 2bn 2020,22,
Thomas Cramer,U.S. Senate,,Constitution,Humphreys,Belzoni North - 2bn 2020,6,
Shawn O'Hara,U.S. Senate,,Reform,Humphreys,Belzoni North - 2bn 2020,4,
Bill Marcy,U.S. House,2,Republican,Humphreys,Belzoni North - 2bn 2020,4,
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,Belzoni North - 2bn 2020,302,
Cobby Mondale Williams,U.S. House,2,Independent,Humphreys,Belzoni North - 2bn 2020,2,
Lajena Williams,U.S. House,2,Reform,Humphreys,Belzoni North - 2bn 2020,1,
Barack Obama,President,,Democrat,Humphreys,Gooden Lake North - 2gn 2030,10,
Mitt Romney,President,,Republican,Humphreys,Gooden Lake North - 2gn 2030,46,
Barbara Dale Washer,President,,Reform,Humphreys,Gooden Lake North - 2gn 2030,0,
Virgil Goode,President,,Constitution,Humphreys,Gooden Lake North - 2gn 2030,0,
Gary Johnson,President,,Libertarian,Humphreys,Gooden Lake North - 2gn 2030,0,
Jill Stein,President,,Green,Humphreys,Gooden Lake North - 2gn 2030,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Humphreys,Gooden Lake North - 2gn 2030,11,
Roger F. Wicker,U.S. Senate,,Republican,Humphreys,Gooden Lake North - 2gn 2030,44,
Thomas Cramer,U.S. Senate,,Constitution,Humphreys,Gooden Lake North - 2gn 2030,0,
Shawn O'Hara,U.S. Senate,,Reform,Humphreys,Gooden Lake North - 2gn 2030,0,
Bill Marcy,U.S. House,2,Republican,Humphreys,Gooden Lake North - 2gn 2030,39,
Bennie G. Thompson,U.S. House,2,Democrat,Humphreys,Gooden Lake North - 2gn 2030,15,
Cobby Mondale Williams,U.S. House,2,Independent,Humphreys,Gooden Lake North - 2gn 2030,1,
Lajena Williams,U.S. House,2,Reform,Humphreys,Gooden Lake North - 2gn 2030,0,
Barack Obama,President,,Democrat,Humphreys,Belzoni South - 3bs 3010,400,
Mitt Romney,President,,Republican,Humphreys,Belzoni South - 3bs 3010,12,
