candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Newton,Chapel Hill,44,
Mitt Romney,President,,Republican,Newton,Chapel Hill,295,
Virgil Goode,President,,Constitution,Newton,Chapel Hill,0,
Gary Johnson,President,,Libertarian,Newton,Chapel Hill,1,
Jill Stein,President,,Green,Newton,Chapel Hill,0,
Barbara Dale Washer,President,,Reform,Newton,Chapel Hill,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Newton,Chapel Hill,48,
Roger F. Wicker,U.S. Senate,,Republican,Newton,Chapel Hill,283,
Thomas Cramer,U.S. Senate,,Constitution,Newton,Chapel Hill,3,
Shawn O'Hara,U.S. Senate,,Reform,Newton,Chapel Hill,1,
Gregg Harper,U.S. House,3,Republican,Newton,Chapel Hill,308,
"John ""Luke"" Pannell",U.S. House,3,Reform,Newton,Chapel Hill,20,
Barack Obama,President,,Democrat,Newton,Duffee,47,
Mitt Romney,President,,Republican,Newton,Duffee,368,
Virgil Goode,President,,Constitution,Newton,Duffee,1,
Gary Johnson,President,,Libertarian,Newton,Duffee,2,
Jill Stein,President,,Green,Newton,Duffee,0,
Barbara Dale Washer,President,,Reform,Newton,Duffee,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Newton,Duffee,44,
Roger F. Wicker,U.S. Senate,,Republican,Newton,Duffee,361,
Thomas Cramer,U.S. Senate,,Constitution,Newton,Duffee,0,
Shawn O'Hara,U.S. Senate,,Reform,Newton,Duffee,2,
Gregg Harper,U.S. House,3,Republican,Newton,Duffee,375,
"John ""Luke"" Pannell",U.S. House,3,Reform,Newton,Duffee,17,
Barack Obama,President,,Democrat,Newton,Hazel,16,
Mitt Romney,President,,Republican,Newton,Hazel,287,
Virgil Goode,President,,Constitution,Newton,Hazel,0,
Gary Johnson,President,,Libertarian,Newton,Hazel,0,
Jill Stein,President,,Green,Newton,Hazel,0,
Barbara Dale Washer,President,,Reform,Newton,Hazel,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Newton,Hazel,16,
Roger F. Wicker,U.S. Senate,,Republican,Newton,Hazel,280,
Thomas Cramer,U.S. Senate,,Constitution,Newton,Hazel,2,
Shawn O'Hara,U.S. Senate,,Reform,Newton,Hazel,1,
Gregg Harper,U.S. House,3,Republican,Newton,Hazel,286,
"John ""Luke"" Pannell",U.S. House,3,Reform,Newton,Hazel,8,
Barack Obama,President,,Democrat,Newton,Chunky,25,
Mitt Romney,President,,Republican,Newton,Chunky,396,
Virgil Goode,President,,Constitution,Newton,Chunky,1,
Gary Johnson,President,,Libertarian,Newton,Chunky,5,
Jill Stein,President,,Green,Newton,Chunky,0,
Barbara Dale Washer,President,,Reform,Newton,Chunky,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Newton,Chunky,36,
Roger F. Wicker,U.S. Senate,,Republican,Newton,Chunky,382,
Thomas Cramer,U.S. Senate,,Constitution,Newton,Chunky,5,
Shawn O'Hara,U.S. Senate,,Reform,Newton,Chunky,3,
Gregg Harper,U.S. House,3,Republican,Newton,Chunky,391,
"John ""Luke"" Pannell",U.S. House,3,Reform,Newton,Chunky,21,
Barack Obama,President,,Democrat,Newton,Lawrence,349,
Mitt Romney,President,,Republican,Newton,Lawrence,313,
