candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Tallahatchie,Teasdale,73,
Mitt Romney,President,,Republican,Tallahatchie,Teasdale,238,
Virgil Goode,President,,Constitution,Tallahatchie,Teasdale,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Teasdale,1,
Jill Stein,President,,Green,Tallahatchie,Teasdale,0,
Barbara Dale Washer,President,,Reform,Tallahatchie,Teasdale,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Teasdale,68,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Teasdale,233,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Teasdale,5,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Teasdale,2,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Teasdale,190,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Teasdale,100,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Teasdale,10,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Teasdale,1,
Barack Obama,President,,Democrat,Tallahatchie,Enid,113,
Mitt Romney,President,,Republican,Tallahatchie,Enid,169,
Virgil Goode,President,,Constitution,Tallahatchie,Enid,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Enid,1,
Jill Stein,President,,Green,Tallahatchie,Enid,0,
Barbara Dale Washer,President,,Reform,Tallahatchie,Enid,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Enid,93,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Enid,172,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Enid,5,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Enid,0,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Enid,141,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Enid,129,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Enid,4,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Enid,1,
Barack Obama,President,,Democrat,Tallahatchie,Springhill,26,
Mitt Romney,President,,Republican,Tallahatchie,Springhill,152,
Virgil Goode,President,,Constitution,Tallahatchie,Springhill,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Springhill,3,
Jill Stein,President,,Green,Tallahatchie,Springhill,0,
Barbara Dale Washer,President,,Reform,Tallahatchie,Springhill,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Springhill,30,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Springhill,141,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Springhill,3,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Springhill,2,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Springhill,116,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Springhill,55,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Springhill,1,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Springhill,2,
Barack Obama,President,,Democrat,Tallahatchie,Charleston Beat #1,375,
Mitt Romney,President,,Republican,Tallahatchie,Charleston Beat #1,202,
Virgil Goode,President,,Constitution,Tallahatchie,Charleston Beat #1,1,
Gary Johnson,President,,Libertarian,Tallahatchie,Charleston Beat #1,3,
Jill Stein,President,,Green,Tallahatchie,Charleston Beat #1,1,
Barbara Dale Washer,President,,Reform,Tallahatchie,Charleston Beat #1,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Charleston Beat #1,287,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Charleston Beat #1,243,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Charleston Beat #1,9,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Charleston Beat #1,6,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Charleston Beat #1,164,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Charleston Beat #1,387,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Charleston Beat #1,8,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Charleston Beat #1,6,
Barack Obama,President,,Democrat,Tallahatchie,Charleston Beat #2,723,
Mitt Romney,President,,Republican,Tallahatchie,Charleston Beat #2,287,
Virgil Goode,President,,Constitution,Tallahatchie,Charleston Beat #2,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Charleston Beat #2,2,
Jill Stein,President,,Green,Tallahatchie,Charleston Beat #2,2,
Barbara Dale Washer,President,,Reform,Tallahatchie,Charleston Beat #2,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Charleston Beat #2,558,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Charleston Beat #2,323,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Charleston Beat #2,16,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Charleston Beat #2,21,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Charleston Beat #2,242,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Charleston Beat #2,717,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Charleston Beat #2,12,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Charleston Beat #2,7,
Barack Obama,President,,Democrat,Tallahatchie,Brazil,34,
Mitt Romney,President,,Republican,Tallahatchie,Brazil,19,
Virgil Goode,President,,Constitution,Tallahatchie,Brazil,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Brazil,0,
Jill Stein,President,,Green,Tallahatchie,Brazil,0,
Barbara Dale Washer,President,,Reform,Tallahatchie,Brazil,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Brazil,32,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Brazil,17,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Brazil,0,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Brazil,1,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Brazil,10,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Brazil,39,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Brazil,2,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Brazil,0,
Barack Obama,President,,Democrat,Tallahatchie,Sumner Beat #2,108,
Mitt Romney,President,,Republican,Tallahatchie,Sumner Beat #2,148,
Virgil Goode,President,,Constitution,Tallahatchie,Sumner Beat #2,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Sumner Beat #2,2,
Jill Stein,President,,Green,Tallahatchie,Sumner Beat #2,1,
Barbara Dale Washer,President,,Reform,Tallahatchie,Sumner Beat #2,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Sumner Beat #2,91,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Sumner Beat #2,147,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Sumner Beat #2,2,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Sumner Beat #2,2,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Sumner Beat #2,127,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Sumner Beat #2,122,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Sumner Beat #2,1,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Sumner Beat #2,0,
Barack Obama,President,,Democrat,Tallahatchie,Charleston Beat #3,289,
Mitt Romney,President,,Republican,Tallahatchie,Charleston Beat #3,171,
Virgil Goode,President,,Constitution,Tallahatchie,Charleston Beat #3,1,
Gary Johnson,President,,Libertarian,Tallahatchie,Charleston Beat #3,2,
Jill Stein,President,,Green,Tallahatchie,Charleston Beat #3,1,
Barbara Dale Washer,President,,Reform,Tallahatchie,Charleston Beat #3,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Charleston Beat #3,232,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Charleston Beat #3,185,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Charleston Beat #3,9,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Charleston Beat #3,1,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Charleston Beat #3,135,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Charleston Beat #3,298,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Charleston Beat #3,9,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Charleston Beat #3,4,
Barack Obama,President,,Democrat,Tallahatchie,Paynes,19,
Mitt Romney,President,,Republican,Tallahatchie,Paynes,153,
Virgil Goode,President,,Constitution,Tallahatchie,Paynes,0,
Gary Johnson,President,,Libertarian,Tallahatchie,Paynes,0,
Jill Stein,President,,Green,Tallahatchie,Paynes,1,
Barbara Dale Washer,President,,Reform,Tallahatchie,Paynes,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Tallahatchie,Paynes,22,
Roger F. Wicker,U.S. Senate,,Republican,Tallahatchie,Paynes,147,
Thomas Cramer,U.S. Senate,,Constitution,Tallahatchie,Paynes,0,
Shawn O'Hara,U.S. Senate,,Reform,Tallahatchie,Paynes,1,
Bill Marcy,U.S. House,2,Republican,Tallahatchie,Paynes,110,
Bennie G. Thompson,U.S. House,2,Democrat,Tallahatchie,Paynes,53,
Cobby Mondale Williams,U.S. House,2,Independent,Tallahatchie,Paynes,6,
Lajena Williams,U.S. House,2,Reform,Tallahatchie,Paynes,0,
