candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Copiah,Beauregard,40,
Barack Obama,President,,Democrat,Copiah,Centerpoint,94,
Barack Obama,President,,Democrat,Copiah,Carpenter,74,
Barack Obama,President,,Democrat,Copiah,Crystal Springs East,236,
Barack Obama,President,,Democrat,Copiah,Crystal Springs North,100,
Barack Obama,President,,Democrat,Copiah,Crystal Springs South,342,
Barack Obama,President,,Democrat,Copiah,Crystal Springs West,98,
Barack Obama,President,,Democrat,Copiah,Dentville,7,
Barack Obama,President,,Democrat,Copiah,Georgetown North,100,
Barack Obama,President,,Democrat,Copiah,Georgetown South,60,
Barack Obama,President,,Democrat,Copiah,Hazelhurst East,367,
Barack Obama,President,,Democrat,Copiah,Hazelhurst North,59,
Barack Obama,President,,Democrat,Copiah,Hazelhurst South,129,
Barack Obama,President,,Democrat,Copiah,Hazelhurst West,358,
Barack Obama,President,,Democrat,Copiah,Martinsville,80,
Barack Obama,President,,Democrat,Copiah,Shady Grove,43,
Barack Obama,President,,Democrat,Copiah,Stronghope Union,14,
Barack Obama,President,,Democrat,Copiah,Wesson,16,
Barack Obama,President,,Democrat,Copiah,Gallman,243,
Barack Obama,President,,Democrat,Copiah,,2460,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Beauregard,24,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Centerpoint,56,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Carpenter,30,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Crystal Springs East,103,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Crystal Springs North,61,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Crystal Springs South,206,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Crystal Springs West,58,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Dentville,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Georgetown North,49,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Georgetown South,24,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Hazelhurst East,178,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Hazelhurst North,24,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Hazelhurst South,62,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Hazelhurst West,202,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Martinsville,46,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Shady Grove,24,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Stronghope Union,8,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Wesson,12,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,Gallman,120,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Copiah,,1289,TRUE
Will Oatis,U.S. Senate,,Democrat,Copiah,Beauregard,9,
Will Oatis,U.S. Senate,,Democrat,Copiah,Centerpoint,17,
Will Oatis,U.S. Senate,,Democrat,Copiah,Carpenter,4,
Will Oatis,U.S. Senate,,Democrat,Copiah,Crystal Springs East,40,
Will Oatis,U.S. Senate,,Democrat,Copiah,Crystal Springs North,14,
Will Oatis,U.S. Senate,,Democrat,Copiah,Crystal Springs South,45,
