candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Grenada,Box 1,3,
Newt Gingrich,President,,Republican,Grenada,Box 1,77,
Jon Huntsman,President,,Republican,Grenada,Box 1,0,
Gary Johnson,President,,Republican,Grenada,Box 1,0,
Ron Paul,President,,Republican,Grenada,Box 1,0,
Rick Perry,President,,Republican,Grenada,Box 1,2,
Mitt Romney,President,,Republican,Grenada,Box 1,106,
Rick Santorum,President,,Republican,Grenada,Box 1,74,
E. Allen Hathcock,U.S. Senate,,Republican,Grenada,Box 1,18,
Robert Maloney,U.S. Senate,,Republican,Grenada,Box 1,8,
Roger F. Wicker,U.S. Senate,,Republican,Grenada,Box 1,230,
Bill Marcy,U.S. House,2,Republican,Grenada,Box 1,204,
Michele Bachmann,President,,Republican,Grenada,Box 2 Grenada County Office,2,
Newt Gingrich,President,,Republican,Grenada,Box 2 Grenada County Office,43,
Jon Huntsman,President,,Republican,Grenada,Box 2 Grenada County Office,0,
Gary Johnson,President,,Republican,Grenada,Box 2 Grenada County Office,1,
Ron Paul,President,,Republican,Grenada,Box 2 Grenada County Office,1,
Rick Perry,President,,Republican,Grenada,Box 2 Grenada County Office,3,
Mitt Romney,President,,Republican,Grenada,Box 2 Grenada County Office,37,
Rick Santorum,President,,Republican,Grenada,Box 2 Grenada County Office,20,
E. Allen Hathcock,U.S. Senate,,Republican,Grenada,Box 2 Grenada County Office,3,
Robert Maloney,U.S. Senate,,Republican,Grenada,Box 2 Grenada County Office,0,
Roger F. Wicker,U.S. Senate,,Republican,Grenada,Box 2 Grenada County Office,102,
Bill Marcy,U.S. House,2,Republican,Grenada,Box 2 Grenada County Office,73,
Michele Bachmann,President,,Republican,Grenada,Box 3 City Auditorium,2,
Newt Gingrich,President,,Republican,Grenada,Box 3 City Auditorium,33,
Jon Huntsman,President,,Republican,Grenada,Box 3 City Auditorium,0,
Gary Johnson,President,,Republican,Grenada,Box 3 City Auditorium,0,
Ron Paul,President,,Republican,Grenada,Box 3 City Auditorium,2,
Rick Perry,President,,Republican,Grenada,Box 3 City Auditorium,10,
Mitt Romney,President,,Republican,Grenada,Box 3 City Auditorium,38,
Rick Santorum,President,,Republican,Grenada,Box 3 City Auditorium,13,
E. Allen Hathcock,U.S. Senate,,Republican,Grenada,Box 3 City Auditorium,3,
Robert Maloney,U.S. Senate,,Republican,Grenada,Box 3 City Auditorium,4,
Roger F. Wicker,U.S. Senate,,Republican,Grenada,Box 3 City Auditorium,91,
Bill Marcy,U.S. House,2,Republican,Grenada,Box 3 City Auditorium,77,
Michele Bachmann,President,,Republican,Grenada,Holcomb Community Center,2,
Newt Gingrich,President,,Republican,Grenada,Holcomb Community Center,61,
Jon Huntsman,President,,Republican,Grenada,Holcomb Community Center,0,
Gary Johnson,President,,Republican,Grenada,Holcomb Community Center,2,
Ron Paul,President,,Republican,Grenada,Holcomb Community Center,4,
Rick Perry,President,,Republican,Grenada,Holcomb Community Center,2,
Mitt Romney,President,,Republican,Grenada,Holcomb Community Center,73,
Rick Santorum,President,,Republican,Grenada,Holcomb Community Center,39,
E. Allen Hathcock,U.S. Senate,,Republican,Grenada,Holcomb Community Center,11,
Robert Maloney,U.S. Senate,,Republican,Grenada,Holcomb Community Center,7,
Roger F. Wicker,U.S. Senate,,Republican,Grenada,Holcomb Community Center,165,
Bill Marcy,U.S. House,2,Republican,Grenada,Holcomb Community Center,127,
Michele Bachmann,President,,Republican,Grenada,Box 4,1,
