candidate,office,district,party,county,precinct,votes,winner
Virgil Goode,President,,Constitution,Jefferson Davis,Granby 11,1,
Gary Johnson,President,,Libertarian,Jefferson Davis,Granby 11,0,
Barack Obama,President,,Democrat,Jefferson Davis,Granby 11,105,
Mitt Romney,President,,Republican,Jefferson Davis,Granby 11,44,
Jill Stein,President,,Green,Jefferson Davis,Granby 11,0,
Barbara Dale Washer,President,,Reform,Jefferson Davis,Granby 11,0,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,Granby 11,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,Granby 11,85,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,Granby 11,4,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,Granby 11,50,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,Granby 11,61,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,Granby 11,54,
Virgil Goode,President,,Constitution,Jefferson Davis,South Prentiss 12,9,
Gary Johnson,President,,Libertarian,Jefferson Davis,South Prentiss 12,3,
Barack Obama,President,,Democrat,Jefferson Davis,South Prentiss 12,244,
Mitt Romney,President,,Republican,Jefferson Davis,South Prentiss 12,415,
Jill Stein,President,,Green,Jefferson Davis,South Prentiss 12,0,
Barbara Dale Washer,President,,Reform,Jefferson Davis,South Prentiss 12,1,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,South Prentiss 12,13,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,South Prentiss 12,213,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,South Prentiss 12,15,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,South Prentiss 12,414,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,South Prentiss 12,449,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,South Prentiss 12,136,
Virgil Goode,President,,Constitution,Jefferson Davis,South Prentiss 13,3,
Gary Johnson,President,,Libertarian,Jefferson Davis,South Prentiss 13,0,
Barack Obama,President,,Democrat,Jefferson Davis,South Prentiss 13,333,
Mitt Romney,President,,Republican,Jefferson Davis,South Prentiss 13,162,
Jill Stein,President,,Green,Jefferson Davis,South Prentiss 13,0,
Barbara Dale Washer,President,,Reform,Jefferson Davis,South Prentiss 13,0,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,South Prentiss 13,9,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,South Prentiss 13,285,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,South Prentiss 13,10,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,South Prentiss 13,173,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,South Prentiss 13,251,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,South Prentiss 13,153,
Virgil Goode,President,,Constitution,Jefferson Davis,Bournham 21,0,
Gary Johnson,President,,Libertarian,Jefferson Davis,Bournham 21,0,
Barack Obama,President,,Democrat,Jefferson Davis,Bournham 21,0,
Mitt Romney,President,,Republican,Jefferson Davis,Bournham 21,0,
Jill Stein,President,,Green,Jefferson Davis,Bournham 21,0,
Barbara Dale Washer,President,,Reform,Jefferson Davis,Bournham 21,0,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,Bournham 21,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,Bournham 21,0,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,Bournham 21,0,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,Bournham 21,0,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,Bournham 21,0,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,Bournham 21,0,
Virgil Goode,President,,Constitution,Jefferson Davis,Carson 22,0,
Gary Johnson,President,,Libertarian,Jefferson Davis,Carson 22,1,
Barack Obama,President,,Democrat,Jefferson Davis,Carson 22,78,
Mitt Romney,President,,Republican,Jefferson Davis,Carson 22,171,
Jill Stein,President,,Green,Jefferson Davis,Carson 22,1,
Barbara Dale Washer,President,,Reform,Jefferson Davis,Carson 22,0,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,Carson 22,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,Carson 22,60,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,Carson 22,10,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,Carson 22,171,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,Carson 22,188,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,Carson 22,38,
Virgil Goode,President,,Constitution,Jefferson Davis,Green's Creek 23,3,
Gary Johnson,President,,Libertarian,Jefferson Davis,Green's Creek 23,0,
Barack Obama,President,,Democrat,Jefferson Davis,Green's Creek 23,96,
Mitt Romney,President,,Republican,Jefferson Davis,Green's Creek 23,221,
Jill Stein,President,,Green,Jefferson Davis,Green's Creek 23,0,
Barbara Dale Washer,President,,Reform,Jefferson Davis,Green's Creek 23,0,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,Green's Creek 23,6,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,Green's Creek 23,83,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,Green's Creek 23,4,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,Green's Creek 23,227,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,Green's Creek 23,246,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,Green's Creek 23,61,
Virgil Goode,President,,Constitution,Jefferson Davis,Hathorn 24,0,
Gary Johnson,President,,Libertarian,Jefferson Davis,Hathorn 24,3,
Barack Obama,President,,Democrat,Jefferson Davis,Hathorn 24,63,
Mitt Romney,President,,Republican,Jefferson Davis,Hathorn 24,128,
Jill Stein,President,,Green,Jefferson Davis,Hathorn 24,1,
Barbara Dale Washer,President,,Reform,Jefferson Davis,Hathorn 24,0,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,Hathorn 24,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,Hathorn 24,61,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,Hathorn 24,4,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,Hathorn 24,124,
Gregg Harper,U.S. House,3,Republican,Jefferson Davis,Hathorn 24,140,
"John ""Luke"" Pannell",U.S. House,3,Reform,Jefferson Davis,Hathorn 24,38,
Virgil Goode,President,,Constitution,Jefferson Davis,Son's Academy 25,1,
Gary Johnson,President,,Libertarian,Jefferson Davis,Son's Academy 25,0,
Barack Obama,President,,Democrat,Jefferson Davis,Son's Academy 25,199,
Mitt Romney,President,,Republican,Jefferson Davis,Son's Academy 25,50,
Jill Stein,President,,Green,Jefferson Davis,Son's Academy 25,0,
Barbara Dale Washer,President,,Reform,Jefferson Davis,Son's Academy 25,1,
Thomas Cramer,U.S. Senate,,Constitution,Jefferson Davis,Son's Academy 25,6,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Jefferson Davis,Son's Academy 25,174,
Shawn O'Hara,U.S. Senate,,Reform,Jefferson Davis,Son's Academy 25,5,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson Davis,Son's Academy 25,57,
