candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Bolivar,Benoit,81,
Barack Obama,President,,Democratic,Bolivar,Beulah,75,
Barack Obama,President,,Democratic,Bolivar,Boyle,54,
Barack Obama,President,,Democratic,Bolivar,Choctaw,66,
Barack Obama,President,,Democratic,Bolivar,Cleveland Courthouse,13,
Barack Obama,President,,Democratic,Bolivar,Duncan-Alligator,53,
Barack Obama,President,,Democratic,Bolivar,East Central Cleveland,132,
Barack Obama,President,,Democratic,Bolivar,East Cleveland,435,
Barack Obama,President,,Democratic,Bolivar,East Rosedale,147,
Barack Obama,President,,Democratic,Bolivar,Eastgate,139,
Barack Obama,President,,Democratic,Bolivar,Gunnison,104,
Barack Obama,President,,Democratic,Bolivar,Longshot,12,
Barack Obama,President,,Democratic,Bolivar,Merigold,63,
Barack Obama,President,,Democratic,Bolivar,Mound Bayou,422,
Barack Obama,President,,Democratic,Bolivar,North Cleveland,106,
Barack Obama,President,,Democratic,Bolivar,North West Cleveland,14,
Barack Obama,President,,Democratic,Bolivar,Pace,107,
Barack Obama,President,,Democratic,Bolivar,Renova,95,
Barack Obama,President,,Democratic,Bolivar,Scott,39,
Barack Obama,President,,Democratic,Bolivar,Shaw,369,
Barack Obama,President,,Democratic,Bolivar,Shelby,299,
Barack Obama,President,,Democratic,Bolivar,Skene,2,
Barack Obama,President,,Democratic,Bolivar,South Cleveland,248,
Barack Obama,President,,Democratic,Bolivar,Stringtown,3,
Barack Obama,President,,Democratic,Bolivar,West Central Cleveland,21,
Barack Obama,President,,Democratic,Bolivar,West Cleveland,39,
Barack Obama,President,,Democratic,Bolivar,West Rosedale,117,
Barack Obama,President,,Democratic,Bolivar,Winstonville,116,
Barack Obama,President,,Democratic,Bolivar,,3371,TRUE
Heather McTeer,U.S. House,2,Democratic,Bolivar,Benoit,9,
Bennie G. Thompson,U.S. House,2,Democratic,Bolivar,Benoit,79,
Heather McTeer,U.S. House,2,Democratic,Bolivar,Beulah,8,
Bennie G. Thompson,U.S. House,2,Democratic,Bolivar,Beulah,69,
Heather McTeer,U.S. House,2,Democratic,Bolivar,Boyle,16,
Bennie G. Thompson,U.S. House,2,Democratic,Bolivar,Boyle,55,
Heather McTeer,U.S. House,2,Democratic,Bolivar,Choctaw,13,
Bennie G. Thompson,U.S. House,2,Democratic,Bolivar,Choctaw,59,
