candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Kemper,Scooba A-L,0,
Newt Gingrich,President,,Republican,Kemper,Scooba A-L,28,
Jon Huntsman,President,,Republican,Kemper,Scooba A-L,0,
Gary Johnson,President,,Republican,Kemper,Scooba A-L,0,
Ron Paul,President,,Republican,Kemper,Scooba A-L,2,
Rick Perry,President,,Republican,Kemper,Scooba A-L,0,
Mitt Romney,President,,Republican,Kemper,Scooba A-L,6,
Rick Santorum,President,,Republican,Kemper,Scooba A-L,14,
E. Allen Hathcock,U.S. Senate,,Republican,Kemper,Scooba A-L,3,
Robert Maloney,U.S. Senate,,Republican,Kemper,Scooba A-L,1,
Roger F. Wicker,U.S. Senate,,Republican,Kemper,Scooba A-L,46,
Robert J. Allen,U.S. House,3,Republican,Kemper,Scooba A-L,4,
Gregg Harper,U.S. House,3,Republican,Kemper,Scooba A-L,45,
Michele Bachmann,President,,Republican,Kemper,Scooba M-Z,0,
Newt Gingrich,President,,Republican,Kemper,Scooba M-Z,24,
Jon Huntsman,President,,Republican,Kemper,Scooba M-Z,0,
Gary Johnson,President,,Republican,Kemper,Scooba M-Z,0,
Ron Paul,President,,Republican,Kemper,Scooba M-Z,1,
Rick Perry,President,,Republican,Kemper,Scooba M-Z,0,
Mitt Romney,President,,Republican,Kemper,Scooba M-Z,14,
Rick Santorum,President,,Republican,Kemper,Scooba M-Z,13,
E. Allen Hathcock,U.S. Senate,,Republican,Kemper,Scooba M-Z,0,
Robert Maloney,U.S. Senate,,Republican,Kemper,Scooba M-Z,3,
Roger F. Wicker,U.S. Senate,,Republican,Kemper,Scooba M-Z,48,
Robert J. Allen,U.S. House,3,Republican,Kemper,Scooba M-Z,2,
Gregg Harper,U.S. House,3,Republican,Kemper,Scooba M-Z,48,
Michele Bachmann,President,,Republican,Kemper,Farmers Market,0,
Newt Gingrich,President,,Republican,Kemper,Farmers Market,1,
Jon Huntsman,President,,Republican,Kemper,Farmers Market,0,
Gary Johnson,President,,Republican,Kemper,Farmers Market,0,
Ron Paul,President,,Republican,Kemper,Farmers Market,0,
Rick Perry,President,,Republican,Kemper,Farmers Market,0,
Mitt Romney,President,,Republican,Kemper,Farmers Market,4,
Rick Santorum,President,,Republican,Kemper,Farmers Market,3,
E. Allen Hathcock,U.S. Senate,,Republican,Kemper,Farmers Market,0,
Robert Maloney,U.S. Senate,,Republican,Kemper,Farmers Market,0,
Roger F. Wicker,U.S. Senate,,Republican,Kemper,Farmers Market,8,
Robert J. Allen,U.S. House,3,Republican,Kemper,Farmers Market,0,
Gregg Harper,U.S. House,3,Republican,Kemper,Farmers Market,7,
Michele Bachmann,President,,Republican,Kemper,Band Building,0,
Newt Gingrich,President,,Republican,Kemper,Band Building,25,
Jon Huntsman,President,,Republican,Kemper,Band Building,0,
Gary Johnson,President,,Republican,Kemper,Band Building,0,
Ron Paul,President,,Republican,Kemper,Band Building,1,
Rick Perry,President,,Republican,Kemper,Band Building,0,
Mitt Romney,President,,Republican,Kemper,Band Building,30,
Rick Santorum,President,,Republican,Kemper,Band Building,19,
E. Allen Hathcock,U.S. Senate,,Republican,Kemper,Band Building,4,
Robert Maloney,U.S. Senate,,Republican,Kemper,Band Building,4,
Roger F. Wicker,U.S. Senate,,Republican,Kemper,Band Building,67,
Robert J. Allen,U.S. House,3,Republican,Kemper,Band Building,7,
Gregg Harper,U.S. House,3,Republican,Kemper,Band Building,68,
