candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Winston,Fairground,84,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Fairground,46,
Will Oatis,U.S. Senate,,Democratic,Winston,Fairground,17,
Roger Weiner,U.S. Senate,,Democratic,Winston,Fairground,13,
Brad Morris,U.S. House,1,Democratic,Winston,Fairground,75,
Barack Obama,President,,Democratic,Winston,Nanih Waiya,30,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Nanih Waiya,17,
Will Oatis,U.S. Senate,,Democratic,Winston,Nanih Waiya,10,
Roger Weiner,U.S. Senate,,Democratic,Winston,Nanih Waiya,3,
Brad Morris,U.S. House,1,Democratic,Winston,Nanih Waiya,29,
Barack Obama,President,,Democratic,Winston,Lovorn Tractor,63,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Lovorn Tractor,45,
Will Oatis,U.S. Senate,,Democratic,Winston,Lovorn Tractor,2,
Roger Weiner,U.S. Senate,,Democratic,Winston,Lovorn Tractor,10,
Brad Morris,U.S. House,1,Democratic,Winston,Lovorn Tractor,52,
Barack Obama,President,,Democratic,Winston,American Legion,160,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,American Legion,107,
Will Oatis,U.S. Senate,,Democratic,Winston,American Legion,19,
Roger Weiner,U.S. Senate,,Democratic,Winston,American Legion,26,
Brad Morris,U.S. House,1,Democratic,Winston,American Legion,147,
Barack Obama,President,,Democratic,Winston,Zion Ridge,158,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Zion Ridge,110,
Will Oatis,U.S. Senate,,Democratic,Winston,Zion Ridge,8,
Roger Weiner,U.S. Senate,,Democratic,Winston,Zion Ridge,24,
Brad Morris,U.S. House,1,Democratic,Winston,Zion Ridge,103,
Barack Obama,President,,Democratic,Winston,Shiloh,14,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Shiloh,8,
Will Oatis,U.S. Senate,,Democratic,Winston,Shiloh,3,
Roger Weiner,U.S. Senate,,Democratic,Winston,Shiloh,3,
Brad Morris,U.S. House,1,Democratic,Winston,Shiloh,13,
Barack Obama,President,,Democratic,Winston,County Agent,138,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,County Agent,89,
Will Oatis,U.S. Senate,,Democratic,Winston,County Agent,10,
Roger Weiner,U.S. Senate,,Democratic,Winston,County Agent,25,
Brad Morris,U.S. House,1,Democratic,Winston,County Agent,113,
Barack Obama,President,,Democratic,Winston,Mars Hill,34,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Mars Hill,20,
Will Oatis,U.S. Senate,,Democratic,Winston,Mars Hill,3,
Roger Weiner,U.S. Senate,,Democratic,Winston,Mars Hill,8,
Brad Morris,U.S. House,1,Democratic,Winston,Mars Hill,29,
Barack Obama,President,,Democratic,Winston,Noxapater,46,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Noxapater,34,
Will Oatis,U.S. Senate,,Democratic,Winston,Noxapater,4,
Roger Weiner,U.S. Senate,,Democratic,Winston,Noxapater,12,
Brad Morris,U.S. House,1,Democratic,Winston,Noxapater,43,
Barack Obama,President,,Democratic,Winston,New National Guard,21,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,New National Guard,21,
Will Oatis,U.S. Senate,,Democratic,Winston,New National Guard,1,
Roger Weiner,U.S. Senate,,Democratic,Winston,New National Guard,1,
Brad Morris,U.S. House,1,Democratic,Winston,New National Guard,22,
Barack Obama,President,,Democratic,Winston,East Winston,32,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,East Winston,26,
Will Oatis,U.S. Senate,,Democratic,Winston,East Winston,2,
Roger Weiner,U.S. Senate,,Democratic,Winston,East Winston,5,
Brad Morris,U.S. House,1,Democratic,Winston,East Winston,32,
Barack Obama,President,,Democratic,Winston,Mill Creek,155,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,Mill Creek,109,
Will Oatis,U.S. Senate,,Democratic,Winston,Mill Creek,18,
Roger Weiner,U.S. Senate,,Democratic,Winston,Mill Creek,20,
Brad Morris,U.S. House,1,Democratic,Winston,Mill Creek,135,
Barack Obama,President,,Democratic,Winston,,935,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democratic,Winston,,632,TRUE
Will Oatis,U.S. Senate,,Democratic,Winston,,97,
Roger Weiner,U.S. Senate,,Democratic,Winston,,150,
Brad Morris,U.S. House,1,Democratic,Winston,,793,TRUE
