candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Pontotoc,Algoma Al,0,
Newt Gingrich,President,,Republican,Pontotoc,Algoma Al,70,
Jon Huntsman,President,,Republican,Pontotoc,Algoma Al,0,
Gary Johnson,President,,Republican,Pontotoc,Algoma Al,0,
Ron Paul,President,,Republican,Pontotoc,Algoma Al,9,
Rick Perry,President,,Republican,Pontotoc,Algoma Al,0,
Mitt Romney,President,,Republican,Pontotoc,Algoma Al,35,
Rick Santorum,President,,Republican,Pontotoc,Algoma Al,50,
E. Allen Hathcock,U.S. Senate,,Republican,Pontotoc,Algoma Al,5,
Robert Maloney,U.S. Senate,,Republican,Pontotoc,Algoma Al,7,
Roger F. Wicker,U.S. Senate,,Republican,Pontotoc,Algoma Al,152,
Robert Estes,U.S. House,1,Republican,Pontotoc,Algoma Al,14,
Alan Nunnelee,U.S. House,1,Republican,Pontotoc,Algoma Al,96,
Henry Ross,U.S. House,1,Republican,Pontotoc,Algoma Al,55,
Michele Bachmann,President,,Republican,Pontotoc,Bankhead Ba,0,
Newt Gingrich,President,,Republican,Pontotoc,Bankhead Ba,33,
Jon Huntsman,President,,Republican,Pontotoc,Bankhead Ba,1,
Gary Johnson,President,,Republican,Pontotoc,Bankhead Ba,0,
Ron Paul,President,,Republican,Pontotoc,Bankhead Ba,3,
Rick Perry,President,,Republican,Pontotoc,Bankhead Ba,1,
Mitt Romney,President,,Republican,Pontotoc,Bankhead Ba,28,
Rick Santorum,President,,Republican,Pontotoc,Bankhead Ba,57,
E. Allen Hathcock,U.S. Senate,,Republican,Pontotoc,Bankhead Ba,4,
Robert Maloney,U.S. Senate,,Republican,Pontotoc,Bankhead Ba,11,
Roger F. Wicker,U.S. Senate,,Republican,Pontotoc,Bankhead Ba,107,
Robert Estes,U.S. House,1,Republican,Pontotoc,Bankhead Ba,15,
Alan Nunnelee,U.S. House,1,Republican,Pontotoc,Bankhead Ba,66,
Henry Ross,U.S. House,1,Republican,Pontotoc,Bankhead Ba,40,
