candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Perry,Indian Springs 1010,29,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Indian Springs 1010,13,
Will Oatis,U.S. Senate,,Democrat,Perry,Indian Springs 1010,5,
Roger Weiner,U.S. Senate,,Democrat,Perry,Indian Springs 1010,9,
Michael Herrington,U.S. House,4,Democrat,Perry,Indian Springs 1010,21,
Jason Vitosky,U.S. House,4,Democrat,Perry,Indian Springs 1010,5,
Barack Obama,President,,Democrat,Perry,New Augusta Community Center,20,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,New Augusta Community Center,13,
Will Oatis,U.S. Senate,,Democrat,Perry,New Augusta Community Center,0,
Roger Weiner,U.S. Senate,,Democrat,Perry,New Augusta Community Center,7,
Michael Herrington,U.S. House,4,Democrat,Perry,New Augusta Community Center,17,
Jason Vitosky,U.S. House,4,Democrat,Perry,New Augusta Community Center,2,
Barack Obama,President,,Democrat,Perry,Beaumont District 1 1030,44,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Beaumont District 1 1030,20,
Will Oatis,U.S. Senate,,Democrat,Perry,Beaumont District 1 1030,5,
Roger Weiner,U.S. Senate,,Democrat,Perry,Beaumont District 1 1030,8,
Michael Herrington,U.S. House,4,Democrat,Perry,Beaumont District 1 1030,26,
Jason Vitosky,U.S. House,4,Democrat,Perry,Beaumont District 1 1030,6,
Barack Obama,President,,Democrat,Perry,Runnelstown 2040,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Runnelstown 2040,1,
Will Oatis,U.S. Senate,,Democrat,Perry,Runnelstown 2040,0,
Roger Weiner,U.S. Senate,,Democrat,Perry,Runnelstown 2040,1,
Michael Herrington,U.S. House,4,Democrat,Perry,Runnelstown 2040,3,
Jason Vitosky,U.S. House,4,Democrat,Perry,Runnelstown 2040,0,
Barack Obama,President,,Democrat,Perry,Prospect 2050,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Prospect 2050,3,
Will Oatis,U.S. Senate,,Democrat,Perry,Prospect 2050,0,
Roger Weiner,U.S. Senate,,Democrat,Perry,Prospect 2050,1,
Michael Herrington,U.S. House,4,Democrat,Perry,Prospect 2050,5,
Jason Vitosky,U.S. House,4,Democrat,Perry,Prospect 2050,0,
Barack Obama,President,,Democrat,Perry,Richton Holly Street 3060,7,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Richton Holly Street 3060,5,
Will Oatis,U.S. Senate,,Democrat,Perry,Richton Holly Street 3060,1,
Roger Weiner,U.S. Senate,,Democrat,Perry,Richton Holly Street 3060,1,
Michael Herrington,U.S. House,4,Democrat,Perry,Richton Holly Street 3060,7,
Jason Vitosky,U.S. House,4,Democrat,Perry,Richton Holly Street 3060,0,
Barack Obama,President,,Democrat,Perry,Richton City Hall 3070,6,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Richton City Hall 3070,0,
Will Oatis,U.S. Senate,,Democrat,Perry,Richton City Hall 3070,3,
Roger Weiner,U.S. Senate,,Democrat,Perry,Richton City Hall 3070,4,
Michael Herrington,U.S. House,4,Democrat,Perry,Richton City Hall 3070,6,
Jason Vitosky,U.S. House,4,Democrat,Perry,Richton City Hall 3070,0,
Barack Obama,President,,Democrat,Perry,Richton Multi Purpose 4080,20,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Richton Multi Purpose 4080,7,
Will Oatis,U.S. Senate,,Democrat,Perry,Richton Multi Purpose 4080,6,
Roger Weiner,U.S. Senate,,Democrat,Perry,Richton Multi Purpose 4080,5,
Michael Herrington,U.S. House,4,Democrat,Perry,Richton Multi Purpose 4080,18,
Jason Vitosky,U.S. House,4,Democrat,Perry,Richton Multi Purpose 4080,1,
Barack Obama,President,,Democrat,Perry,Hintonville 4090,30,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Hintonville 4090,16,
Will Oatis,U.S. Senate,,Democrat,Perry,Hintonville 4090,8,
Roger Weiner,U.S. Senate,,Democrat,Perry,Hintonville 4090,5,
Michael Herrington,U.S. House,4,Democrat,Perry,Hintonville 4090,24,
Jason Vitosky,U.S. House,4,Democrat,Perry,Hintonville 4090,5,
Barack Obama,President,,Democrat,Perry,Arlington 4100,4,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Arlington 4100,4,
Will Oatis,U.S. Senate,,Democrat,Perry,Arlington 4100,2,
Roger Weiner,U.S. Senate,,Democrat,Perry,Arlington 4100,1,
Michael Herrington,U.S. House,4,Democrat,Perry,Arlington 4100,5,
Jason Vitosky,U.S. House,4,Democrat,Perry,Arlington 4100,2,
Barack Obama,President,,Democrat,Perry,Courthouse 5110,7,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Courthouse 5110,3,
Will Oatis,U.S. Senate,,Democrat,Perry,Courthouse 5110,2,
Roger Weiner,U.S. Senate,,Democrat,Perry,Courthouse 5110,3,
Michael Herrington,U.S. House,4,Democrat,Perry,Courthouse 5110,8,
Jason Vitosky,U.S. House,4,Democrat,Perry,Courthouse 5110,0,
Barack Obama,President,,Democrat,Perry,Beaumont Senior Citizens 5120,8,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Beaumont Senior Citizens 5120,6,
Will Oatis,U.S. Senate,,Democrat,Perry,Beaumont Senior Citizens 5120,0,
Roger Weiner,U.S. Senate,,Democrat,Perry,Beaumont Senior Citizens 5120,2,
Michael Herrington,U.S. House,4,Democrat,Perry,Beaumont Senior Citizens 5120,7,
Jason Vitosky,U.S. House,4,Democrat,Perry,Beaumont Senior Citizens 5120,1,
Barack Obama,President,,Democrat,Perry,Thompson Hill 5130,5,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Thompson Hill 5130,6,
Will Oatis,U.S. Senate,,Democrat,Perry,Thompson Hill 5130,0,
Roger Weiner,U.S. Senate,,Democrat,Perry,Thompson Hill 5130,2,
Michael Herrington,U.S. House,4,Democrat,Perry,Thompson Hill 5130,6,
Jason Vitosky,U.S. House,4,Democrat,Perry,Thompson Hill 5130,2,
Barack Obama,President,,Democrat,Perry,Janice 5140,12,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Janice 5140,6,
Will Oatis,U.S. Senate,,Democrat,Perry,Janice 5140,0,
Roger Weiner,U.S. Senate,,Democrat,Perry,Janice 5140,6,
Michael Herrington,U.S. House,4,Democrat,Perry,Janice 5140,9,
Jason Vitosky,U.S. House,4,Democrat,Perry,Janice 5140,1,
Barack Obama,President,,Democrat,Perry,Deep Creek 5150,5,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,Deep Creek 5150,2,
Will Oatis,U.S. Senate,,Democrat,Perry,Deep Creek 5150,2,
Roger Weiner,U.S. Senate,,Democrat,Perry,Deep Creek 5150,1,
Michael Herrington,U.S. House,4,Democrat,Perry,Deep Creek 5150,5,
Jason Vitosky,U.S. House,4,Democrat,Perry,Deep Creek 5150,0,
Barack Obama,President,,Democrat,Perry,,203,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democrat,Perry,,105,TRUE
Will Oatis,U.S. Senate,,Democrat,Perry,,34,
Roger Weiner,U.S. Senate,,Democrat,Perry,,56,
Michael Herrington,U.S. House,4,Democrat,Perry,,167,TRUE
Jason Vitosky,U.S. House,4,Democrat,Perry,,25,
