candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Montgomery,Alva,0,
Newt Gingrich,President,,Republican,Montgomery,Alva,3,
Jon Huntsman,President,,Republican,Montgomery,Alva,0,
Gary Johnson,President,,Republican,Montgomery,Alva,0,
Ron Paul,President,,Republican,Montgomery,Alva,0,
Rick Perry,President,,Republican,Montgomery,Alva,0,
Mitt Romney,President,,Republican,Montgomery,Alva,5,
Rick Santorum,President,,Republican,Montgomery,Alva,4,
E. Allen Hathcock,U.S. Senate,,Republican,Montgomery,Alva,0,
Robert Maloney,U.S. Senate,,Republican,Montgomery,Alva,1,
Roger F. Wicker,U.S. Senate,,Republican,Montgomery,Alva,10,
Bill Marcy,U.S. House,2,Republican,Montgomery,Alva,7,
Michele Bachmann,President,,Republican,Montgomery,Lodi,0,
Newt Gingrich,President,,Republican,Montgomery,Lodi,4,
Jon Huntsman,President,,Republican,Montgomery,Lodi,0,
Gary Johnson,President,,Republican,Montgomery,Lodi,0,
Ron Paul,President,,Republican,Montgomery,Lodi,0,
Rick Perry,President,,Republican,Montgomery,Lodi,1,
Mitt Romney,President,,Republican,Montgomery,Lodi,2,
Rick Santorum,President,,Republican,Montgomery,Lodi,5,
E. Allen Hathcock,U.S. Senate,,Republican,Montgomery,Lodi,1,
Robert Maloney,U.S. Senate,,Republican,Montgomery,Lodi,0,
Roger F. Wicker,U.S. Senate,,Republican,Montgomery,Lodi,11,
Bill Marcy,U.S. House,2,Republican,Montgomery,Lodi,10,
Michele Bachmann,President,,Republican,Montgomery,Mt. Pisgah,0,
Newt Gingrich,President,,Republican,Montgomery,Mt. Pisgah,16,
Jon Huntsman,President,,Republican,Montgomery,Mt. Pisgah,1,
Gary Johnson,President,,Republican,Montgomery,Mt. Pisgah,0,
Ron Paul,President,,Republican,Montgomery,Mt. Pisgah,5,
Rick Perry,President,,Republican,Montgomery,Mt. Pisgah,1,
Mitt Romney,President,,Republican,Montgomery,Mt. Pisgah,13,
Rick Santorum,President,,Republican,Montgomery,Mt. Pisgah,30,
E. Allen Hathcock,U.S. Senate,,Republican,Montgomery,Mt. Pisgah,4,
Robert Maloney,U.S. Senate,,Republican,Montgomery,Mt. Pisgah,5,
Roger F. Wicker,U.S. Senate,,Republican,Montgomery,Mt. Pisgah,54,
Bill Marcy,U.S. House,2,Republican,Montgomery,Mt. Pisgah,48,
Michele Bachmann,President,,Republican,Montgomery,Nations,0,
Newt Gingrich,President,,Republican,Montgomery,Nations,29,
Jon Huntsman,President,,Republican,Montgomery,Nations,0,
Gary Johnson,President,,Republican,Montgomery,Nations,1,
Ron Paul,President,,Republican,Montgomery,Nations,0,
Rick Perry,President,,Republican,Montgomery,Nations,2,
Mitt Romney,President,,Republican,Montgomery,Nations,18,
Rick Santorum,President,,Republican,Montgomery,Nations,39,
E. Allen Hathcock,U.S. Senate,,Republican,Montgomery,Nations,9,
Robert Maloney,U.S. Senate,,Republican,Montgomery,Nations,4,
Roger F. Wicker,U.S. Senate,,Republican,Montgomery,Nations,73,
Bill Marcy,U.S. House,2,Republican,Montgomery,Nations,72,
Michele Bachmann,President,,Republican,Montgomery,Poplar Creek,0,
Newt Gingrich,President,,Republican,Montgomery,Poplar Creek,16,
Jon Huntsman,President,,Republican,Montgomery,Poplar Creek,0,
Gary Johnson,President,,Republican,Montgomery,Poplar Creek,1,
Ron Paul,President,,Republican,Montgomery,Poplar Creek,0,
Rick Perry,President,,Republican,Montgomery,Poplar Creek,1,
Mitt Romney,President,,Republican,Montgomery,Poplar Creek,12,
Rick Santorum,President,,Republican,Montgomery,Poplar Creek,14,
E. Allen Hathcock,U.S. Senate,,Republican,Montgomery,Poplar Creek,2,
Robert Maloney,U.S. Senate,,Republican,Montgomery,Poplar Creek,5,
Roger F. Wicker,U.S. Senate,,Republican,Montgomery,Poplar Creek,37,
Bill Marcy,U.S. House,2,Republican,Montgomery,Poplar Creek,37,
Michele Bachmann,President,,Republican,Montgomery,Stewart,0,
Newt Gingrich,President,,Republican,Montgomery,Stewart,11,
Jon Huntsman,President,,Republican,Montgomery,Stewart,0,
Gary Johnson,President,,Republican,Montgomery,Stewart,0,
Ron Paul,President,,Republican,Montgomery,Stewart,0,
Rick Perry,President,,Republican,Montgomery,Stewart,1,
Mitt Romney,President,,Republican,Montgomery,Stewart,15,
Rick Santorum,President,,Republican,Montgomery,Stewart,10,
E. Allen Hathcock,U.S. Senate,,Republican,Montgomery,Stewart,5,
Robert Maloney,U.S. Senate,,Republican,Montgomery,Stewart,0,
Roger F. Wicker,U.S. Senate,,Republican,Montgomery,Stewart,31,
Bill Marcy,U.S. House,2,Republican,Montgomery,Stewart,26,
Michele Bachmann,President,,Republican,Montgomery,West Winona,2,
Newt Gingrich,President,,Republican,Montgomery,West Winona,57,
Jon Huntsman,President,,Republican,Montgomery,West Winona,0,
Gary Johnson,President,,Republican,Montgomery,West Winona,1,
Ron Paul,President,,Republican,Montgomery,West Winona,3,
