candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Marion,National Guard,1,
Newt Gingrich,President,,Republican,Marion,National Guard,225,
Jon Huntsman,President,,Republican,Marion,National Guard,0,
Gary Johnson,President,,Republican,Marion,National Guard,0,
Ron Paul,President,,Republican,Marion,National Guard,7,
Rick Perry,President,,Republican,Marion,National Guard,1,
Mitt Romney,President,,Republican,Marion,National Guard,223,
Rick Santorum,President,,Republican,Marion,National Guard,181,
E. Allen Hathcock,U.S. Senate,,Republican,Marion,National Guard,18,
Robert Maloney,U.S. Senate,,Republican,Marion,National Guard,23,
Roger F. Wicker,U.S. Senate,,Republican,Marion,National Guard,584,
Cindy Burleson,U.S. House,4,Republican,Marion,National Guard,30,
Steven M. Palazzo,U.S. House,4,Republican,Marion,National Guard,552,
Ron Vincent,U.S. House,4,Republican,Marion,National Guard,42,
Michele Bachmann,President,,Republican,Marion,Morris,1,
Newt Gingrich,President,,Republican,Marion,Morris,121,
Jon Huntsman,President,,Republican,Marion,Morris,0,
Gary Johnson,President,,Republican,Marion,Morris,0,
Ron Paul,President,,Republican,Marion,Morris,12,
Rick Perry,President,,Republican,Marion,Morris,1,
Mitt Romney,President,,Republican,Marion,Morris,94,
Rick Santorum,President,,Republican,Marion,Morris,107,
E. Allen Hathcock,U.S. Senate,,Republican,Marion,Morris,11,
Robert Maloney,U.S. Senate,,Republican,Marion,Morris,23,
Roger F. Wicker,U.S. Senate,,Republican,Marion,Morris,294,
Cindy Burleson,U.S. House,4,Republican,Marion,Morris,15,
Steven M. Palazzo,U.S. House,4,Republican,Marion,Morris,263,
Ron Vincent,U.S. House,4,Republican,Marion,Morris,44,
Michele Bachmann,President,,Republican,Marion,Union,0,
Newt Gingrich,President,,Republican,Marion,Union,65,
Jon Huntsman,President,,Republican,Marion,Union,0,
Gary Johnson,President,,Republican,Marion,Union,0,
Ron Paul,President,,Republican,Marion,Union,4,
Rick Perry,President,,Republican,Marion,Union,1,
Mitt Romney,President,,Republican,Marion,Union,30,
Rick Santorum,President,,Republican,Marion,Union,46,
E. Allen Hathcock,U.S. Senate,,Republican,Marion,Union,13,
Robert Maloney,U.S. Senate,,Republican,Marion,Union,13,
Roger F. Wicker,U.S. Senate,,Republican,Marion,Union,115,
