candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Lauderdale,101 - One,449,
Mitt Romney,President,,Republican,Lauderdale,101 - One,1208,
Virgil Goode,President,,Constitution,Lauderdale,101 - One,2,
Gary Johnson,President,,Libertarian,Lauderdale,101 - One,7,
Jill Stein,President,,Green,Lauderdale,101 - One,5,
Barbara Dale Washer,President,,Reform,Lauderdale,101 - One,3,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,101 - One,395,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,101 - One,1228,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,101 - One,13,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,101 - One,10,
Gregg Harper,U.S. House,3,Republican,Lauderdale,101 - One,1345,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,101 - One,184,
Barack Obama,President,,Democrat,Lauderdale,105 - Five,554,
Mitt Romney,President,,Republican,Lauderdale,105 - Five,1003,
Virgil Goode,President,,Constitution,Lauderdale,105 - Five,1,
Gary Johnson,President,,Libertarian,Lauderdale,105 - Five,9,
Jill Stein,President,,Green,Lauderdale,105 - Five,0,
Barbara Dale Washer,President,,Reform,Lauderdale,105 - Five,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,105 - Five,473,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,105 - Five,1030,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,105 - Five,5,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,105 - Five,6,
Gregg Harper,U.S. House,3,Republican,Lauderdale,105 - Five,1186,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,105 - Five,194,
Barack Obama,President,,Democrat,Lauderdale,126 - Andrews Chapel,180,
Mitt Romney,President,,Republican,Lauderdale,126 - Andrews Chapel,524,
Virgil Goode,President,,Constitution,Lauderdale,126 - Andrews Chapel,0,
Gary Johnson,President,,Libertarian,Lauderdale,126 - Andrews Chapel,5,
Jill Stein,President,,Green,Lauderdale,126 - Andrews Chapel,1,
Barbara Dale Washer,President,,Reform,Lauderdale,126 - Andrews Chapel,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,126 - Andrews Chapel,161,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,126 - Andrews Chapel,526,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,126 - Andrews Chapel,4,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,126 - Andrews Chapel,5,
Gregg Harper,U.S. House,3,Republican,Lauderdale,126 - Andrews Chapel,587,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,126 - Andrews Chapel,68,
Barack Obama,President,,Democrat,Lauderdale,127 - Bailey,300,
Mitt Romney,President,,Republican,Lauderdale,127 - Bailey,850,
Virgil Goode,President,,Constitution,Lauderdale,127 - Bailey,2,
Gary Johnson,President,,Libertarian,Lauderdale,127 - Bailey,6,
Jill Stein,President,,Green,Lauderdale,127 - Bailey,3,
Barbara Dale Washer,President,,Reform,Lauderdale,127 - Bailey,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,127 - Bailey,273,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,127 - Bailey,847,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,127 - Bailey,8,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,127 - Bailey,9,
Gregg Harper,U.S. House,3,Republican,Lauderdale,127 - Bailey,927,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,127 - Bailey,131,
Barack Obama,President,,Democrat,Lauderdale,146 - New Lauderdale,192,
Mitt Romney,President,,Republican,Lauderdale,146 - New Lauderdale,1060,
Virgil Goode,President,,Constitution,Lauderdale,146 - New Lauderdale,2,
Gary Johnson,President,,Libertarian,Lauderdale,146 - New Lauderdale,10,
Jill Stein,President,,Green,Lauderdale,146 - New Lauderdale,1,
Barbara Dale Washer,President,,Reform,Lauderdale,146 - New Lauderdale,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,146 - New Lauderdale,178,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,146 - New Lauderdale,1052,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,146 - New Lauderdale,6,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,146 - New Lauderdale,7,
Gregg Harper,U.S. House,3,Republican,Lauderdale,146 - New Lauderdale,1131,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,146 - New Lauderdale,85,
Barack Obama,President,,Democrat,Lauderdale,153 - Prospect,74,
Mitt Romney,President,,Republican,Lauderdale,153 - Prospect,282,
Virgil Goode,President,,Constitution,Lauderdale,153 - Prospect,0,
Gary Johnson,President,,Libertarian,Lauderdale,153 - Prospect,2,
Jill Stein,President,,Green,Lauderdale,153 - Prospect,0,
Barbara Dale Washer,President,,Reform,Lauderdale,153 - Prospect,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,153 - Prospect,55,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,153 - Prospect,293,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,153 - Prospect,3,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,153 - Prospect,2,
Gregg Harper,U.S. House,3,Republican,Lauderdale,153 - Prospect,310,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,153 - Prospect,24,
Barack Obama,President,,Democrat,Lauderdale,175 - West Dalewood,23,
Mitt Romney,President,,Republican,Lauderdale,175 - West Dalewood,127,
Virgil Goode,President,,Constitution,Lauderdale,175 - West Dalewood,0,
Gary Johnson,President,,Libertarian,Lauderdale,175 - West Dalewood,3,
Jill Stein,President,,Green,Lauderdale,175 - West Dalewood,1,
Barbara Dale Washer,President,,Reform,Lauderdale,175 - West Dalewood,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,175 - West Dalewood,24,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,175 - West Dalewood,125,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,175 - West Dalewood,1,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,175 - West Dalewood,1,
Gregg Harper,U.S. House,3,Republican,Lauderdale,175 - West Dalewood,142,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,175 - West Dalewood,3,
Barack Obama,President,,Democrat,Lauderdale,202 - Two,90,
Mitt Romney,President,,Republican,Lauderdale,202 - Two,163,
Virgil Goode,President,,Constitution,Lauderdale,202 - Two,0,
Gary Johnson,President,,Libertarian,Lauderdale,202 - Two,4,
Jill Stein,President,,Green,Lauderdale,202 - Two,0,
Barbara Dale Washer,President,,Reform,Lauderdale,202 - Two,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,202 - Two,74,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,202 - Two,174,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,202 - Two,3,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,202 - Two,2,
Gregg Harper,U.S. House,3,Republican,Lauderdale,202 - Two,203,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,202 - Two,38,
Barack Obama,President,,Democrat,Lauderdale,204 - Four,460,
Mitt Romney,President,,Republican,Lauderdale,204 - Four,74,
Virgil Goode,President,,Constitution,Lauderdale,204 - Four,0,
Gary Johnson,President,,Libertarian,Lauderdale,204 - Four,2,
Jill Stein,President,,Green,Lauderdale,204 - Four,1,
Barbara Dale Washer,President,,Reform,Lauderdale,204 - Four,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,204 - Four,389,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,204 - Four,94,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,204 - Four,1,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,204 - Four,5,
Gregg Harper,U.S. House,3,Republican,Lauderdale,204 - Four,183,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,204 - Four,164,
Barack Obama,President,,Democrat,Lauderdale,206 - Six,1397,
Mitt Romney,President,,Republican,Lauderdale,206 - Six,163,
Virgil Goode,President,,Constitution,Lauderdale,206 - Six,2,
Gary Johnson,President,,Libertarian,Lauderdale,206 - Six,2,
Jill Stein,President,,Green,Lauderdale,206 - Six,1,
Barbara Dale Washer,President,,Reform,Lauderdale,206 - Six,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,206 - Six,1189,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,206 - Six,231,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,206 - Six,20,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,206 - Six,18,
Gregg Harper,U.S. House,3,Republican,Lauderdale,206 - Six,512,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,206 - Six,437,
Barack Obama,President,,Democrat,Lauderdale,214 - Fourteen,476,
Mitt Romney,President,,Republican,Lauderdale,214 - Fourteen,32,
Virgil Goode,President,,Constitution,Lauderdale,214 - Fourteen,0,
Gary Johnson,President,,Libertarian,Lauderdale,214 - Fourteen,0,
Jill Stein,President,,Green,Lauderdale,214 - Fourteen,0,
Barbara Dale Washer,President,,Reform,Lauderdale,214 - Fourteen,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,214 - Fourteen,400,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,214 - Fourteen,58,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,214 - Fourteen,7,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,214 - Fourteen,6,
Gregg Harper,U.S. House,3,Republican,Lauderdale,214 - Fourteen,166,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,214 - Fourteen,142,
Barack Obama,President,,Democrat,Lauderdale,235 - Daleville,189,
Mitt Romney,President,,Republican,Lauderdale,235 - Daleville,83,
Virgil Goode,President,,Constitution,Lauderdale,235 - Daleville,2,
Gary Johnson,President,,Libertarian,Lauderdale,235 - Daleville,2,
Jill Stein,President,,Green,Lauderdale,235 - Daleville,0,
Barbara Dale Washer,President,,Reform,Lauderdale,235 - Daleville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lauderdale,235 - Daleville,169,
Roger F. Wicker,U.S. Senate,,Republican,Lauderdale,235 - Daleville,90,
Thomas Cramer,U.S. Senate,,Constitution,Lauderdale,235 - Daleville,3,
Shawn O'Hara,U.S. Senate,,Reform,Lauderdale,235 - Daleville,8,
Gregg Harper,U.S. House,3,Republican,Lauderdale,235 - Daleville,134,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lauderdale,235 - Daleville,56,
Barack Obama,President,,Democrat,Lauderdale,237 - East Lauderdale,277,
Mitt Romney,President,,Republican,Lauderdale,237 - East Lauderdale,610,
Virgil Goode,President,,Constitution,Lauderdale,237 - East Lauderdale,1,
Gary Johnson,President,,Libertarian,Lauderdale,237 - East Lauderdale,5,
