candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Webster,Eupora No. 1,0,
Newt Gingrich,President,,Republican,Webster,Eupora No. 1,65,
Jon Huntsman,President,,Republican,Webster,Eupora No. 1,0,
Gary Johnson,President,,Republican,Webster,Eupora No. 1,0,
Ron Paul,President,,Republican,Webster,Eupora No. 1,5,
Rick Perry,President,,Republican,Webster,Eupora No. 1,0,
Mitt Romney,President,,Republican,Webster,Eupora No. 1,86,
Rick Santorum,President,,Republican,Webster,Eupora No. 1,102,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Eupora No. 1,13,
Robert Maloney,U.S. Senate,,Republican,Webster,Eupora No. 1,4,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Eupora No. 1,240,
Robert Estes,U.S. House,1,Republican,Webster,Eupora No. 1,10,
Alan Nunnelee,U.S. House,1,Republican,Webster,Eupora No. 1,60,
Henry Ross,U.S. House,1,Republican,Webster,Eupora No. 1,184,
Michele Bachmann,President,,Republican,Webster,Bluff Springs,0,
Newt Gingrich,President,,Republican,Webster,Bluff Springs,7,
Jon Huntsman,President,,Republican,Webster,Bluff Springs,0,
Gary Johnson,President,,Republican,Webster,Bluff Springs,1,
Ron Paul,President,,Republican,Webster,Bluff Springs,2,
Rick Perry,President,,Republican,Webster,Bluff Springs,0,
Mitt Romney,President,,Republican,Webster,Bluff Springs,11,
Rick Santorum,President,,Republican,Webster,Bluff Springs,14,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Bluff Springs,3,
Robert Maloney,U.S. Senate,,Republican,Webster,Bluff Springs,2,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Bluff Springs,29,
Robert Estes,U.S. House,1,Republican,Webster,Bluff Springs,2,
Alan Nunnelee,U.S. House,1,Republican,Webster,Bluff Springs,6,
Henry Ross,U.S. House,1,Republican,Webster,Bluff Springs,27,
Michele Bachmann,President,,Republican,Webster,Eupora No. 2,0,
Newt Gingrich,President,,Republican,Webster,Eupora No. 2,43,
Jon Huntsman,President,,Republican,Webster,Eupora No. 2,1,
Gary Johnson,President,,Republican,Webster,Eupora No. 2,0,
Ron Paul,President,,Republican,Webster,Eupora No. 2,7,
Rick Perry,President,,Republican,Webster,Eupora No. 2,0,
Mitt Romney,President,,Republican,Webster,Eupora No. 2,33,
Rick Santorum,President,,Republican,Webster,Eupora No. 2,37,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Eupora No. 2,12,
Robert Maloney,U.S. Senate,,Republican,Webster,Eupora No. 2,4,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Eupora No. 2,104,
Robert Estes,U.S. House,1,Republican,Webster,Eupora No. 2,9,
Alan Nunnelee,U.S. House,1,Republican,Webster,Eupora No. 2,22,
Henry Ross,U.S. House,1,Republican,Webster,Eupora No. 2,89,
Michele Bachmann,President,,Republican,Webster,Walthall,2,
Newt Gingrich,President,,Republican,Webster,Walthall,50,
Jon Huntsman,President,,Republican,Webster,Walthall,0,
Gary Johnson,President,,Republican,Webster,Walthall,0,
Ron Paul,President,,Republican,Webster,Walthall,5,
Rick Perry,President,,Republican,Webster,Walthall,2,
Mitt Romney,President,,Republican,Webster,Walthall,41,
Rick Santorum,President,,Republican,Webster,Walthall,48,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Walthall,7,
Robert Maloney,U.S. Senate,,Republican,Webster,Walthall,4,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Walthall,131,
Robert Estes,U.S. House,1,Republican,Webster,Walthall,4,
Alan Nunnelee,U.S. House,1,Republican,Webster,Walthall,28,
Henry Ross,U.S. House,1,Republican,Webster,Walthall,115,
Michele Bachmann,President,,Republican,Webster,Bellefontaine,0,
Newt Gingrich,President,,Republican,Webster,Bellefontaine,30,
Jon Huntsman,President,,Republican,Webster,Bellefontaine,0,
Gary Johnson,President,,Republican,Webster,Bellefontaine,0,
Ron Paul,President,,Republican,Webster,Bellefontaine,5,
Rick Perry,President,,Republican,Webster,Bellefontaine,0,
Mitt Romney,President,,Republican,Webster,Bellefontaine,27,
Rick Santorum,President,,Republican,Webster,Bellefontaine,39,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Bellefontaine,1,
Robert Maloney,U.S. Senate,,Republican,Webster,Bellefontaine,2,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Bellefontaine,99,
Robert Estes,U.S. House,1,Republican,Webster,Bellefontaine,2,
Alan Nunnelee,U.S. House,1,Republican,Webster,Bellefontaine,29,
Henry Ross,U.S. House,1,Republican,Webster,Bellefontaine,67,
Michele Bachmann,President,,Republican,Webster,Cadaretta,0,
Newt Gingrich,President,,Republican,Webster,Cadaretta,23,
Jon Huntsman,President,,Republican,Webster,Cadaretta,0,
Gary Johnson,President,,Republican,Webster,Cadaretta,0,
Ron Paul,President,,Republican,Webster,Cadaretta,1,
Rick Perry,President,,Republican,Webster,Cadaretta,1,
Mitt Romney,President,,Republican,Webster,Cadaretta,18,
Rick Santorum,President,,Republican,Webster,Cadaretta,17,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Cadaretta,4,
Robert Maloney,U.S. Senate,,Republican,Webster,Cadaretta,1,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Cadaretta,56,
Robert Estes,U.S. House,1,Republican,Webster,Cadaretta,2,
Alan Nunnelee,U.S. House,1,Republican,Webster,Cadaretta,22,
Henry Ross,U.S. House,1,Republican,Webster,Cadaretta,36,
Michele Bachmann,President,,Republican,Webster,Eupora No. 3,0,
Newt Gingrich,President,,Republican,Webster,Eupora No. 3,39,
Jon Huntsman,President,,Republican,Webster,Eupora No. 3,0,
Gary Johnson,President,,Republican,Webster,Eupora No. 3,1,
Ron Paul,President,,Republican,Webster,Eupora No. 3,4,
Rick Perry,President,,Republican,Webster,Eupora No. 3,0,
Mitt Romney,President,,Republican,Webster,Eupora No. 3,30,
Rick Santorum,President,,Republican,Webster,Eupora No. 3,31,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Eupora No. 3,13,
Robert Maloney,U.S. Senate,,Republican,Webster,Eupora No. 3,3,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Eupora No. 3,87,
Robert Estes,U.S. House,1,Republican,Webster,Eupora No. 3,1,
Alan Nunnelee,U.S. House,1,Republican,Webster,Eupora No. 3,31,
Henry Ross,U.S. House,1,Republican,Webster,Eupora No. 3,75,
Michele Bachmann,President,,Republican,Webster,Grady,4,
Newt Gingrich,President,,Republican,Webster,Grady,37,
Jon Huntsman,President,,Republican,Webster,Grady,0,
Gary Johnson,President,,Republican,Webster,Grady,0,
Ron Paul,President,,Republican,Webster,Grady,2,
Rick Perry,President,,Republican,Webster,Grady,3,
Mitt Romney,President,,Republican,Webster,Grady,30,
Rick Santorum,President,,Republican,Webster,Grady,30,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Grady,11,
Robert Maloney,U.S. Senate,,Republican,Webster,Grady,9,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Grady,83,
Robert Estes,U.S. House,1,Republican,Webster,Grady,7,
Alan Nunnelee,U.S. House,1,Republican,Webster,Grady,20,
Henry Ross,U.S. House,1,Republican,Webster,Grady,77,
Michele Bachmann,President,,Republican,Webster,Tomnolen,0,
Newt Gingrich,President,,Republican,Webster,Tomnolen,39,
Jon Huntsman,President,,Republican,Webster,Tomnolen,1,
Gary Johnson,President,,Republican,Webster,Tomnolen,1,
Ron Paul,President,,Republican,Webster,Tomnolen,1,
Rick Perry,President,,Republican,Webster,Tomnolen,2,
Mitt Romney,President,,Republican,Webster,Tomnolen,35,
Rick Santorum,President,,Republican,Webster,Tomnolen,52,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Tomnolen,7,
Robert Maloney,U.S. Senate,,Republican,Webster,Tomnolen,5,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Tomnolen,116,
Robert Estes,U.S. House,1,Republican,Webster,Tomnolen,3,
Alan Nunnelee,U.S. House,1,Republican,Webster,Tomnolen,38,
Henry Ross,U.S. House,1,Republican,Webster,Tomnolen,90,
Michele Bachmann,President,,Republican,Webster,Fay,1,
Newt Gingrich,President,,Republican,Webster,Fay,19,
Jon Huntsman,President,,Republican,Webster,Fay,0,
Gary Johnson,President,,Republican,Webster,Fay,1,
Ron Paul,President,,Republican,Webster,Fay,1,
Rick Perry,President,,Republican,Webster,Fay,0,
Mitt Romney,President,,Republican,Webster,Fay,17,
Rick Santorum,President,,Republican,Webster,Fay,16,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Fay,20,
Robert Maloney,U.S. Senate,,Republican,Webster,Fay,2,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Fay,30,
Robert Estes,U.S. House,1,Republican,Webster,Fay,9,
Alan Nunnelee,U.S. House,1,Republican,Webster,Fay,19,
Henry Ross,U.S. House,1,Republican,Webster,Fay,23,
Michele Bachmann,President,,Republican,Webster,Mathiston,1,
Newt Gingrich,President,,Republican,Webster,Mathiston,51,
Jon Huntsman,President,,Republican,Webster,Mathiston,0,
Gary Johnson,President,,Republican,Webster,Mathiston,1,
Ron Paul,President,,Republican,Webster,Mathiston,3,
Rick Perry,President,,Republican,Webster,Mathiston,1,
Mitt Romney,President,,Republican,Webster,Mathiston,48,
Rick Santorum,President,,Republican,Webster,Mathiston,76,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Mathiston,8,
Robert Maloney,U.S. Senate,,Republican,Webster,Mathiston,7,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Mathiston,161,
Robert Estes,U.S. House,1,Republican,Webster,Mathiston,14,
Alan Nunnelee,U.S. House,1,Republican,Webster,Mathiston,71,
Henry Ross,U.S. House,1,Republican,Webster,Mathiston,90,
Michele Bachmann,President,,Republican,Webster,Maben,1,
Newt Gingrich,President,,Republican,Webster,Maben,50,
Jon Huntsman,President,,Republican,Webster,Maben,0,
Gary Johnson,President,,Republican,Webster,Maben,0,
Ron Paul,President,,Republican,Webster,Maben,1,
Rick Perry,President,,Republican,Webster,Maben,5,
Mitt Romney,President,,Republican,Webster,Maben,32,
Rick Santorum,President,,Republican,Webster,Maben,49,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Maben,9,
Robert Maloney,U.S. Senate,,Republican,Webster,Maben,7,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Maben,120,
Robert Estes,U.S. House,1,Republican,Webster,Maben,12,
Alan Nunnelee,U.S. House,1,Republican,Webster,Maben,66,
Henry Ross,U.S. House,1,Republican,Webster,Maben,57,
Michele Bachmann,President,,Republican,Webster,Big Black,1,
Newt Gingrich,President,,Republican,Webster,Big Black,38,
Jon Huntsman,President,,Republican,Webster,Big Black,0,
Gary Johnson,President,,Republican,Webster,Big Black,0,
Ron Paul,President,,Republican,Webster,Big Black,4,
Rick Perry,President,,Republican,Webster,Big Black,0,
Mitt Romney,President,,Republican,Webster,Big Black,27,
Rick Santorum,President,,Republican,Webster,Big Black,46,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Big Black,4,
Robert Maloney,U.S. Senate,,Republican,Webster,Big Black,7,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Big Black,104,
Robert Estes,U.S. House,1,Republican,Webster,Big Black,5,
Alan Nunnelee,U.S. House,1,Republican,Webster,Big Black,60,
Henry Ross,U.S. House,1,Republican,Webster,Big Black,47,
Michele Bachmann,President,,Republican,Webster,Fame,0,
Newt Gingrich,President,,Republican,Webster,Fame,37,
Jon Huntsman,President,,Republican,Webster,Fame,0,
Gary Johnson,President,,Republican,Webster,Fame,0,
Ron Paul,President,,Republican,Webster,Fame,2,
Rick Perry,President,,Republican,Webster,Fame,2,
Mitt Romney,President,,Republican,Webster,Fame,15,
Rick Santorum,President,,Republican,Webster,Fame,60,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Fame,3,
Robert Maloney,U.S. Senate,,Republican,Webster,Fame,5,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Fame,108,
Robert Estes,U.S. House,1,Republican,Webster,Fame,2,
Alan Nunnelee,U.S. House,1,Republican,Webster,Fame,45,
Henry Ross,U.S. House,1,Republican,Webster,Fame,65,
Michele Bachmann,President,,Republican,Webster,Clarkson,2,
Newt Gingrich,President,,Republican,Webster,Clarkson,47,
Jon Huntsman,President,,Republican,Webster,Clarkson,0,
Gary Johnson,President,,Republican,Webster,Clarkson,0,
Ron Paul,President,,Republican,Webster,Clarkson,3,
Rick Perry,President,,Republican,Webster,Clarkson,0,
Mitt Romney,President,,Republican,Webster,Clarkson,32,
Rick Santorum,President,,Republican,Webster,Clarkson,36,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Clarkson,2,
Robert Maloney,U.S. Senate,,Republican,Webster,Clarkson,8,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Clarkson,107,
Robert Estes,U.S. House,1,Republican,Webster,Clarkson,6,
Alan Nunnelee,U.S. House,1,Republican,Webster,Clarkson,47,
Henry Ross,U.S. House,1,Republican,Webster,Clarkson,65,
Michele Bachmann,President,,Republican,Webster,Cumberland,0,
Newt Gingrich,President,,Republican,Webster,Cumberland,26,
Jon Huntsman,President,,Republican,Webster,Cumberland,0,
Gary Johnson,President,,Republican,Webster,Cumberland,0,
Ron Paul,President,,Republican,Webster,Cumberland,2,
Rick Perry,President,,Republican,Webster,Cumberland,1,
Mitt Romney,President,,Republican,Webster,Cumberland,24,
Rick Santorum,President,,Republican,Webster,Cumberland,47,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Cumberland,1,
Robert Maloney,U.S. Senate,,Republican,Webster,Cumberland,4,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Cumberland,94,
Robert Estes,U.S. House,1,Republican,Webster,Cumberland,4,
Alan Nunnelee,U.S. House,1,Republican,Webster,Cumberland,50,
Henry Ross,U.S. House,1,Republican,Webster,Cumberland,43,
Michele Bachmann,President,,Republican,Webster,Mantee,1,
Newt Gingrich,President,,Republican,Webster,Mantee,47,
Jon Huntsman,President,,Republican,Webster,Mantee,1,
Gary Johnson,President,,Republican,Webster,Mantee,1,
Ron Paul,President,,Republican,Webster,Mantee,4,
Rick Perry,President,,Republican,Webster,Mantee,3,
Mitt Romney,President,,Republican,Webster,Mantee,45,
Rick Santorum,President,,Republican,Webster,Mantee,43,
E. Allen Hathcock,U.S. Senate,,Republican,Webster,Mantee,5,
Robert Maloney,U.S. Senate,,Republican,Webster,Mantee,3,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Mantee,134,
Robert Estes,U.S. House,1,Republican,Webster,Mantee,7,
Alan Nunnelee,U.S. House,1,Republican,Webster,Mantee,76,
Henry Ross,U.S. House,1,Republican,Webster,Mantee,59,
Michele Bachmann,President,,Republican,Webster,,13,
Newt Gingrich,President,,Republican,Webster,,648,
Jon Huntsman,President,,Republican,Webster,,3,
Gary Johnson,President,,Republican,Webster,,6,
Ron Paul,President,,Republican,Webster,,52,
Rick Perry,President,,Republican,Webster,,20,
Mitt Romney,President,,Republican,Webster,,551,
Rick Santorum,President,,Republican,Webster,,743,TRUE
E. Allen Hathcock,U.S. Senate,,Republican,Webster,,123,
Robert Maloney,U.S. Senate,,Republican,Webster,,77,
Roger F. Wicker,U.S. Senate,,Republican,Webster,,1803,TRUE
Robert Estes,U.S. House,1,Republican,Webster,,99,
Alan Nunnelee,U.S. House,1,Republican,Webster,,690,
Henry Ross,U.S. House,1,Republican,Webster,,1209,TRUE
