candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Sunflower,11-Inverness,1,
Newt Gingrich,President,,Republican,Sunflower,11-Inverness,57,
Jon Huntsman,President,,Republican,Sunflower,11-Inverness,0,
Gary Johnson,President,,Republican,Sunflower,11-Inverness,0,
Ron Paul,President,,Republican,Sunflower,11-Inverness,1,
Rick Perry,President,,Republican,Sunflower,11-Inverness,1,
Mitt Romney,President,,Republican,Sunflower,11-Inverness,68,
Rick Santorum,President,,Republican,Sunflower,11-Inverness,29,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,11-Inverness,3,
Robert Maloney,U.S. Senate,,Republican,Sunflower,11-Inverness,5,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,11-Inverness,147,
Bill Marcy,U.S. House,2,Republican,Sunflower,11-Inverness,136,
Michele Bachmann,President,,Republican,Sunflower,22-Indianola #2 East,0,
Newt Gingrich,President,,Republican,Sunflower,22-Indianola #2 East,0,
Jon Huntsman,President,,Republican,Sunflower,22-Indianola #2 East,0,
Gary Johnson,President,,Republican,Sunflower,22-Indianola #2 East,0,
Ron Paul,President,,Republican,Sunflower,22-Indianola #2 East,0,
Rick Perry,President,,Republican,Sunflower,22-Indianola #2 East,0,
Mitt Romney,President,,Republican,Sunflower,22-Indianola #2 East,0,
Rick Santorum,President,,Republican,Sunflower,22-Indianola #2 East,0,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,22-Indianola #2 East,0,
Robert Maloney,U.S. Senate,,Republican,Sunflower,22-Indianola #2 East,0,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,22-Indianola #2 East,0,
Bill Marcy,U.S. House,2,Republican,Sunflower,22-Indianola #2 East,0,
Michele Bachmann,President,,Republican,Sunflower,33-Indianola #3 Northeast,1,
Newt Gingrich,President,,Republican,Sunflower,33-Indianola #3 Northeast,26,
Jon Huntsman,President,,Republican,Sunflower,33-Indianola #3 Northeast,0,
Gary Johnson,President,,Republican,Sunflower,33-Indianola #3 Northeast,0,
Ron Paul,President,,Republican,Sunflower,33-Indianola #3 Northeast,2,
Rick Perry,President,,Republican,Sunflower,33-Indianola #3 Northeast,1,
Mitt Romney,President,,Republican,Sunflower,33-Indianola #3 Northeast,27,
Rick Santorum,President,,Republican,Sunflower,33-Indianola #3 Northeast,17,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,33-Indianola #3 Northeast,5,
Robert Maloney,U.S. Senate,,Republican,Sunflower,33-Indianola #3 Northeast,3,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,33-Indianola #3 Northeast,66,
Bill Marcy,U.S. House,2,Republican,Sunflower,33-Indianola #3 Northeast,62,
Michele Bachmann,President,,Republican,Sunflower,12-Moorhead,1,
Newt Gingrich,President,,Republican,Sunflower,12-Moorhead,20,
Jon Huntsman,President,,Republican,Sunflower,12-Moorhead,0,
Gary Johnson,President,,Republican,Sunflower,12-Moorhead,0,
Ron Paul,President,,Republican,Sunflower,12-Moorhead,0,
Rick Perry,President,,Republican,Sunflower,12-Moorhead,0,
Mitt Romney,President,,Republican,Sunflower,12-Moorhead,22,
Rick Santorum,President,,Republican,Sunflower,12-Moorhead,12,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,12-Moorhead,1,
Robert Maloney,U.S. Senate,,Republican,Sunflower,12-Moorhead,1,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,12-Moorhead,53,
Bill Marcy,U.S. House,2,Republican,Sunflower,12-Moorhead,47,
Michele Bachmann,President,,Republican,Sunflower,34-Sunflower 3,0,
Newt Gingrich,President,,Republican,Sunflower,34-Sunflower 3,2,
Jon Huntsman,President,,Republican,Sunflower,34-Sunflower 3,0,
Gary Johnson,President,,Republican,Sunflower,34-Sunflower 3,0,
Ron Paul,President,,Republican,Sunflower,34-Sunflower 3,1,
Rick Perry,President,,Republican,Sunflower,34-Sunflower 3,0,
Mitt Romney,President,,Republican,Sunflower,34-Sunflower 3,6,
Rick Santorum,President,,Republican,Sunflower,34-Sunflower 3,0,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,34-Sunflower 3,0,
Robert Maloney,U.S. Senate,,Republican,Sunflower,34-Sunflower 3,2,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,34-Sunflower 3,7,
Bill Marcy,U.S. House,2,Republican,Sunflower,34-Sunflower 3,7,
Michele Bachmann,President,,Republican,Sunflower,31-Indianola #3 South,0,
Newt Gingrich,President,,Republican,Sunflower,31-Indianola #3 South,67,
Jon Huntsman,President,,Republican,Sunflower,31-Indianola #3 South,1,
Gary Johnson,President,,Republican,Sunflower,31-Indianola #3 South,0,
Ron Paul,President,,Republican,Sunflower,31-Indianola #3 South,1,
Rick Perry,President,,Republican,Sunflower,31-Indianola #3 South,1,
Mitt Romney,President,,Republican,Sunflower,31-Indianola #3 South,94,
Rick Santorum,President,,Republican,Sunflower,31-Indianola #3 South,47,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,31-Indianola #3 South,7,
Robert Maloney,U.S. Senate,,Republican,Sunflower,31-Indianola #3 South,11,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,31-Indianola #3 South,189,
Bill Marcy,U.S. House,2,Republican,Sunflower,31-Indianola #3 South,175,
Michele Bachmann,President,,Republican,Sunflower,41-Fairview-Hale,0,
Newt Gingrich,President,,Republican,Sunflower,41-Fairview-Hale,7,
Jon Huntsman,President,,Republican,Sunflower,41-Fairview-Hale,0,
Gary Johnson,President,,Republican,Sunflower,41-Fairview-Hale,0,
Ron Paul,President,,Republican,Sunflower,41-Fairview-Hale,0,
Rick Perry,President,,Republican,Sunflower,41-Fairview-Hale,1,
Mitt Romney,President,,Republican,Sunflower,41-Fairview-Hale,14,
Rick Santorum,President,,Republican,Sunflower,41-Fairview-Hale,2,
E. Allen Hathcock,U.S. Senate,,Republican,Sunflower,41-Fairview-Hale,2,
Robert Maloney,U.S. Senate,,Republican,Sunflower,41-Fairview-Hale,0,
Roger F. Wicker,U.S. Senate,,Republican,Sunflower,41-Fairview-Hale,21,
Bill Marcy,U.S. House,2,Republican,Sunflower,41-Fairview-Hale,17,
Michele Bachmann,President,,Republican,Sunflower,32-Indianola #3 North,0,
