candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Sharkey,Rolling Fork First District,263,
Mitt Romney,President,,Republican,Sharkey,Rolling Fork First District,282,
Virgil Goode,President,,Constitution,Sharkey,Rolling Fork First District,1,
Gary Johnson,President,,Libertarian,Sharkey,Rolling Fork First District,0,
Jill Stein,President,,Green,Sharkey,Rolling Fork First District,0,
Barbara Dale Washer,President,,Reform,Sharkey,Rolling Fork First District,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sharkey,Rolling Fork First District,212,
Roger F. Wicker,U.S. Senate,,Republican,Sharkey,Rolling Fork First District,290,
Thomas Cramer,U.S. Senate,,Constitution,Sharkey,Rolling Fork First District,4,
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork First District,5,
Bill Marcy,U.S. House,2,Republican,Sharkey,Rolling Fork First District,235,
Benne G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork First District,290,
Cobby Mondale Williams,U.S. House,2,Independent,Sharkey,Rolling Fork First District,3,
Lajena Williams,U.S. House,2,Reform,Sharkey,Rolling Fork First District,1,
Barack Obama,President,,Democrat,Sharkey,Spanish Fort First District,4,
Mitt Romney,President,,Republican,Sharkey,Spanish Fort First District,33,
Virgil Goode,President,,Constitution,Sharkey,Spanish Fort First District,0,
Gary Johnson,President,,Libertarian,Sharkey,Spanish Fort First District,2,
Jill Stein,President,,Green,Sharkey,Spanish Fort First District,0,
Barbara Dale Washer,President,,Reform,Sharkey,Spanish Fort First District,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sharkey,Spanish Fort First District,3,
Roger F. Wicker,U.S. Senate,,Republican,Sharkey,Spanish Fort First District,34,
Thomas Cramer,U.S. Senate,,Constitution,Sharkey,Spanish Fort First District,0,
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Spanish Fort First District,0,
Bill Marcy,U.S. House,2,Republican,Sharkey,Spanish Fort First District,29,
Benne G. Thompson,U.S. House,2,Democrat,Sharkey,Spanish Fort First District,6,
Cobby Mondale Williams,U.S. House,2,Independent,Sharkey,Spanish Fort First District,1,
Lajena Williams,U.S. House,2,Reform,Sharkey,Spanish Fort First District,0,
Barack Obama,President,,Democrat,Sharkey,Cary Second District,289,
Mitt Romney,President,,Republican,Sharkey,Cary Second District,90,
Virgil Goode,President,,Constitution,Sharkey,Cary Second District,1,
Gary Johnson,President,,Libertarian,Sharkey,Cary Second District,1,
Jill Stein,President,,Green,Sharkey,Cary Second District,0,
Barbara Dale Washer,President,,Reform,Sharkey,Cary Second District,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sharkey,Cary Second District,204,
Roger F. Wicker,U.S. Senate,,Republican,Sharkey,Cary Second District,109,
Thomas Cramer,U.S. Senate,,Constitution,Sharkey,Cary Second District,6,
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Cary Second District,9,
Bill Marcy,U.S. House,2,Republican,Sharkey,Cary Second District,79,
Benne G. Thompson,U.S. House,2,Democrat,Sharkey,Cary Second District,274,
Cobby Mondale Williams,U.S. House,2,Independent,Sharkey,Cary Second District,5,
Lajena Williams,U.S. House,2,Reform,Sharkey,Cary Second District,4,
Barack Obama,President,,Democrat,Sharkey,Rolling Fork Second District,42,
Mitt Romney,President,,Republican,Sharkey,Rolling Fork Second District,0,
Virgil Goode,President,,Constitution,Sharkey,Rolling Fork Second District,0,
Gary Johnson,President,,Libertarian,Sharkey,Rolling Fork Second District,0,
Jill Stein,President,,Green,Sharkey,Rolling Fork Second District,0,
Barbara Dale Washer,President,,Reform,Sharkey,Rolling Fork Second District,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sharkey,Rolling Fork Second District,29,
Roger F. Wicker,U.S. Senate,,Republican,Sharkey,Rolling Fork Second District,4,
Thomas Cramer,U.S. Senate,,Constitution,Sharkey,Rolling Fork Second District,1,
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork Second District,0,
Bill Marcy,U.S. House,2,Republican,Sharkey,Rolling Fork Second District,1,
Benne G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork Second District,34,
Cobby Mondale Williams,U.S. House,2,Independent,Sharkey,Rolling Fork Second District,0,
Lajena Williams,U.S. House,2,Reform,Sharkey,Rolling Fork Second District,0,
Barack Obama,President,,Democrat,Sharkey,Rolling Fork Third District,458,
Mitt Romney,President,,Republican,Sharkey,Rolling Fork Third District,25,
Virgil Goode,President,,Constitution,Sharkey,Rolling Fork Third District,0,
Gary Johnson,President,,Libertarian,Sharkey,Rolling Fork Third District,1,
Jill Stein,President,,Green,Sharkey,Rolling Fork Third District,0,
Barbara Dale Washer,President,,Reform,Sharkey,Rolling Fork Third District,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sharkey,Rolling Fork Third District,355,
Roger F. Wicker,U.S. Senate,,Republican,Sharkey,Rolling Fork Third District,57,
Thomas Cramer,U.S. Senate,,Constitution,Sharkey,Rolling Fork Third District,0,
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Rolling Fork Third District,3,
Bill Marcy,U.S. House,2,Republican,Sharkey,Rolling Fork Third District,25,
Benne G. Thompson,U.S. House,2,Democrat,Sharkey,Rolling Fork Third District,445,
Cobby Mondale Williams,U.S. House,2,Independent,Sharkey,Rolling Fork Third District,3,
Lajena Williams,U.S. House,2,Reform,Sharkey,Rolling Fork Third District,1,
Barack Obama,President,,Democrat,Sharkey,Anguilla Fourth District,214,
Mitt Romney,President,,Republican,Sharkey,Anguilla Fourth District,179,
Virgil Goode,President,,Constitution,Sharkey,Anguilla Fourth District,1,
Gary Johnson,President,,Libertarian,Sharkey,Anguilla Fourth District,1,
Jill Stein,President,,Green,Sharkey,Anguilla Fourth District,1,
Barbara Dale Washer,President,,Reform,Sharkey,Anguilla Fourth District,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Sharkey,Anguilla Fourth District,160,
Roger F. Wicker,U.S. Senate,,Republican,Sharkey,Anguilla Fourth District,183,
Thomas Cramer,U.S. Senate,,Constitution,Sharkey,Anguilla Fourth District,3,
Shawn O'Hara,U.S. Senate,,Reform,Sharkey,Anguilla Fourth District,5,
Bill Marcy,U.S. House,2,Republican,Sharkey,Anguilla Fourth District,149,
Benne G. Thompson,U.S. House,2,Democrat,Sharkey,Anguilla Fourth District,230,
Cobby Mondale Williams,U.S. House,2,Independent,Sharkey,Anguilla Fourth District,3,
Lajena Williams,U.S. House,2,Reform,Sharkey,Anguilla Fourth District,1,
Barack Obama,President,,Democrat,Sharkey,Rolling Fork Fourth District,51,
Mitt Romney,President,,Republican,Sharkey,Rolling Fork Fourth District,0,
Virgil Goode,President,,Constitution,Sharkey,Rolling Fork Fourth District,0,
