candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Noxubee,Brooksville,48,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Brooksville,22,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Brooksville,5,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Brooksville,9,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Brooksville,28,
Barack Obama,President,,Democrat,Noxubee,Mashulaville,19,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Mashulaville,13,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Mashulaville,2,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Mashulaville,1,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Mashulaville,14,
Barack Obama,President,,Democrat,Noxubee,Prairie Point,23,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Prairie Point,18,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Prairie Point,1,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Prairie Point,1,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Prairie Point,15,
Barack Obama,President,,Democrat,Noxubee,Shuqualak,71,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Shuqualak,27,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Shuqualak,5,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Shuqualak,20,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Shuqualak,38,
Barack Obama,President,,Democrat,Noxubee,Summerville,10,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Summerville,4,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Summerville,1,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Summerville,3,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Summerville,7,
Barack Obama,President,,Democrat,Noxubee,Earl Nash Gym,62,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Earl Nash Gym,34,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Earl Nash Gym,3,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Earl Nash Gym,14,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Earl Nash Gym,42,
Barack Obama,President,,Democrat,Noxubee,Vo-Tech,16,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Vo-Tech,9,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Vo-Tech,1,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Vo-Tech,1,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Vo-Tech,8,
Barack Obama,President,,Democrat,Noxubee,Savannah,9,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Savannah,4,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Savannah,0,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Savannah,2,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Savannah,5,
Barack Obama,President,,Democrat,Noxubee,Cliftonville,47,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,Cliftonville,37,
Will Oatis,U.S. Senate,,Democrat,Noxubee,Cliftonville,2,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,Cliftonville,4,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,Cliftonville,41,
Barack Obama,President,,Democrat,Noxubee,District 3 Central,101,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,District 3 Central,52,
Will Oatis,U.S. Senate,,Democrat,Noxubee,District 3 Central,7,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,District 3 Central,28,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,District 3 Central,71,
Barack Obama,President,,Democrat,Noxubee,,406,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democrat,Noxubee,,220,TRUE
Will Oatis,U.S. Senate,,Democrat,Noxubee,,27,
Roger Weiner,U.S. Senate,,Democrat,Noxubee,,83,
Crystal C. Biggs,U.S. House,3,Democrat,Noxubee,,269,TRUE
