candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Leflore,Minter City,113,
Mitt Romney,President,,Republican,Leflore,Minter City,124,
Virgil Goode,President,,Constitution,Leflore,Minter City,0,
Gary Johnson,President,,Libertarian,Leflore,Minter City,0,
Jill Stein,President,,Green,Leflore,Minter City,0,
Barbara Dale Washer,President,,Reform,Leflore,Minter City,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,Minter City,69,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,Minter City,131,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,Minter City,3,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Minter City,1,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Minter City,112,
Bill Marcy,U.S. House,2,Republican,Leflore,Minter City,115,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,Minter City,2,
Lajena Williams,U.S. House,2,Reform,Leflore,Minter City,1,
Barack Obama,President,,Democrat,Leflore,North Gwd,644,
Mitt Romney,President,,Republican,Leflore,North Gwd,2294,
Virgil Goode,President,,Constitution,Leflore,North Gwd,4,
Gary Johnson,President,,Libertarian,Leflore,North Gwd,15,
Jill Stein,President,,Green,Leflore,North Gwd,4,
Barbara Dale Washer,President,,Reform,Leflore,North Gwd,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,North Gwd,530,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,North Gwd,2320,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,North Gwd,30,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,North Gwd,12,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,North Gwd,644,
Bill Marcy,U.S. House,2,Republican,Leflore,North Gwd,2200,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,North Gwd,32,
Lajena Williams,U.S. House,2,Reform,Leflore,North Gwd,8,
Barack Obama,President,,Democrat,Leflore,Money,50,
Mitt Romney,President,,Republican,Leflore,Money,97,
Virgil Goode,President,,Constitution,Leflore,Money,0,
Gary Johnson,President,,Libertarian,Leflore,Money,0,
Jill Stein,President,,Green,Leflore,Money,0,
Barbara Dale Washer,President,,Reform,Leflore,Money,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,Money,45,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,Money,99,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,Money,2,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Money,1,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Money,51,
Bill Marcy,U.S. House,2,Republican,Leflore,Money,94,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,Money,0,
Lajena Williams,U.S. House,2,Reform,Leflore,Money,0,
Barack Obama,President,,Democrat,Leflore,Central Gwd,406,
Mitt Romney,President,,Republican,Leflore,Central Gwd,36,
Virgil Goode,President,,Constitution,Leflore,Central Gwd,0,
Gary Johnson,President,,Libertarian,Leflore,Central Gwd,1,
Jill Stein,President,,Green,Leflore,Central Gwd,0,
Barbara Dale Washer,President,,Reform,Leflore,Central Gwd,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,Central Gwd,304,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,Central Gwd,48,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,Central Gwd,6,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Central Gwd,7,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Central Gwd,382,
Bill Marcy,U.S. House,2,Republican,Leflore,Central Gwd,32,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,Central Gwd,6,
Lajena Williams,U.S. House,2,Reform,Leflore,Central Gwd,2,
Barack Obama,President,,Democrat,Leflore,West Gwd,904,
Mitt Romney,President,,Republican,Leflore,West Gwd,103,
Virgil Goode,President,,Constitution,Leflore,West Gwd,2,
Gary Johnson,President,,Libertarian,Leflore,West Gwd,1,
Jill Stein,President,,Green,Leflore,West Gwd,2,
Barbara Dale Washer,President,,Reform,Leflore,West Gwd,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,West Gwd,749,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,West Gwd,141,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,West Gwd,13,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,West Gwd,5,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,West Gwd,885,
Bill Marcy,U.S. House,2,Republican,Leflore,West Gwd,107,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,West Gwd,6,
Lajena Williams,U.S. House,2,Reform,Leflore,West Gwd,4,
Barack Obama,President,,Democrat,Leflore,MVSU,336,
Mitt Romney,President,,Republican,Leflore,MVSU,16,
Virgil Goode,President,,Constitution,Leflore,MVSU,0,
Gary Johnson,President,,Libertarian,Leflore,MVSU,1,
Jill Stein,President,,Green,Leflore,MVSU,1,
Barbara Dale Washer,President,,Reform,Leflore,MVSU,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,MVSU,307,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,MVSU,28,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,MVSU,6,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,MVSU,2,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,MVSU,324,
Bill Marcy,U.S. House,2,Republican,Leflore,MVSU,18,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,MVSU,4,
Lajena Williams,U.S. House,2,Reform,Leflore,MVSU,3,
Barack Obama,President,,Democrat,Leflore,Schlater,149,
Mitt Romney,President,,Republican,Leflore,Schlater,104,
Virgil Goode,President,,Constitution,Leflore,Schlater,0,
Gary Johnson,President,,Libertarian,Leflore,Schlater,1,
Jill Stein,President,,Green,Leflore,Schlater,0,
Barbara Dale Washer,President,,Reform,Leflore,Schlater,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,Schlater,117,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,Schlater,107,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,Schlater,1,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Schlater,1,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Schlater,151,
Bill Marcy,U.S. House,2,Republican,Leflore,Schlater,93,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,Schlater,2,
Lajena Williams,U.S. House,2,Reform,Leflore,Schlater,1,
Barack Obama,President,,Democrat,Leflore,Southwest Gwd,441,
Mitt Romney,President,,Republican,Leflore,Southwest Gwd,6,
Virgil Goode,President,,Constitution,Leflore,Southwest Gwd,1,
Gary Johnson,President,,Libertarian,Leflore,Southwest Gwd,2,
Jill Stein,President,,Green,Leflore,Southwest Gwd,0,
Barbara Dale Washer,President,,Reform,Leflore,Southwest Gwd,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,Southwest Gwd,342,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,Southwest Gwd,25,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,Southwest Gwd,3,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Southwest Gwd,2,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Southwest Gwd,427,
Bill Marcy,U.S. House,2,Republican,Leflore,Southwest Gwd,13,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,Southwest Gwd,3,
Lajena Williams,U.S. House,2,Reform,Leflore,Southwest Gwd,0,
Barack Obama,President,,Democrat,Leflore,North Itta Bena,1011,
Mitt Romney,President,,Republican,Leflore,North Itta Bena,105,
Virgil Goode,President,,Constitution,Leflore,North Itta Bena,3,
Gary Johnson,President,,Libertarian,Leflore,North Itta Bena,2,
Jill Stein,President,,Green,Leflore,North Itta Bena,1,
Barbara Dale Washer,President,,Reform,Leflore,North Itta Bena,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,North Itta Bena,811,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,North Itta Bena,155,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,North Itta Bena,15,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,North Itta Bena,18,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,North Itta Bena,974,
Bill Marcy,U.S. House,2,Republican,Leflore,North Itta Bena,106,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,North Itta Bena,7,
Lajena Williams,U.S. House,2,Reform,Leflore,North Itta Bena,9,
Barack Obama,President,,Democrat,Leflore,South Itta Bena,264,
Mitt Romney,President,,Republican,Leflore,South Itta Bena,54,
Virgil Goode,President,,Constitution,Leflore,South Itta Bena,0,
Gary Johnson,President,,Libertarian,Leflore,South Itta Bena,0,
Jill Stein,President,,Green,Leflore,South Itta Bena,0,
Barbara Dale Washer,President,,Reform,Leflore,South Itta Bena,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,South Itta Bena,226,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,South Itta Bena,70,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,South Itta Bena,2,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,South Itta Bena,3,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,South Itta Bena,258,
Bill Marcy,U.S. House,2,Republican,Leflore,South Itta Bena,58,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,South Itta Bena,1,
Lajena Williams,U.S. House,2,Reform,Leflore,South Itta Bena,1,
Barack Obama,President,,Democrat,Leflore,Rising Sun,507,
Mitt Romney,President,,Republican,Leflore,Rising Sun,17,
Virgil Goode,President,,Constitution,Leflore,Rising Sun,1,
Gary Johnson,President,,Libertarian,Leflore,Rising Sun,2,
Jill Stein,President,,Green,Leflore,Rising Sun,0,
Barbara Dale Washer,President,,Reform,Leflore,Rising Sun,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Leflore,Rising Sun,414,
Roger F. Wicker,U.S. Senate,,Republican,Leflore,Rising Sun,30,
Thomas Cramer,U.S. Senate,,Constitution,Leflore,Rising Sun,4,
Shawn O'Hara,U.S. Senate,,Reform,Leflore,Rising Sun,6,
Bennie G. Thompson,U.S. House,2,Democrat,Leflore,Rising Sun,494,
Bill Marcy,U.S. House,2,Republican,Leflore,Rising Sun,18,
Cobby Mondale Williams,U.S. House,2,Independent,Leflore,Rising Sun,0,
