candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Choctaw,District 5,2,
Newt Gingrich,President,,Republican,Choctaw,District 5,125,
Jon Huntsman,President,,Republican,Choctaw,District 5,1,
Gary Johnson,President,,Republican,Choctaw,District 5,0,
Ron Paul,President,,Republican,Choctaw,District 5,11,
Rick Perry,President,,Republican,Choctaw,District 5,6,
Mitt Romney,President,,Republican,Choctaw,District 5,95,
Rick Santorum,President,,Republican,Choctaw,District 5,114,
E. Allen Hathcock,U.S. Senate,,Republican,Choctaw,District 5,12,
Robert Maloney,U.S. Senate,,Republican,Choctaw,District 5,19,
Roger F. Wicker,U.S. Senate,,Republican,Choctaw,District 5,319,
Robert Estes,U.S. House,1,Republican,Choctaw,District 5,25,
Alan Nunnelee,U.S. House,1,Republican,Choctaw,District 5,236,
Henry Ross,U.S. House,1,Republican,Choctaw,District 5,87,
Michele Bachmann,President,,Republican,Choctaw,Chester,0,
Newt Gingrich,President,,Republican,Choctaw,Chester,22,
Jon Huntsman,President,,Republican,Choctaw,Chester,0,
Gary Johnson,President,,Republican,Choctaw,Chester,0,
Ron Paul,President,,Republican,Choctaw,Chester,6,
Rick Perry,President,,Republican,Choctaw,Chester,2,
Mitt Romney,President,,Republican,Choctaw,Chester,22,
Rick Santorum,President,,Republican,Choctaw,Chester,37,
E. Allen Hathcock,U.S. Senate,,Republican,Choctaw,Chester,7,
Robert Maloney,U.S. Senate,,Republican,Choctaw,Chester,4,
Roger F. Wicker,U.S. Senate,,Republican,Choctaw,Chester,79,
Robert Estes,U.S. House,1,Republican,Choctaw,Chester,8,
Alan Nunnelee,U.S. House,1,Republican,Choctaw,Chester,50,
Henry Ross,U.S. House,1,Republican,Choctaw,Chester,30,
Michele Bachmann,President,,Republican,Choctaw,East Weir,1,
Newt Gingrich,President,,Republican,Choctaw,East Weir,18,
Jon Huntsman,President,,Republican,Choctaw,East Weir,0,
Gary Johnson,President,,Republican,Choctaw,East Weir,0,
Ron Paul,President,,Republican,Choctaw,East Weir,1,
Rick Perry,President,,Republican,Choctaw,East Weir,1,
Mitt Romney,President,,Republican,Choctaw,East Weir,8,
Rick Santorum,President,,Republican,Choctaw,East Weir,6,
E. Allen Hathcock,U.S. Senate,,Republican,Choctaw,East Weir,1,
Robert Maloney,U.S. Senate,,Republican,Choctaw,East Weir,1,
Roger F. Wicker,U.S. Senate,,Republican,Choctaw,East Weir,33,
Robert Estes,U.S. House,1,Republican,Choctaw,East Weir,2,
Alan Nunnelee,U.S. House,1,Republican,Choctaw,East Weir,26,
Henry Ross,U.S. House,1,Republican,Choctaw,East Weir,7,
Michele Bachmann,President,,Republican,Choctaw,French Camp,0,
