candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Yalobusha,Beat One North,301,
Mitt Romney,President,,Republican,Yalobusha,Beat One North,599,
Virgil Goode,President,,Constitution,Yalobusha,Beat One North,0,
Gary Johnson,President,,Libertarian,Yalobusha,Beat One North,8,
Jill Stein,President,,Green,Yalobusha,Beat One North,3,
Barbara Dale Washer,President,,Reform,Yalobusha,Beat One North,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Beat One North,289,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Beat One North,605,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Beat One North,12,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Beat One North,6,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Beat One North,546,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Beat One North,328,
Cobby Mondale Williams,U.S. House,2,Independent,Yalobusha,Beat One North,16,
Lajena Williams,U.S. House,2,Reform,Yalobusha,Beat One North,7,
Barack Obama,President,,Democrat,Yalobusha,Beat One South,164,
Mitt Romney,President,,Republican,Yalobusha,Beat One South,233,
Virgil Goode,President,,Constitution,Yalobusha,Beat One South,2,
Gary Johnson,President,,Libertarian,Yalobusha,Beat One South,0,
Jill Stein,President,,Green,Yalobusha,Beat One South,0,
Barbara Dale Washer,President,,Reform,Yalobusha,Beat One South,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Beat One South,150,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Beat One South,231,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Beat One South,1,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Beat One South,6,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Beat One South,187,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Beat One South,184,
Cobby Mondale Williams,U.S. House,2,Independent,Yalobusha,Beat One South,6,
Lajena Williams,U.S. House,2,Reform,Yalobusha,Beat One South,3,
Barack Obama,President,,Democrat,Yalobusha,Beat Two Water Valley,830,
Mitt Romney,President,,Republican,Yalobusha,Beat Two Water Valley,376,
Virgil Goode,President,,Constitution,Yalobusha,Beat Two Water Valley,0,
Gary Johnson,President,,Libertarian,Yalobusha,Beat Two Water Valley,3,
Jill Stein,President,,Green,Yalobusha,Beat Two Water Valley,0,
Barbara Dale Washer,President,,Reform,Yalobusha,Beat Two Water Valley,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Beat Two Water Valley,719,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Beat Two Water Valley,442,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Beat Two Water Valley,11,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Beat Two Water Valley,9,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Beat Two Water Valley,360,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Beat Two Water Valley,784,
Cobby Mondale Williams,U.S. House,2,Independent,Yalobusha,Beat Two Water Valley,15,
Lajena Williams,U.S. House,2,Reform,Yalobusha,Beat Two Water Valley,19,
Barack Obama,President,,Democrat,Yalobusha,Three North West,259,
Mitt Romney,President,,Republican,Yalobusha,Three North West,546,
Virgil Goode,President,,Constitution,Yalobusha,Three North West,0,
Gary Johnson,President,,Libertarian,Yalobusha,Three North West,2,
Jill Stein,President,,Green,Yalobusha,Three North West,1,
Barbara Dale Washer,President,,Reform,Yalobusha,Three North West,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Three North West,229,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Three North West,554,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Three North West,6,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Three North West,8,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Three North West,507,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Three North West,267,
Cobby Mondale Williams,U.S. House,2,Independent,Yalobusha,Three North West,13,
Lajena Williams,U.S. House,2,Reform,Yalobusha,Three North West,6,
Barack Obama,President,,Democrat,Yalobusha,Three Sylva Rena,125,
Mitt Romney,President,,Republican,Yalobusha,Three Sylva Rena,342,
Virgil Goode,President,,Constitution,Yalobusha,Three Sylva Rena,0,
Gary Johnson,President,,Libertarian,Yalobusha,Three Sylva Rena,2,
Jill Stein,President,,Green,Yalobusha,Three Sylva Rena,0,
Barbara Dale Washer,President,,Reform,Yalobusha,Three Sylva Rena,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Three Sylva Rena,133,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Three Sylva Rena,320,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Three Sylva Rena,8,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Three Sylva Rena,8,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Three Sylva Rena,290,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Three Sylva Rena,158,
Cobby Mondale Williams,U.S. House,2,Independent,Yalobusha,Three Sylva Rena,6,
Lajena Williams,U.S. House,2,Reform,Yalobusha,Three Sylva Rena,3,
Barack Obama,President,,Democrat,Yalobusha,Four Coffeeville,433,
Mitt Romney,President,,Republican,Yalobusha,Four Coffeeville,81,
Virgil Goode,President,,Constitution,Yalobusha,Four Coffeeville,0,
Gary Johnson,President,,Libertarian,Yalobusha,Four Coffeeville,0,
Jill Stein,President,,Green,Yalobusha,Four Coffeeville,1,
Barbara Dale Washer,President,,Reform,Yalobusha,Four Coffeeville,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Four Coffeeville,390,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Four Coffeeville,108,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Four Coffeeville,6,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Four Coffeeville,1,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Four Coffeeville,79,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Four Coffeeville,418,
Cobby Mondale Williams,U.S. House,2,Independent,Yalobusha,Four Coffeeville,3,
Lajena Williams,U.S. House,2,Reform,Yalobusha,Four Coffeeville,2,
Barack Obama,President,,Democrat,Yalobusha,Four Oakland,511,
Mitt Romney,President,,Republican,Yalobusha,Four Oakland,347,
Virgil Goode,President,,Constitution,Yalobusha,Four Oakland,3,
Gary Johnson,President,,Libertarian,Yalobusha,Four Oakland,5,
Jill Stein,President,,Green,Yalobusha,Four Oakland,1,
Barbara Dale Washer,President,,Reform,Yalobusha,Four Oakland,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Yalobusha,Four Oakland,457,
Roger F. Wicker,U.S. Senate,,Republican,Yalobusha,Four Oakland,379,
Thomas Cramer,U.S. Senate,,Constitution,Yalobusha,Four Oakland,11,
Shawn O'Hara,U.S. Senate,,Reform,Yalobusha,Four Oakland,10,
Bill Marcy,U.S. House,2,Republican,Yalobusha,Four Oakland,316,
Bennie G. Thompson,U.S. House,2,Democrat,Yalobusha,Four Oakland,521,
