candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Jefferson,Union Church 1010,0,
Newt Gingrich,President,,Republican,Jefferson,Union Church 1010,21,
Jon Huntsman,President,,Republican,Jefferson,Union Church 1010,0,
Gary Johnson,President,,Republican,Jefferson,Union Church 1010,0,
Ron Paul,President,,Republican,Jefferson,Union Church 1010,0,
Rick Perry,President,,Republican,Jefferson,Union Church 1010,0,
Mitt Romney,President,,Republican,Jefferson,Union Church 1010,19,
Rick Santorum,President,,Republican,Jefferson,Union Church 1010,10,
E. Allen Hathcock,U.S. Senate,,Republican,Jefferson,Union Church 1010,1,
Robert Maloney,U.S. Senate,,Republican,Jefferson,Union Church 1010,0,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson,Union Church 1010,49,
Bill Marcy,U.S. House,2,Republican,Jefferson,Union Church 1010,36,
Michele Bachmann,President,,Republican,Jefferson,Harriston 1020,0,
Newt Gingrich,President,,Republican,Jefferson,Harriston 1020,0,
Jon Huntsman,President,,Republican,Jefferson,Harriston 1020,0,
Gary Johnson,President,,Republican,Jefferson,Harriston 1020,0,
Ron Paul,President,,Republican,Jefferson,Harriston 1020,0,
Rick Perry,President,,Republican,Jefferson,Harriston 1020,0,
Mitt Romney,President,,Republican,Jefferson,Harriston 1020,0,
Rick Santorum,President,,Republican,Jefferson,Harriston 1020,0,
E. Allen Hathcock,U.S. Senate,,Republican,Jefferson,Harriston 1020,0,
Robert Maloney,U.S. Senate,,Republican,Jefferson,Harriston 1020,0,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson,Harriston 1020,0,
Bill Marcy,U.S. House,2,Republican,Jefferson,Harriston 1020,0,
Michele Bachmann,President,,Republican,Jefferson,Red Lick 1030,0,
Newt Gingrich,President,,Republican,Jefferson,Red Lick 1030,8,
Jon Huntsman,President,,Republican,Jefferson,Red Lick 1030,0,
Gary Johnson,President,,Republican,Jefferson,Red Lick 1030,0,
Ron Paul,President,,Republican,Jefferson,Red Lick 1030,0,
Rick Perry,President,,Republican,Jefferson,Red Lick 1030,0,
Mitt Romney,President,,Republican,Jefferson,Red Lick 1030,2,
Rick Santorum,President,,Republican,Jefferson,Red Lick 1030,2,
E. Allen Hathcock,U.S. Senate,,Republican,Jefferson,Red Lick 1030,1,
Robert Maloney,U.S. Senate,,Republican,Jefferson,Red Lick 1030,2,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson,Red Lick 1030,9,
Bill Marcy,U.S. House,2,Republican,Jefferson,Red Lick 1030,9,
Michele Bachmann,President,,Republican,Jefferson,Stampley 2010,0,
Newt Gingrich,President,,Republican,Jefferson,Stampley 2010,0,
Jon Huntsman,President,,Republican,Jefferson,Stampley 2010,0,
Gary Johnson,President,,Republican,Jefferson,Stampley 2010,0,
Ron Paul,President,,Republican,Jefferson,Stampley 2010,0,
Rick Perry,President,,Republican,Jefferson,Stampley 2010,0,
Mitt Romney,President,,Republican,Jefferson,Stampley 2010,0,
Rick Santorum,President,,Republican,Jefferson,Stampley 2010,1,
E. Allen Hathcock,U.S. Senate,,Republican,Jefferson,Stampley 2010,0,
Robert Maloney,U.S. Senate,,Republican,Jefferson,Stampley 2010,0,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson,Stampley 2010,1,
Bill Marcy,U.S. House,2,Republican,Jefferson,Stampley 2010,1,
Michele Bachmann,President,,Republican,Jefferson,Superintendent Office 2020,0,
Newt Gingrich,President,,Republican,Jefferson,Superintendent Office 2020,1,
Jon Huntsman,President,,Republican,Jefferson,Superintendent Office 2020,0,
Gary Johnson,President,,Republican,Jefferson,Superintendent Office 2020,0,
Ron Paul,President,,Republican,Jefferson,Superintendent Office 2020,0,
Rick Perry,President,,Republican,Jefferson,Superintendent Office 2020,0,
Mitt Romney,President,,Republican,Jefferson,Superintendent Office 2020,0,
Rick Santorum,President,,Republican,Jefferson,Superintendent Office 2020,0,
E. Allen Hathcock,U.S. Senate,,Republican,Jefferson,Superintendent Office 2020,0,
Robert Maloney,U.S. Senate,,Republican,Jefferson,Superintendent Office 2020,0,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson,Superintendent Office 2020,1,
Bill Marcy,U.S. House,2,Republican,Jefferson,Superintendent Office 2020,1,
Michele Bachmann,President,,Republican,Jefferson,Rose Hill #1 Church,0,
Newt Gingrich,President,,Republican,Jefferson,Rose Hill #1 Church,5,
Jon Huntsman,President,,Republican,Jefferson,Rose Hill #1 Church,0,
Gary Johnson,President,,Republican,Jefferson,Rose Hill #1 Church,0,
Ron Paul,President,,Republican,Jefferson,Rose Hill #1 Church,0,
Rick Perry,President,,Republican,Jefferson,Rose Hill #1 Church,1,
Mitt Romney,President,,Republican,Jefferson,Rose Hill #1 Church,2,
Rick Santorum,President,,Republican,Jefferson,Rose Hill #1 Church,3,
E. Allen Hathcock,U.S. Senate,,Republican,Jefferson,Rose Hill #1 Church,0,
Robert Maloney,U.S. Senate,,Republican,Jefferson,Rose Hill #1 Church,0,
Roger F. Wicker,U.S. Senate,,Republican,Jefferson,Rose Hill #1 Church,9,
