candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Washington,Arcola City Hall,0,
Newt Gingrich,President,,Republican,Washington,Arcola City Hall,20,
Jon Huntsman,President,,Republican,Washington,Arcola City Hall,0,
Gary Johnson,President,,Republican,Washington,Arcola City Hall,0,
Ron Paul,President,,Republican,Washington,Arcola City Hall,0,
Rick Perry,President,,Republican,Washington,Arcola City Hall,0,
Mitt Romney,President,,Republican,Washington,Arcola City Hall,20,
Rick Santorum,President,,Republican,Washington,Arcola City Hall,7,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Arcola City Hall,2,
Robert Maloney,U.S. Senate,,Republican,Washington,Arcola City Hall,1,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Arcola City Hall,43,
Bill Marcy,U.S. House,2,Republican,Washington,Arcola City Hall,39,
Michele Bachmann,President,,Republican,Washington,Buster Brown Community Center,0,
Newt Gingrich,President,,Republican,Washington,Buster Brown Community Center,37,
Jon Huntsman,President,,Republican,Washington,Buster Brown Community Center,0,
Gary Johnson,President,,Republican,Washington,Buster Brown Community Center,0,
Ron Paul,President,,Republican,Washington,Buster Brown Community Center,0,
Rick Perry,President,,Republican,Washington,Buster Brown Community Center,0,
Mitt Romney,President,,Republican,Washington,Buster Brown Community Center,57,
Rick Santorum,President,,Republican,Washington,Buster Brown Community Center,22,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Buster Brown Community Center,7,
Robert Maloney,U.S. Senate,,Republican,Washington,Buster Brown Community Center,6,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Buster Brown Community Center,96,
Bill Marcy,U.S. House,2,Republican,Washington,Buster Brown Community Center,80,
Michele Bachmann,President,,Republican,Washington,Covenant Presbyterian,0,
Newt Gingrich,President,,Republican,Washington,Covenant Presbyterian,133,
Jon Huntsman,President,,Republican,Washington,Covenant Presbyterian,0,
Gary Johnson,President,,Republican,Washington,Covenant Presbyterian,0,
Ron Paul,President,,Republican,Washington,Covenant Presbyterian,6,
Rick Perry,President,,Republican,Washington,Covenant Presbyterian,2,
Mitt Romney,President,,Republican,Washington,Covenant Presbyterian,175,
Rick Santorum,President,,Republican,Washington,Covenant Presbyterian,101,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Covenant Presbyterian,10,
Robert Maloney,U.S. Senate,,Republican,Washington,Covenant Presbyterian,10,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Covenant Presbyterian,385,
Bill Marcy,U.S. House,2,Republican,Washington,Covenant Presbyterian,325,
Michele Bachmann,President,,Republican,Washington,Darlove,0,
Newt Gingrich,President,,Republican,Washington,Darlove,10,
Jon Huntsman,President,,Republican,Washington,Darlove,0,
Gary Johnson,President,,Republican,Washington,Darlove,0,
Ron Paul,President,,Republican,Washington,Darlove,0,
Rick Perry,President,,Republican,Washington,Darlove,0,
Mitt Romney,President,,Republican,Washington,Darlove,6,
Rick Santorum,President,,Republican,Washington,Darlove,0,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Darlove,0,
Robert Maloney,U.S. Senate,,Republican,Washington,Darlove,0,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Darlove,15,
Bill Marcy,U.S. House,2,Republican,Washington,Darlove,10,
Michele Bachmann,President,,Republican,Washington,Elks Lodge,0,
Newt Gingrich,President,,Republican,Washington,Elks Lodge,6,
Jon Huntsman,President,,Republican,Washington,Elks Lodge,0,
Gary Johnson,President,,Republican,Washington,Elks Lodge,0,
Ron Paul,President,,Republican,Washington,Elks Lodge,0,
Rick Perry,President,,Republican,Washington,Elks Lodge,0,
Mitt Romney,President,,Republican,Washington,Elks Lodge,3,
Rick Santorum,President,,Republican,Washington,Elks Lodge,5,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Elks Lodge,0,
Robert Maloney,U.S. Senate,,Republican,Washington,Elks Lodge,0,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Elks Lodge,13,
Bill Marcy,U.S. House,2,Republican,Washington,Elks Lodge,9,
Michele Bachmann,President,,Republican,Washington,Extension Building,0,
Newt Gingrich,President,,Republican,Washington,Extension Building,2,
Jon Huntsman,President,,Republican,Washington,Extension Building,0,
Gary Johnson,President,,Republican,Washington,Extension Building,0,
Ron Paul,President,,Republican,Washington,Extension Building,0,
Rick Perry,President,,Republican,Washington,Extension Building,0,
Mitt Romney,President,,Republican,Washington,Extension Building,0,
Rick Santorum,President,,Republican,Washington,Extension Building,1,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Extension Building,1,
Robert Maloney,U.S. Senate,,Republican,Washington,Extension Building,0,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Extension Building,1,
Bill Marcy,U.S. House,2,Republican,Washington,Extension Building,3,
Michele Bachmann,President,,Republican,Washington,Glen Allen Library,0,
Newt Gingrich,President,,Republican,Washington,Glen Allen Library,41,
Jon Huntsman,President,,Republican,Washington,Glen Allen Library,0,
Gary Johnson,President,,Republican,Washington,Glen Allen Library,0,
Ron Paul,President,,Republican,Washington,Glen Allen Library,8,
Rick Perry,President,,Republican,Washington,Glen Allen Library,0,
Mitt Romney,President,,Republican,Washington,Glen Allen Library,32,
Rick Santorum,President,,Republican,Washington,Glen Allen Library,27,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Glen Allen Library,4,
Robert Maloney,U.S. Senate,,Republican,Washington,Glen Allen Library,5,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Glen Allen Library,88,
Bill Marcy,U.S. House,2,Republican,Washington,Glen Allen Library,81,
Michele Bachmann,President,,Republican,Washington,Greenville Daycare Center,0,
Newt Gingrich,President,,Republican,Washington,Greenville Daycare Center,0,
Jon Huntsman,President,,Republican,Washington,Greenville Daycare Center,0,
Gary Johnson,President,,Republican,Washington,Greenville Daycare Center,0,
Ron Paul,President,,Republican,Washington,Greenville Daycare Center,0,
Rick Perry,President,,Republican,Washington,Greenville Daycare Center,0,
Mitt Romney,President,,Republican,Washington,Greenville Daycare Center,0,
Rick Santorum,President,,Republican,Washington,Greenville Daycare Center,0,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Greenville Daycare Center,0,
Robert Maloney,U.S. Senate,,Republican,Washington,Greenville Daycare Center,0,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Greenville Daycare Center,0,
Bill Marcy,U.S. House,2,Republican,Washington,Greenville Daycare Center,0,
Michele Bachmann,President,,Republican,Washington,Greenville Industrial College,0,
Newt Gingrich,President,,Republican,Washington,Greenville Industrial College,2,
Jon Huntsman,President,,Republican,Washington,Greenville Industrial College,0,
Gary Johnson,President,,Republican,Washington,Greenville Industrial College,0,
Ron Paul,President,,Republican,Washington,Greenville Industrial College,0,
Rick Perry,President,,Republican,Washington,Greenville Industrial College,0,
Mitt Romney,President,,Republican,Washington,Greenville Industrial College,0,
Rick Santorum,President,,Republican,Washington,Greenville Industrial College,0,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Greenville Industrial College,0,
Robert Maloney,U.S. Senate,,Republican,Washington,Greenville Industrial College,0,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Greenville Industrial College,2,
Bill Marcy,U.S. House,2,Republican,Washington,Greenville Industrial College,2,
Michele Bachmann,President,,Republican,Washington,Hollandale City Hall,1,
Newt Gingrich,President,,Republican,Washington,Hollandale City Hall,45,
Jon Huntsman,President,,Republican,Washington,Hollandale City Hall,0,
Gary Johnson,President,,Republican,Washington,Hollandale City Hall,0,
Ron Paul,President,,Republican,Washington,Hollandale City Hall,1,
Rick Perry,President,,Republican,Washington,Hollandale City Hall,0,
Mitt Romney,President,,Republican,Washington,Hollandale City Hall,48,
Rick Santorum,President,,Republican,Washington,Hollandale City Hall,13,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Hollandale City Hall,0,
Robert Maloney,U.S. Senate,,Republican,Washington,Hollandale City Hall,1,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Hollandale City Hall,105,
Bill Marcy,U.S. House,2,Republican,Washington,Hollandale City Hall,78,
Michele Bachmann,President,,Republican,Washington,Grace Methodist Church,0,
Newt Gingrich,President,,Republican,Washington,Grace Methodist Church,40,
Jon Huntsman,President,,Republican,Washington,Grace Methodist Church,0,
Gary Johnson,President,,Republican,Washington,Grace Methodist Church,0,
Ron Paul,President,,Republican,Washington,Grace Methodist Church,6,
Rick Perry,President,,Republican,Washington,Grace Methodist Church,0,
Mitt Romney,President,,Republican,Washington,Grace Methodist Church,48,
Rick Santorum,President,,Republican,Washington,Grace Methodist Church,20,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Grace Methodist Church,3,
Robert Maloney,U.S. Senate,,Republican,Washington,Grace Methodist Church,5,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Grace Methodist Church,95,
Bill Marcy,U.S. House,2,Republican,Washington,Grace Methodist Church,89,
Michele Bachmann,President,,Republican,Washington,Leland Health Department,0,
Newt Gingrich,President,,Republican,Washington,Leland Health Department,60,
Jon Huntsman,President,,Republican,Washington,Leland Health Department,0,
Gary Johnson,President,,Republican,Washington,Leland Health Department,0,
Ron Paul,President,,Republican,Washington,Leland Health Department,4,
Rick Perry,President,,Republican,Washington,Leland Health Department,1,
Mitt Romney,President,,Republican,Washington,Leland Health Department,54,
Rick Santorum,President,,Republican,Washington,Leland Health Department,23,
E. Allen Hathcock,U.S. Senate,,Republican,Washington,Leland Health Department,3,
Robert Maloney,U.S. Senate,,Republican,Washington,Leland Health Department,4,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Leland Health Department,129,
Bill Marcy,U.S. House,2,Republican,Washington,Leland Health Department,119,
Michele Bachmann,President,,Republican,Washington,Leland Rotary Club,2,
Newt Gingrich,President,,Republican,Washington,Leland Rotary Club,42,
Jon Huntsman,President,,Republican,Washington,Leland Rotary Club,0,
Gary Johnson,President,,Republican,Washington,Leland Rotary Club,0,
Ron Paul,President,,Republican,Washington,Leland Rotary Club,1,
Rick Perry,President,,Republican,Washington,Leland Rotary Club,1,
Mitt Romney,President,,Republican,Washington,Leland Rotary Club,62,
Rick Santorum,President,,Republican,Washington,Leland Rotary Club,35,
