candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Claiborne,1-A,0,
Newt Gingrich,President,,Republican,Claiborne,1-A,5,
Jon Huntsman,President,,Republican,Claiborne,1-A,0,
Gary Johnson,President,,Republican,Claiborne,1-A,0,
Ron Paul,President,,Republican,Claiborne,1-A,2,
Rick Perry,President,,Republican,Claiborne,1-A,0,
Mitt Romney,President,,Republican,Claiborne,1-A,9,
Rick Santorum,President,,Republican,Claiborne,1-A,6,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,1-A,2,
Robert Maloney,U.S. Senate,,Republican,Claiborne,1-A,1,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,1-A,19,
Bill Marcy,U.S. House,2,Republican,Claiborne,1-A,18,
Michele Bachmann,President,,Republican,Claiborne,1-B,0,
Newt Gingrich,President,,Republican,Claiborne,1-B,2,
Jon Huntsman,President,,Republican,Claiborne,1-B,0,
Gary Johnson,President,,Republican,Claiborne,1-B,0,
Ron Paul,President,,Republican,Claiborne,1-B,0,
Rick Perry,President,,Republican,Claiborne,1-B,0,
Mitt Romney,President,,Republican,Claiborne,1-B,1,
Rick Santorum,President,,Republican,Claiborne,1-B,3,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,1-B,0,
Robert Maloney,U.S. Senate,,Republican,Claiborne,1-B,0,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,1-B,7,
Bill Marcy,U.S. House,2,Republican,Claiborne,1-B,6,
Michele Bachmann,President,,Republican,Claiborne,1-C,0,
Newt Gingrich,President,,Republican,Claiborne,1-C,0,
Jon Huntsman,President,,Republican,Claiborne,1-C,0,
Gary Johnson,President,,Republican,Claiborne,1-C,0,
Ron Paul,President,,Republican,Claiborne,1-C,0,
Rick Perry,President,,Republican,Claiborne,1-C,0,
Mitt Romney,President,,Republican,Claiborne,1-C,0,
Rick Santorum,President,,Republican,Claiborne,1-C,0,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,1-C,0,
Robert Maloney,U.S. Senate,,Republican,Claiborne,1-C,0,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,1-C,0,
Bill Marcy,U.S. House,2,Republican,Claiborne,1-C,0,
Michele Bachmann,President,,Republican,Claiborne,2,0,
Newt Gingrich,President,,Republican,Claiborne,2,2,
Jon Huntsman,President,,Republican,Claiborne,2,0,
Gary Johnson,President,,Republican,Claiborne,2,0,
Ron Paul,President,,Republican,Claiborne,2,0,
Rick Perry,President,,Republican,Claiborne,2,0,
Mitt Romney,President,,Republican,Claiborne,2,6,
Rick Santorum,President,,Republican,Claiborne,2,3,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,2,0,
Robert Maloney,U.S. Senate,,Republican,Claiborne,2,1,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,2,10,
Bill Marcy,U.S. House,2,Republican,Claiborne,2,5,
Michele Bachmann,President,,Republican,Claiborne,3-A,0,
Newt Gingrich,President,,Republican,Claiborne,3-A,23,
Jon Huntsman,President,,Republican,Claiborne,3-A,0,
Gary Johnson,President,,Republican,Claiborne,3-A,0,
Ron Paul,President,,Republican,Claiborne,3-A,5,
Rick Perry,President,,Republican,Claiborne,3-A,0,
Mitt Romney,President,,Republican,Claiborne,3-A,23,
Rick Santorum,President,,Republican,Claiborne,3-A,19,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,3-A,1,
Robert Maloney,U.S. Senate,,Republican,Claiborne,3-A,3,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,3-A,62,
Bill Marcy,U.S. House,2,Republican,Claiborne,3-A,57,
Michele Bachmann,President,,Republican,Claiborne,3-B,0,
Newt Gingrich,President,,Republican,Claiborne,3-B,17,
Jon Huntsman,President,,Republican,Claiborne,3-B,0,
Gary Johnson,President,,Republican,Claiborne,3-B,0,
Ron Paul,President,,Republican,Claiborne,3-B,2,
Rick Perry,President,,Republican,Claiborne,3-B,0,
Mitt Romney,President,,Republican,Claiborne,3-B,17,
Rick Santorum,President,,Republican,Claiborne,3-B,9,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,3-B,3,
Robert Maloney,U.S. Senate,,Republican,Claiborne,3-B,2,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,3-B,40,
Bill Marcy,U.S. House,2,Republican,Claiborne,3-B,36,
Michele Bachmann,President,,Republican,Claiborne,4-A,0,
Newt Gingrich,President,,Republican,Claiborne,4-A,2,
Jon Huntsman,President,,Republican,Claiborne,4-A,0,
Gary Johnson,President,,Republican,Claiborne,4-A,0,
Ron Paul,President,,Republican,Claiborne,4-A,0,
Rick Perry,President,,Republican,Claiborne,4-A,0,
Mitt Romney,President,,Republican,Claiborne,4-A,3,
Rick Santorum,President,,Republican,Claiborne,4-A,2,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,4-A,0,
Robert Maloney,U.S. Senate,,Republican,Claiborne,4-A,0,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,4-A,7,
Bill Marcy,U.S. House,2,Republican,Claiborne,4-A,3,
Michele Bachmann,President,,Republican,Claiborne,4-B,0,
Newt Gingrich,President,,Republican,Claiborne,4-B,0,
Jon Huntsman,President,,Republican,Claiborne,4-B,0,
Gary Johnson,President,,Republican,Claiborne,4-B,0,
Ron Paul,President,,Republican,Claiborne,4-B,0,
Rick Perry,President,,Republican,Claiborne,4-B,0,
Mitt Romney,President,,Republican,Claiborne,4-B,1,
Rick Santorum,President,,Republican,Claiborne,4-B,0,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,4-B,0,
Robert Maloney,U.S. Senate,,Republican,Claiborne,4-B,0,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,4-B,1,
Bill Marcy,U.S. House,2,Republican,Claiborne,4-B,1,
Michele Bachmann,President,,Republican,Claiborne,4-C,0,
Newt Gingrich,President,,Republican,Claiborne,4-C,0,
Jon Huntsman,President,,Republican,Claiborne,4-C,0,
Gary Johnson,President,,Republican,Claiborne,4-C,0,
Ron Paul,President,,Republican,Claiborne,4-C,0,
Rick Perry,President,,Republican,Claiborne,4-C,0,
Mitt Romney,President,,Republican,Claiborne,4-C,0,
Rick Santorum,President,,Republican,Claiborne,4-C,0,
E. Allen Hathcock,U.S. Senate,,Republican,Claiborne,4-C,0,
Robert Maloney,U.S. Senate,,Republican,Claiborne,4-C,0,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,4-C,0,
Bill Marcy,U.S. House,2,Republican,Claiborne,4-C,0,
Michele Bachmann,President,,Republican,Claiborne,5-A,0,
Newt Gingrich,President,,Republican,Claiborne,5-A,10,
Jon Huntsman,President,,Republican,Claiborne,5-A,0,
Gary Johnson,President,,Republican,Claiborne,5-A,0,
