candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Tate,Arkabutla,1,
Newt Gingrich,President,,Republican,Tate,Arkabutla,76,
Jon Huntsman,President,,Republican,Tate,Arkabutla,1,
Gary Johnson,President,,Republican,Tate,Arkabutla,0,
Ron Paul,President,,Republican,Tate,Arkabutla,6,
Rick Perry,President,,Republican,Tate,Arkabutla,1,
Mitt Romney,President,,Republican,Tate,Arkabutla,39,
Rick Santorum,President,,Republican,Tate,Arkabutla,72,
E. Allen Hathcock,U.S. Senate,,Republican,Tate,Arkabutla,15,
Robert Maloney,U.S. Senate,,Republican,Tate,Arkabutla,13,
Roger F. Wicker,U.S. Senate,,Republican,Tate,Arkabutla,157,
Robert Estes,U.S. House,1,Republican,Tate,Arkabutla,66,
Alan Nunnelee,U.S. House,1,Republican,Tate,Arkabutla,82,
Henry Ross,U.S. House,1,Republican,Tate,Arkabutla,40,
Michele Bachmann,President,,Republican,Tate,Coldwater 3,1,
Newt Gingrich,President,,Republican,Tate,Coldwater 3,41,
Jon Huntsman,President,,Republican,Tate,Coldwater 3,0,
Gary Johnson,President,,Republican,Tate,Coldwater 3,0,
Ron Paul,President,,Republican,Tate,Coldwater 3,7,
Rick Perry,President,,Republican,Tate,Coldwater 3,0,
Mitt Romney,President,,Republican,Tate,Coldwater 3,26,
Rick Santorum,President,,Republican,Tate,Coldwater 3,63,
E. Allen Hathcock,U.S. Senate,,Republican,Tate,Coldwater 3,1,
Robert Maloney,U.S. Senate,,Republican,Tate,Coldwater 3,12,
Roger F. Wicker,U.S. Senate,,Republican,Tate,Coldwater 3,116,
Robert Estes,U.S. House,1,Republican,Tate,Coldwater 3,20,
Alan Nunnelee,U.S. House,1,Republican,Tate,Coldwater 3,74,
Henry Ross,U.S. House,1,Republican,Tate,Coldwater 3,38,
Michele Bachmann,President,,Republican,Tate,Evansville,0,
Newt Gingrich,President,,Republican,Tate,Evansville,12,
Jon Huntsman,President,,Republican,Tate,Evansville,0,
Gary Johnson,President,,Republican,Tate,Evansville,0,
Ron Paul,President,,Republican,Tate,Evansville,2,
Rick Perry,President,,Republican,Tate,Evansville,1,
Mitt Romney,President,,Republican,Tate,Evansville,3,
Rick Santorum,President,,Republican,Tate,Evansville,27,
E. Allen Hathcock,U.S. Senate,,Republican,Tate,Evansville,2,
Robert Maloney,U.S. Senate,,Republican,Tate,Evansville,3,
Roger F. Wicker,U.S. Senate,,Republican,Tate,Evansville,39,
Robert Estes,U.S. House,1,Republican,Tate,Evansville,17,
Alan Nunnelee,U.S. House,1,Republican,Tate,Evansville,25,
Henry Ross,U.S. House,1,Republican,Tate,Evansville,3,
Michele Bachmann,President,,Republican,Tate,Independence,2,
Newt Gingrich,President,,Republican,Tate,Independence,82,
Jon Huntsman,President,,Republican,Tate,Independence,1,
