candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Monroe,1 Amory First,75,
Mitt Romney,President,,Republican,Monroe,1 Amory First,684,
Virgil Goode,President,,Constitution,Monroe,1 Amory First,3,
Gary Johnson,President,,Libertarian,Monroe,1 Amory First,7,
Jill Stein,President,,Green,Monroe,1 Amory First,0,
Barbara Dale Washer,President,,Reform,Monroe,1 Amory First,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Monroe,1 Amory First,62,
Roger F. Wicker,U.S. Senate,,Republican,Monroe,1 Amory First,699,
Thomas Cramer,U.S. Senate,,Constitution,Monroe,1 Amory First,2,
Shawn O'Hara,U.S. Senate,,Reform,Monroe,1 Amory First,1,
Brad Morris,U.S. House,1,Democrat,Monroe,1 Amory First,91,
Alan Nunnelee,U.S. House,1,Republican,Monroe,1 Amory First,655,
Danny Bedwell,U.S. House,1,Libertarian,Monroe,1 Amory First,4,
Jim R. Bourland,U.S. House,1,Constitution,Monroe,1 Amory First,11,
Chris Potts,U.S. House,1,Reform,Monroe,1 Amory First,4,
Barack Obama,President,,Democrat,Monroe,2 Parham,37,
Mitt Romney,President,,Republican,Monroe,2 Parham,189,
Virgil Goode,President,,Constitution,Monroe,2 Parham,0,
Gary Johnson,President,,Libertarian,Monroe,2 Parham,3,
Jill Stein,President,,Green,Monroe,2 Parham,0,
Barbara Dale Washer,President,,Reform,Monroe,2 Parham,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Monroe,2 Parham,28,
Roger F. Wicker,U.S. Senate,,Republican,Monroe,2 Parham,190,
Thomas Cramer,U.S. Senate,,Constitution,Monroe,2 Parham,3,
Shawn O'Hara,U.S. Senate,,Reform,Monroe,2 Parham,4,
Brad Morris,U.S. House,1,Democrat,Monroe,2 Parham,35,
Alan Nunnelee,U.S. House,1,Republican,Monroe,2 Parham,178,
Danny Bedwell,U.S. House,1,Libertarian,Monroe,2 Parham,6,
Jim R. Bourland,U.S. House,1,Constitution,Monroe,2 Parham,3,
Chris Potts,U.S. House,1,Reform,Monroe,2 Parham,1,
Barack Obama,President,,Democrat,Monroe,1 Smithville,128,
Mitt Romney,President,,Republican,Monroe,1 Smithville,606,
Virgil Goode,President,,Constitution,Monroe,1 Smithville,2,
Gary Johnson,President,,Libertarian,Monroe,1 Smithville,2,
