candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Lawrence,Courthouse A-Z,196,
Mitt Romney,President,,Republican,Lawrence,Courthouse A-Z,866,
Virgil Goode,President,,Constitution,Lawrence,Courthouse A-Z,2,
Gary Johnson,President,,Libertarian,Lawrence,Courthouse A-Z,2,
Jill Stein,President,,Green,Lawrence,Courthouse A-Z,0,
Barbara Dale Washer,President,,Reform,Lawrence,Courthouse A-Z,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lawrence,Courthouse A-Z,204,
Roger F. Wicker,U.S. Senate,,Republican,Lawrence,Courthouse A-Z,839,
Thomas Cramer,U.S. Senate,,Constitution,Lawrence,Courthouse A-Z,10,
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Courthouse A-Z,9,
Gregg Harper,U.S. House,3,Republican,Lawrence,Courthouse A-Z,894,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lawrence,Courthouse A-Z,126,
Barack Obama,President,,Democrat,Lawrence,Tilton,55,
Mitt Romney,President,,Republican,Lawrence,Tilton,127,
Virgil Goode,President,,Constitution,Lawrence,Tilton,0,
Gary Johnson,President,,Libertarian,Lawrence,Tilton,1,
Jill Stein,President,,Green,Lawrence,Tilton,0,
Barbara Dale Washer,President,,Reform,Lawrence,Tilton,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lawrence,Tilton,59,
Roger F. Wicker,U.S. Senate,,Republican,Lawrence,Tilton,120,
Thomas Cramer,U.S. Senate,,Constitution,Lawrence,Tilton,1,
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Tilton,2,
Gregg Harper,U.S. House,3,Republican,Lawrence,Tilton,136,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lawrence,Tilton,26,
Barack Obama,President,,Democrat,Lawrence,Topeka,31,
Mitt Romney,President,,Republican,Lawrence,Topeka,271,
Virgil Goode,President,,Constitution,Lawrence,Topeka,1,
Gary Johnson,President,,Libertarian,Lawrence,Topeka,0,
Jill Stein,President,,Green,Lawrence,Topeka,0,
Barbara Dale Washer,President,,Reform,Lawrence,Topeka,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lawrence,Topeka,32,
Roger F. Wicker,U.S. Senate,,Republican,Lawrence,Topeka,260,
Thomas Cramer,U.S. Senate,,Constitution,Lawrence,Topeka,3,
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Topeka,5,
Gregg Harper,U.S. House,3,Republican,Lawrence,Topeka,273,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lawrence,Topeka,13,
Barack Obama,President,,Democrat,Lawrence,Armory,12,
Mitt Romney,President,,Republican,Lawrence,Armory,105,
Virgil Goode,President,,Constitution,Lawrence,Armory,0,
Gary Johnson,President,,Libertarian,Lawrence,Armory,0,
Jill Stein,President,,Green,Lawrence,Armory,0,
Barbara Dale Washer,President,,Reform,Lawrence,Armory,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lawrence,Armory,15,
Roger F. Wicker,U.S. Senate,,Republican,Lawrence,Armory,99,
Thomas Cramer,U.S. Senate,,Constitution,Lawrence,Armory,0,
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Armory,0,
Gregg Harper,U.S. House,3,Republican,Lawrence,Armory,106,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lawrence,Armory,8,
Barack Obama,President,,Democrat,Lawrence,Grange,43,
Mitt Romney,President,,Republican,Lawrence,Grange,146,
Virgil Goode,President,,Constitution,Lawrence,Grange,0,
Gary Johnson,President,,Libertarian,Lawrence,Grange,1,
Jill Stein,President,,Green,Lawrence,Grange,0,
Barbara Dale Washer,President,,Reform,Lawrence,Grange,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lawrence,Grange,42,
Roger F. Wicker,U.S. Senate,,Republican,Lawrence,Grange,145,
Thomas Cramer,U.S. Senate,,Constitution,Lawrence,Grange,3,
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Grange,1,
Gregg Harper,U.S. House,3,Republican,Lawrence,Grange,158,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lawrence,Grange,23,
Barack Obama,President,,Democrat,Lawrence,Hooker,147,
Mitt Romney,President,,Republican,Lawrence,Hooker,47,
Virgil Goode,President,,Constitution,Lawrence,Hooker,1,
Gary Johnson,President,,Libertarian,Lawrence,Hooker,0,
Jill Stein,President,,Green,Lawrence,Hooker,0,
Barbara Dale Washer,President,,Reform,Lawrence,Hooker,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Lawrence,Hooker,120,
Roger F. Wicker,U.S. Senate,,Republican,Lawrence,Hooker,62,
Thomas Cramer,U.S. Senate,,Constitution,Lawrence,Hooker,2,
Shawn O'Hara,U.S. Senate,,Reform,Lawrence,Hooker,2,
Gregg Harper,U.S. House,3,Republican,Lawrence,Hooker,84,
"John ""Luke"" Pannell",U.S. House,3,Reform,Lawrence,Hooker,67,
Barack Obama,President,,Democrat,Lawrence,New Hebron,88,
Mitt Romney,President,,Republican,Lawrence,New Hebron,345,
Virgil Goode,President,,Constitution,Lawrence,New Hebron,0,
Gary Johnson,President,,Libertarian,Lawrence,New Hebron,5,
Jill Stein,President,,Green,Lawrence,New Hebron,2,
Barbara Dale Washer,President,,Reform,Lawrence,New Hebron,0,
