candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Webster,Eupora No. 1,444,
Mitt Romney,President,,Republican,Webster,Eupora No. 1,405,
Virgil Goode,President,,Constitution,Webster,Eupora No. 1,1,
Gary Johnson,President,,Libertarian,Webster,Eupora No. 1,3,
Jill Stein,President,,Green,Webster,Eupora No. 1,2,
Barbara Dale Washer,President,,Reform,Webster,Eupora No. 1,2,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Eupora No. 1,378,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Eupora No. 1,443,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Eupora No. 1,6,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Eupora No. 1,2,
Brad Morris,U.S. House,1,Democrat,Webster,Eupora No. 1,361,
Alan Nunnelee,U.S. House,1,Republican,Webster,Eupora No. 1,410,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Eupora No. 1,11,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Eupora No. 1,8,
Chris Potts,U.S. House,1,Reform,Webster,Eupora No. 1,13,
Barack Obama,President,,Democrat,Webster,Bluff Springs,69,
Mitt Romney,President,,Republican,Webster,Bluff Springs,78,
Virgil Goode,President,,Constitution,Webster,Bluff Springs,0,
Gary Johnson,President,,Libertarian,Webster,Bluff Springs,1,
Jill Stein,President,,Green,Webster,Bluff Springs,0,
Barbara Dale Washer,President,,Reform,Webster,Bluff Springs,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Bluff Springs,60,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Bluff Springs,84,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Bluff Springs,2,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Bluff Springs,1,
Brad Morris,U.S. House,1,Democrat,Webster,Bluff Springs,69,
Alan Nunnelee,U.S. House,1,Republican,Webster,Bluff Springs,73,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Bluff Springs,0,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Bluff Springs,1,
Chris Potts,U.S. House,1,Reform,Webster,Bluff Springs,1,
Barack Obama,President,,Democrat,Webster,Eupora No. 2,66,
Mitt Romney,President,,Republican,Webster,Eupora No. 2,231,
Virgil Goode,President,,Constitution,Webster,Eupora No. 2,0,
Gary Johnson,President,,Libertarian,Webster,Eupora No. 2,4,
Jill Stein,President,,Green,Webster,Eupora No. 2,1,
Barbara Dale Washer,President,,Reform,Webster,Eupora No. 2,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Eupora No. 2,63,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Eupora No. 2,229,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Eupora No. 2,3,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Eupora No. 2,4,
Brad Morris,U.S. House,1,Democrat,Webster,Eupora No. 2,58,
Alan Nunnelee,U.S. House,1,Republican,Webster,Eupora No. 2,224,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Eupora No. 2,8,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Eupora No. 2,2,
Chris Potts,U.S. House,1,Reform,Webster,Eupora No. 2,2,
Barack Obama,President,,Democrat,Webster,Walthall,28,
Mitt Romney,President,,Republican,Webster,Walthall,292,
Virgil Goode,President,,Constitution,Webster,Walthall,0,
Gary Johnson,President,,Libertarian,Webster,Walthall,4,
Jill Stein,President,,Green,Webster,Walthall,0,
Barbara Dale Washer,President,,Reform,Webster,Walthall,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Walthall,33,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Walthall,284,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Walthall,4,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Walthall,1,
Brad Morris,U.S. House,1,Democrat,Webster,Walthall,30,
Alan Nunnelee,U.S. House,1,Republican,Webster,Walthall,281,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Walthall,5,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Walthall,1,
Chris Potts,U.S. House,1,Reform,Webster,Walthall,0,
Barack Obama,President,,Democrat,Webster,Bellefontaine,35,
Mitt Romney,President,,Republican,Webster,Bellefontaine,184,
Virgil Goode,President,,Constitution,Webster,Bellefontaine,0,
Gary Johnson,President,,Libertarian,Webster,Bellefontaine,2,
Jill Stein,President,,Green,Webster,Bellefontaine,0,
Barbara Dale Washer,President,,Reform,Webster,Bellefontaine,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Bellefontaine,38,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Bellefontaine,177,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Bellefontaine,1,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Bellefontaine,0,
Brad Morris,U.S. House,1,Democrat,Webster,Bellefontaine,39,
Alan Nunnelee,U.S. House,1,Republican,Webster,Bellefontaine,172,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Bellefontaine,1,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Bellefontaine,2,
Chris Potts,U.S. House,1,Reform,Webster,Bellefontaine,0,
Barack Obama,President,,Democrat,Webster,Cadaretta,12,
Mitt Romney,President,,Republican,Webster,Cadaretta,99,
Virgil Goode,President,,Constitution,Webster,Cadaretta,0,
Gary Johnson,President,,Libertarian,Webster,Cadaretta,1,
Jill Stein,President,,Green,Webster,Cadaretta,0,
Barbara Dale Washer,President,,Reform,Webster,Cadaretta,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Cadaretta,12,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Cadaretta,100,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Cadaretta,0,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Cadaretta,0,
Brad Morris,U.S. House,1,Democrat,Webster,Cadaretta,12,
Alan Nunnelee,U.S. House,1,Republican,Webster,Cadaretta,91,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Cadaretta,3,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Cadaretta,0,
Chris Potts,U.S. House,1,Reform,Webster,Cadaretta,1,
Barack Obama,President,,Democrat,Webster,Eupora No. 3,93,
Mitt Romney,President,,Republican,Webster,Eupora No. 3,192,
Virgil Goode,President,,Constitution,Webster,Eupora No. 3,0,
Gary Johnson,President,,Libertarian,Webster,Eupora No. 3,3,
Jill Stein,President,,Green,Webster,Eupora No. 3,0,
Barbara Dale Washer,President,,Reform,Webster,Eupora No. 3,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Eupora No. 3,89,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Eupora No. 3,188,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Eupora No. 3,5,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Eupora No. 3,1,
Brad Morris,U.S. House,1,Democrat,Webster,Eupora No. 3,88,
Alan Nunnelee,U.S. House,1,Republican,Webster,Eupora No. 3,181,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Eupora No. 3,6,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Eupora No. 3,1,
Chris Potts,U.S. House,1,Reform,Webster,Eupora No. 3,1,
Barack Obama,President,,Democrat,Webster,Grady,50,
Mitt Romney,President,,Republican,Webster,Grady,185,
Virgil Goode,President,,Constitution,Webster,Grady,0,
Gary Johnson,President,,Libertarian,Webster,Grady,0,
Jill Stein,President,,Green,Webster,Grady,0,
Barbara Dale Washer,President,,Reform,Webster,Grady,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Webster,Grady,52,
Roger F. Wicker,U.S. Senate,,Republican,Webster,Grady,176,
Thomas Cramer,U.S. Senate,,Constitution,Webster,Grady,2,
Shawn O'Hara,U.S. Senate,,Reform,Webster,Grady,1,
Brad Morris,U.S. House,1,Democrat,Webster,Grady,55,
Alan Nunnelee,U.S. House,1,Republican,Webster,Grady,170,
Danny Bedwell,U.S. House,1,Libertarian,Webster,Grady,2,
Jim R. Bourland,U.S. House,1,Constitution,Webster,Grady,1,
Chris Potts,U.S. House,1,Reform,Webster,Grady,0,
Barack Obama,President,,Democrat,Webster,Tomnolen,40,
