candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Simpson,Mendenhall 1,0,
Newt Gingrich,President,,Republican,Simpson,Mendenhall 1,7,
Jon Huntsman,President,,Republican,Simpson,Mendenhall 1,0,
Gary Johnson,President,,Republican,Simpson,Mendenhall 1,0,
Ron Paul,President,,Republican,Simpson,Mendenhall 1,0,
Rick Perry,President,,Republican,Simpson,Mendenhall 1,0,
Mitt Romney,President,,Republican,Simpson,Mendenhall 1,8,
Rick Santorum,President,,Republican,Simpson,Mendenhall 1,10,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Mendenhall 1,1,
Robert Maloney,U.S. Senate,,Republican,Simpson,Mendenhall 1,1,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Mendenhall 1,21,
Robert J. Allen,U.S. House,3,Republican,Simpson,Mendenhall 1,2,
Gregg Harper,U.S. House,3,Republican,Simpson,Mendenhall 1,22,
Michele Bachmann,President,,Republican,Simpson,Magee 1,0,
Newt Gingrich,President,,Republican,Simpson,Magee 1,7,
Jon Huntsman,President,,Republican,Simpson,Magee 1,0,
Gary Johnson,President,,Republican,Simpson,Magee 1,0,
Ron Paul,President,,Republican,Simpson,Magee 1,1,
Rick Perry,President,,Republican,Simpson,Magee 1,0,
Mitt Romney,President,,Republican,Simpson,Magee 1,13,
Rick Santorum,President,,Republican,Simpson,Magee 1,8,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Magee 1,0,
Robert Maloney,U.S. Senate,,Republican,Simpson,Magee 1,1,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Magee 1,28,
Robert J. Allen,U.S. House,3,Republican,Simpson,Magee 1,3,
Gregg Harper,U.S. House,3,Republican,Simpson,Magee 1,26,
Michele Bachmann,President,,Republican,Simpson,Weathersby,0,
Newt Gingrich,President,,Republican,Simpson,Weathersby,15,
Jon Huntsman,President,,Republican,Simpson,Weathersby,0,
Gary Johnson,President,,Republican,Simpson,Weathersby,1,
Ron Paul,President,,Republican,Simpson,Weathersby,3,
Rick Perry,President,,Republican,Simpson,Weathersby,1,
Mitt Romney,President,,Republican,Simpson,Weathersby,10,
Rick Santorum,President,,Republican,Simpson,Weathersby,17,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Weathersby,0,
Robert Maloney,U.S. Senate,,Republican,Simpson,Weathersby,2,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Weathersby,44,
Robert J. Allen,U.S. House,3,Republican,Simpson,Weathersby,1,
Gregg Harper,U.S. House,3,Republican,Simpson,Weathersby,45,
Michele Bachmann,President,,Republican,Simpson,Jupiter,0,
Newt Gingrich,President,,Republican,Simpson,Jupiter,18,
Jon Huntsman,President,,Republican,Simpson,Jupiter,0,
Gary Johnson,President,,Republican,Simpson,Jupiter,0,
Ron Paul,President,,Republican,Simpson,Jupiter,0,
Rick Perry,President,,Republican,Simpson,Jupiter,0,
Mitt Romney,President,,Republican,Simpson,Jupiter,19,
Rick Santorum,President,,Republican,Simpson,Jupiter,29,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Jupiter,1,
Robert Maloney,U.S. Senate,,Republican,Simpson,Jupiter,0,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Jupiter,63,
Robert J. Allen,U.S. House,3,Republican,Simpson,Jupiter,4,
Gregg Harper,U.S. House,3,Republican,Simpson,Jupiter,61,
Michele Bachmann,President,,Republican,Simpson,Magee 2,0,
Newt Gingrich,President,,Republican,Simpson,Magee 2,93,
Jon Huntsman,President,,Republican,Simpson,Magee 2,0,
Gary Johnson,President,,Republican,Simpson,Magee 2,0,
Ron Paul,President,,Republican,Simpson,Magee 2,15,
Rick Perry,President,,Republican,Simpson,Magee 2,0,
Mitt Romney,President,,Republican,Simpson,Magee 2,106,
Rick Santorum,President,,Republican,Simpson,Magee 2,110,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Magee 2,11,
Robert Maloney,U.S. Senate,,Republican,Simpson,Magee 2,17,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Magee 2,291,
Robert J. Allen,U.S. House,3,Republican,Simpson,Magee 2,29,
Gregg Harper,U.S. House,3,Republican,Simpson,Magee 2,285,
Michele Bachmann,President,,Republican,Simpson,Oak Grove,1,
Newt Gingrich,President,,Republican,Simpson,Oak Grove,35,
Jon Huntsman,President,,Republican,Simpson,Oak Grove,0,
Gary Johnson,President,,Republican,Simpson,Oak Grove,0,
Ron Paul,President,,Republican,Simpson,Oak Grove,1,
Rick Perry,President,,Republican,Simpson,Oak Grove,1,
Mitt Romney,President,,Republican,Simpson,Oak Grove,41,
Rick Santorum,President,,Republican,Simpson,Oak Grove,44,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Oak Grove,1,
Robert Maloney,U.S. Senate,,Republican,Simpson,Oak Grove,5,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Oak Grove,117,
Robert J. Allen,U.S. House,3,Republican,Simpson,Oak Grove,7,
Gregg Harper,U.S. House,3,Republican,Simpson,Oak Grove,115,
Michele Bachmann,President,,Republican,Simpson,Bowie,0,
Newt Gingrich,President,,Republican,Simpson,Bowie,31,
Jon Huntsman,President,,Republican,Simpson,Bowie,0,
Gary Johnson,President,,Republican,Simpson,Bowie,0,
Ron Paul,President,,Republican,Simpson,Bowie,3,
Rick Perry,President,,Republican,Simpson,Bowie,1,
Mitt Romney,President,,Republican,Simpson,Bowie,21,
Rick Santorum,President,,Republican,Simpson,Bowie,23,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,Bowie,4,
Robert Maloney,U.S. Senate,,Republican,Simpson,Bowie,3,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,Bowie,72,
Robert J. Allen,U.S. House,3,Republican,Simpson,Bowie,7,
Gregg Harper,U.S. House,3,Republican,Simpson,Bowie,72,
Michele Bachmann,President,,Republican,Simpson,New Hope,0,
Newt Gingrich,President,,Republican,Simpson,New Hope,17,
Jon Huntsman,President,,Republican,Simpson,New Hope,0,
Gary Johnson,President,,Republican,Simpson,New Hope,0,
Ron Paul,President,,Republican,Simpson,New Hope,2,
Rick Perry,President,,Republican,Simpson,New Hope,0,
Mitt Romney,President,,Republican,Simpson,New Hope,10,
Rick Santorum,President,,Republican,Simpson,New Hope,13,
E. Allen Hathcock,U.S. Senate,,Republican,Simpson,New Hope,0,
Robert Maloney,U.S. Senate,,Republican,Simpson,New Hope,0,
Roger F. Wicker,U.S. Senate,,Republican,Simpson,New Hope,40,
