candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Yalobusha,Beat One North,53,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Beat One North,33,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Beat One North,8,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Beat One North,17,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Beat One North,19,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Beat One North,40,
Barack Obama,President,,Democratic,Yalobusha,Beat One South,59,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Beat One South,19,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Beat One South,21,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Beat One South,19,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Beat One South,9,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Beat One South,52,
Barack Obama,President,,Democratic,Yalobusha,Beat Two Water Valley,261,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Beat Two Water Valley,137,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Beat Two Water Valley,76,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Beat Two Water Valley,54,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Beat Two Water Valley,66,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Beat Two Water Valley,208,
Barack Obama,President,,Democratic,Yalobusha,Three North West,52,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Three North West,23,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Three North West,11,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Three North West,18,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Three North West,14,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Three North West,40,
Barack Obama,President,,Democratic,Yalobusha,Three Sylva Rena,48,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Three Sylva Rena,23,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Three Sylva Rena,3,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Three Sylva Rena,18,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Three Sylva Rena,7,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Three Sylva Rena,40,
Barack Obama,President,,Democratic,Yalobusha,Four Coffeeville,209,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Four Coffeeville,85,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Four Coffeeville,60,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Four Coffeeville,54,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Four Coffeeville,28,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Four Coffeeville,182,
Barack Obama,President,,Democratic,Yalobusha,Four Oakland,203,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Four Oakland,119,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Four Oakland,30,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Four Oakland,52,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Four Oakland,10,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Four Oakland,196,
Barack Obama,President,,Democratic,Yalobusha,Five Coffeyville,97,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Five Coffeyville,53,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Five Coffeyville,22,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Five Coffeyville,21,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Five Coffeyville,17,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Five Coffeyville,85,
Barack Obama,President,,Democratic,Yalobusha,Five Scobey,48,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Five Scobey,21,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Five Scobey,13,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Five Scobey,14,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Five Scobey,2,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Five Scobey,47,
Barack Obama,President,,Democratic,Yalobusha,Five Scuna - Vann's Mill,29,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Five Scuna - Vann's Mill,18,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Five Scuna - Vann's Mill,2,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Five Scuna - Vann's Mill,6,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Five Scuna - Vann's Mill,6,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Five Scuna - Vann's Mill,25,
Barack Obama,President,,Democratic,Yalobusha,Five Tillatoba,25,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,Five Tillatoba,13,
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,Five Tillatoba,5,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,Five Tillatoba,8,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,Five Tillatoba,2,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,Five Tillatoba,25,
Barack Obama,President,,Democratic,Yalobusha,,1084,TRUE
Albert N. Gore Jr.,U.S. Senate,,Democratic,Yalobusha,,544,TRUE
Roger Weiner,U.S. Senate,,Democratic,Yalobusha,,251,
Will Oatis,U.S. Senate,,Democratic,Yalobusha,,281,
Heather McTeer,U.S. House,2,Democratic,Yalobusha,,180,
Bennie G. Thompson,U.S. House,2,Democratic,Yalobusha,,940,TRUE
