candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Tishomingo,Burnsville,2,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,Burnsville,1,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,Burnsville,0,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,Burnsville,0,
Brad Morris,U.S. House,1,Democratic,Tishomingo,Burnsville,1,
Barack Obama,President,,Democratic,Tishomingo,Belmont,10,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,Belmont,9,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,Belmont,2,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,Belmont,1,
Brad Morris,U.S. House,1,Democratic,Tishomingo,Belmont,9,
Barack Obama,President,,Democratic,Tishomingo,Coles Mill,19,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,Coles Mill,14,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,Coles Mill,2,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,Coles Mill,2,
Brad Morris,U.S. House,1,Democratic,Tishomingo,Coles Mill,18,
Barack Obama,President,,Democratic,Tishomingo,Cotton Springs,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,Cotton Springs,2,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,Cotton Springs,0,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,Cotton Springs,3,
Brad Morris,U.S. House,1,Democratic,Tishomingo,Cotton Springs,5,
Barack Obama,President,,Democratic,Tishomingo,Dennis,8,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,Dennis,5,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,Dennis,0,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,Dennis,4,
Brad Morris,U.S. House,1,Democratic,Tishomingo,Dennis,8,
Barack Obama,President,,Democratic,Tishomingo,East Belmont,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,East Belmont,3,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,East Belmont,0,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,East Belmont,1,
Brad Morris,U.S. House,1,Democratic,Tishomingo,East Belmont,3,
Barack Obama,President,,Democratic,Tishomingo,East Iuka,36,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,East Iuka,32,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,East Iuka,2,
Roger Weiner,U.S. Senate,,Democratic,Tishomingo,East Iuka,6,
Brad Morris,U.S. House,1,Democratic,Tishomingo,East Iuka,39,
Barack Obama,President,,Democratic,Tishomingo,Golden,3,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Tishomingo,Golden,3,
Will Oatis,U.S. Senate,,Democratic,Tishomingo,Golden,0,
