candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Oktibbeha,Bell Schoolhouse,246,
Mitt Romney,President,,Republican,Oktibbeha,Bell Schoolhouse,104,
Virgil Goode,President,,Constitution,Oktibbeha,Bell Schoolhouse,0,
Gary Johnson,President,,Libertarian,Oktibbeha,Bell Schoolhouse,1,
Jill Stein,President,,Green,Oktibbeha,Bell Schoolhouse,0,
Barbara Dale Washer,President,,Reform,Oktibbeha,Bell Schoolhouse,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,Bell Schoolhouse,225,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,Bell Schoolhouse,114,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,Bell Schoolhouse,6,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,Bell Schoolhouse,1,
Brad Morris,U.S. House,1,Democrat,Oktibbeha,Bell Schoolhouse,219,
Alan Nunnelee,U.S. House,1,Republican,Oktibbeha,Bell Schoolhouse,111,
Danny Bedwell,U.S. House,1,Libertarian,Oktibbeha,Bell Schoolhouse,2,
Jim R. Bourland,U.S. House,1,Constitution,Oktibbeha,Bell Schoolhouse,2,
Chris Potts,U.S. House,1,Reform,Oktibbeha,Bell Schoolhouse,0,
Barack Obama,President,,Democrat,Oktibbeha,Central Starkville,884,
Mitt Romney,President,,Republican,Oktibbeha,Central Starkville,208,
Virgil Goode,President,,Constitution,Oktibbeha,Central Starkville,2,
Gary Johnson,President,,Libertarian,Oktibbeha,Central Starkville,8,
Jill Stein,President,,Green,Oktibbeha,Central Starkville,3,
Barbara Dale Washer,President,,Reform,Oktibbeha,Central Starkville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,Central Starkville,727,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,Central Starkville,252,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,Central Starkville,13,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,Central Starkville,10,
Gregg Harper,U.S. House,3,Republican,Oktibbeha,Central Starkville,356,
"John ""Luke"" Pannell",U.S. House,3,Reform,Oktibbeha,Central Starkville,311,
Barack Obama,President,,Democrat,Oktibbeha,East Starkville,139,
Mitt Romney,President,,Republican,Oktibbeha,East Starkville,151,
Virgil Goode,President,,Constitution,Oktibbeha,East Starkville,0,
Gary Johnson,President,,Libertarian,Oktibbeha,East Starkville,8,
Jill Stein,President,,Green,Oktibbeha,East Starkville,2,
Barbara Dale Washer,President,,Reform,Oktibbeha,East Starkville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,East Starkville,133,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,East Starkville,154,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,East Starkville,6,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,East Starkville,5,
Gregg Harper,U.S. House,3,Republican,Oktibbeha,East Starkville,192,
"John ""Luke"" Pannell",U.S. House,3,Reform,Oktibbeha,East Starkville,73,
Barack Obama,President,,Democrat,Oktibbeha,Gillespie,664,
Mitt Romney,President,,Republican,Oktibbeha,Gillespie,364,
Virgil Goode,President,,Constitution,Oktibbeha,Gillespie,1,
Gary Johnson,President,,Libertarian,Oktibbeha,Gillespie,9,
Jill Stein,President,,Green,Oktibbeha,Gillespie,1,
Barbara Dale Washer,President,,Reform,Oktibbeha,Gillespie,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,Gillespie,610,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,Gillespie,388,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,Gillespie,9,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,Gillespie,7,
Gregg Harper,U.S. House,3,Republican,Oktibbeha,Gillespie,488,
"John ""Luke"" Pannell",U.S. House,3,Reform,Oktibbeha,Gillespie,290,
Barack Obama,President,,Democrat,Oktibbeha,Maben,182,
Mitt Romney,President,,Republican,Oktibbeha,Maben,99,
Virgil Goode,President,,Constitution,Oktibbeha,Maben,0,
Gary Johnson,President,,Libertarian,Oktibbeha,Maben,1,
Jill Stein,President,,Green,Oktibbeha,Maben,0,
Barbara Dale Washer,President,,Reform,Oktibbeha,Maben,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,Maben,145,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,Maben,116,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,Maben,3,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,Maben,1,
Brad Morris,U.S. House,1,Democrat,Oktibbeha,Maben,134,
Alan Nunnelee,U.S. House,1,Republican,Oktibbeha,Maben,91,
Danny Bedwell,U.S. House,1,Libertarian,Oktibbeha,Maben,4,
Jim R. Bourland,U.S. House,1,Constitution,Oktibbeha,Maben,6,
Chris Potts,U.S. House,1,Reform,Oktibbeha,Maben,3,
Barack Obama,President,,Democrat,Oktibbeha,North Starkville District 2,602,
Mitt Romney,President,,Republican,Oktibbeha,North Starkville District 2,146,
Virgil Goode,President,,Constitution,Oktibbeha,North Starkville District 2,3,
Gary Johnson,President,,Libertarian,Oktibbeha,North Starkville District 2,3,
Jill Stein,President,,Green,Oktibbeha,North Starkville District 2,2,
Barbara Dale Washer,President,,Reform,Oktibbeha,North Starkville District 2,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,North Starkville District 2,552,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,North Starkville District 2,176,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,North Starkville District 2,6,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,North Starkville District 2,7,
Gregg Harper,U.S. House,3,Republican,Oktibbeha,North Starkville District 2,263,
"John ""Luke"" Pannell",U.S. House,3,Reform,Oktibbeha,North Starkville District 2,246,
Barack Obama,President,,Democrat,Oktibbeha,North Starkville District 3,677,
Mitt Romney,President,,Republican,Oktibbeha,North Starkville District 3,824,
Virgil Goode,President,,Constitution,Oktibbeha,North Starkville District 3,5,
Gary Johnson,President,,Libertarian,Oktibbeha,North Starkville District 3,17,
Jill Stein,President,,Green,Oktibbeha,North Starkville District 3,7,
Barbara Dale Washer,President,,Reform,Oktibbeha,North Starkville District 3,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,North Starkville District 3,598,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,North Starkville District 3,879,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,North Starkville District 3,9,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,North Starkville District 3,17,
Gregg Harper,U.S. House,3,Republican,Oktibbeha,North Starkville District 3,992,
"John ""Luke"" Pannell",U.S. House,3,Reform,Oktibbeha,North Starkville District 3,312,
Barack Obama,President,,Democrat,Oktibbeha,Northeast Starkville,227,
Mitt Romney,President,,Republican,Oktibbeha,Northeast Starkville,230,
Virgil Goode,President,,Constitution,Oktibbeha,Northeast Starkville,2,
Gary Johnson,President,,Libertarian,Oktibbeha,Northeast Starkville,9,
Jill Stein,President,,Green,Oktibbeha,Northeast Starkville,3,
Barbara Dale Washer,President,,Reform,Oktibbeha,Northeast Starkville,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Oktibbeha,Northeast Starkville,211,
Roger F. Wicker,U.S. Senate,,Republican,Oktibbeha,Northeast Starkville,243,
Thomas Cramer,U.S. Senate,,Constitution,Oktibbeha,Northeast Starkville,7,
Shawn O'Hara,U.S. Senate,,Reform,Oktibbeha,Northeast Starkville,1,
Gregg Harper,U.S. House,3,Republican,Oktibbeha,Northeast Starkville,296,
"John ""Luke"" Pannell",U.S. House,3,Reform,Oktibbeha,Northeast Starkville,110,
Barack Obama,President,,Democrat,Oktibbeha,North Longview,165,
Mitt Romney,President,,Republican,Oktibbeha,North Longview,437,
Virgil Goode,President,,Constitution,Oktibbeha,North Longview,2,
Gary Johnson,President,,Libertarian,Oktibbeha,North Longview,8,
Jill Stein,President,,Green,Oktibbeha,North Longview,3,
Barbara Dale Washer,President,,Reform,Oktibbeha,North Longview,0,
