candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democratic,Montgomery,Alva,8,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,Alva,2,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,Alva,1,
Will Oatis,U.S. Senate,,Democratic,Montgomery,Alva,3,
Heather McTeer,U.S. House,2,Democratic,Montgomery,Alva,0,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,Alva,7,
Barack Obama,President,,Democratic,Montgomery,Lodi,94,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,Lodi,47,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,Lodi,21,
Will Oatis,U.S. Senate,,Democratic,Montgomery,Lodi,12,
Heather McTeer,U.S. House,2,Democratic,Montgomery,Lodi,6,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,Lodi,92,
Barack Obama,President,,Democratic,Montgomery,Mt. Pisgah,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,Mt. Pisgah,2,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,Mt. Pisgah,0,
Will Oatis,U.S. Senate,,Democratic,Montgomery,Mt. Pisgah,1,
Heather McTeer,U.S. House,2,Democratic,Montgomery,Mt. Pisgah,0,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,Mt. Pisgah,4,
Barack Obama,President,,Democratic,Montgomery,Nations,12,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,Nations,7,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,Nations,2,
Will Oatis,U.S. Senate,,Democratic,Montgomery,Nations,1,
Heather McTeer,U.S. House,2,Democratic,Montgomery,Nations,1,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,Nations,11,
Barack Obama,President,,Democratic,Montgomery,Poplar Creek,4,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,Poplar Creek,3,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,Poplar Creek,1,
Will Oatis,U.S. Senate,,Democratic,Montgomery,Poplar Creek,1,
Heather McTeer,U.S. House,2,Democratic,Montgomery,Poplar Creek,3,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,Poplar Creek,2,
Barack Obama,President,,Democratic,Montgomery,Stewart,2,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,Stewart,2,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,Stewart,0,
Will Oatis,U.S. Senate,,Democratic,Montgomery,Stewart,1,
Heather McTeer,U.S. House,2,Democratic,Montgomery,Stewart,1,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,Stewart,2,
Barack Obama,President,,Democratic,Montgomery,West Winona,48,
Albert N. Gore Jr.,U.S. Senate,,Democratic,Montgomery,West Winona,21,
Roger Weiner,U.S. Senate,,Democratic,Montgomery,West Winona,3,
Will Oatis,U.S. Senate,,Democratic,Montgomery,West Winona,19,
Heather McTeer,U.S. House,2,Democratic,Montgomery,West Winona,6,
Bennie G. Thompson,U.S. House,2,Democratic,Montgomery,West Winona,45,
Barack Obama,President,,Democratic,Montgomery,Duck Hill,111,
