candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Washington,Metcalfe Municipal Building,532,
Mitt Romney,President,,Republican,Washington,Metcalfe Municipal Building,30,
Virgil Goode,President,,Constitution,Washington,Metcalfe Municipal Building,0,
Gary Johnson,President,,Libertarian,Washington,Metcalfe Municipal Building,0,
Jill Stein,President,,Green,Washington,Metcalfe Municipal Building,0,
Barbara Dale Washer,President,,Reform,Washington,Metcalfe Municipal Building,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Washington,Metcalfe Municipal Building,403,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Metcalfe Municipal Building,43,
Thomas Cramer,U.S. Senate,,Constitution,Washington,Metcalfe Municipal Building,7,
Shawn O'Hara,U.S. Senate,,Reform,Washington,Metcalfe Municipal Building,6,
Bill Marcy,U.S. House,2,Republican,Washington,Metcalfe Municipal Building,25,
Bennie G. Thompson,U.S. House,2,Democrat,Washington,Metcalfe Municipal Building,554,
Cobby Mondale Williams,U.S. House,2,Independent,Washington,Metcalfe Municipal Building,5,
Lajena Williams,U.S. House,2,Reform,Washington,Metcalfe Municipal Building,2,
Barack Obama,President,,Democrat,Washington,Elks Lodge,1706,
Mitt Romney,President,,Republican,Washington,Elks Lodge,74,
Virgil Goode,President,,Constitution,Washington,Elks Lodge,3,
Gary Johnson,President,,Libertarian,Washington,Elks Lodge,2,
Jill Stein,President,,Green,Washington,Elks Lodge,2,
Barbara Dale Washer,President,,Reform,Washington,Elks Lodge,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Washington,Elks Lodge,1410,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Elks Lodge,141,
Thomas Cramer,U.S. Senate,,Constitution,Washington,Elks Lodge,28,
Shawn O'Hara,U.S. Senate,,Reform,Washington,Elks Lodge,16,
Bill Marcy,U.S. House,2,Republican,Washington,Elks Lodge,57,
Bennie G. Thompson,U.S. House,2,Democrat,Washington,Elks Lodge,1653,
Cobby Mondale Williams,U.S. House,2,Independent,Washington,Elks Lodge,10,
Lajena Williams,U.S. House,2,Reform,Washington,Elks Lodge,7,
Barack Obama,President,,Democrat,Washington,Leland Health Department,980,
Mitt Romney,President,,Republican,Washington,Leland Health Department,498,
Virgil Goode,President,,Constitution,Washington,Leland Health Department,0,
Gary Johnson,President,,Libertarian,Washington,Leland Health Department,3,
Jill Stein,President,,Green,Washington,Leland Health Department,1,
Barbara Dale Washer,President,,Reform,Washington,Leland Health Department,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Washington,Leland Health Department,831,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Leland Health Department,526,
Thomas Cramer,U.S. Senate,,Constitution,Washington,Leland Health Department,13,
Shawn O'Hara,U.S. Senate,,Reform,Washington,Leland Health Department,7,
Bill Marcy,U.S. House,2,Republican,Washington,Leland Health Department,457,
Bennie G. Thompson,U.S. House,2,Democrat,Washington,Leland Health Department,945,
Cobby Mondale Williams,U.S. House,2,Independent,Washington,Leland Health Department,11,
Lajena Williams,U.S. House,2,Reform,Washington,Leland Health Department,2,
Barack Obama,President,,Democrat,Washington,Leland Rotary Club,666,
Mitt Romney,President,,Republican,Washington,Leland Rotary Club,419,
Virgil Goode,President,,Constitution,Washington,Leland Rotary Club,2,
Gary Johnson,President,,Libertarian,Washington,Leland Rotary Club,2,
Jill Stein,President,,Green,Washington,Leland Rotary Club,3,
Barbara Dale Washer,President,,Reform,Washington,Leland Rotary Club,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Washington,Leland Rotary Club,560,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Leland Rotary Club,437,
Thomas Cramer,U.S. Senate,,Constitution,Washington,Leland Rotary Club,8,
Shawn O'Hara,U.S. Senate,,Reform,Washington,Leland Rotary Club,14,
Bill Marcy,U.S. House,2,Republican,Washington,Leland Rotary Club,377,
Bennie G. Thompson,U.S. House,2,Democrat,Washington,Leland Rotary Club,677,
Cobby Mondale Williams,U.S. House,2,Independent,Washington,Leland Rotary Club,10,
Lajena Williams,U.S. House,2,Reform,Washington,Leland Rotary Club,4,
Barack Obama,President,,Democrat,Washington,Hollandale City Hall,1056,
Mitt Romney,President,,Republican,Washington,Hollandale City Hall,255,
Virgil Goode,President,,Constitution,Washington,Hollandale City Hall,1,
Gary Johnson,President,,Libertarian,Washington,Hollandale City Hall,0,
Jill Stein,President,,Green,Washington,Hollandale City Hall,1,
Barbara Dale Washer,President,,Reform,Washington,Hollandale City Hall,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Washington,Hollandale City Hall,892,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Hollandale City Hall,309,
Thomas Cramer,U.S. Senate,,Constitution,Washington,Hollandale City Hall,13,
Shawn O'Hara,U.S. Senate,,Reform,Washington,Hollandale City Hall,15,
Bill Marcy,U.S. House,2,Republican,Washington,Hollandale City Hall,237,
Bennie G. Thompson,U.S. House,2,Democrat,Washington,Hollandale City Hall,1035,
Cobby Mondale Williams,U.S. House,2,Independent,Washington,Hollandale City Hall,2,
Lajena Williams,U.S. House,2,Reform,Washington,Hollandale City Hall,3,
Barack Obama,President,,Democrat,Washington,Darlove,36,
Mitt Romney,President,,Republican,Washington,Darlove,39,
Virgil Goode,President,,Constitution,Washington,Darlove,0,
Gary Johnson,President,,Libertarian,Washington,Darlove,0,
Jill Stein,President,,Green,Washington,Darlove,0,
Barbara Dale Washer,President,,Reform,Washington,Darlove,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Washington,Darlove,27,
Roger F. Wicker,U.S. Senate,,Republican,Washington,Darlove,41,
Thomas Cramer,U.S. Senate,,Constitution,Washington,Darlove,0,
Shawn O'Hara,U.S. Senate,,Reform,Washington,Darlove,1,
Bill Marcy,U.S. House,2,Republican,Washington,Darlove,49,
Bennie G. Thompson,U.S. House,2,Democrat,Washington,Darlove,38,
Cobby Mondale Williams,U.S. House,2,Independent,Washington,Darlove,0,
Lajena Williams,U.S. House,2,Reform,Washington,Darlove,0,
Barack Obama,President,,Democrat,Washington,Washington County Convention Center,841,
Mitt Romney,President,,Republican,Washington,Washington County Convention Center,227,
Virgil Goode,President,,Constitution,Washington,Washington County Convention Center,0,
