candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Smith,Ag-Complex,65,
Mitt Romney,President,,Republican,Smith,Ag-Complex,447,
Virgil Goode,President,,Constitution,Smith,Ag-Complex,2,
Gary Johnson,President,,Libertarian,Smith,Ag-Complex,7,
Jill Stein,President,,Green,Smith,Ag-Complex,0,
Barbara Dale Washer,President,,Reform,Smith,Ag-Complex,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Smith,Ag-Complex,58,
Roger F. Wicker,U.S. Senate,,Republican,Smith,Ag-Complex,449,
Thomas Cramer,U.S. Senate,,Constitution,Smith,Ag-Complex,5,
Shawn O'Hara,U.S. Senate,,Reform,Smith,Ag-Complex,6,
Gregg Harper,U.S. House,3,Republican,Smith,Ag-Complex,463,
"John ""Luke"" Pannell",U.S. House,3,Reform,Smith,Ag-Complex,45,
Barack Obama,President,,Democrat,Smith,Center Ridge,28,
Mitt Romney,President,,Republican,Smith,Center Ridge,393,
Virgil Goode,President,,Constitution,Smith,Center Ridge,0,
Gary Johnson,President,,Libertarian,Smith,Center Ridge,0,
Jill Stein,President,,Green,Smith,Center Ridge,0,
Barbara Dale Washer,President,,Reform,Smith,Center Ridge,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Smith,Center Ridge,33,
Roger F. Wicker,U.S. Senate,,Republican,Smith,Center Ridge,370,
Thomas Cramer,U.S. Senate,,Constitution,Smith,Center Ridge,5,
Shawn O'Hara,U.S. Senate,,Reform,Smith,Center Ridge,8,
Gregg Harper,U.S. House,3,Republican,Smith,Center Ridge,388,
"John ""Luke"" Pannell",U.S. House,3,Reform,Smith,Center Ridge,22,
Barack Obama,President,,Democrat,Smith,Mize,41,
Mitt Romney,President,,Republican,Smith,Mize,386,
Virgil Goode,President,,Constitution,Smith,Mize,1,
Gary Johnson,President,,Libertarian,Smith,Mize,2,
Jill Stein,President,,Green,Smith,Mize,1,
Barbara Dale Washer,President,,Reform,Smith,Mize,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Smith,Mize,51,
Roger F. Wicker,U.S. Senate,,Republican,Smith,Mize,366,
Thomas Cramer,U.S. Senate,,Constitution,Smith,Mize,2,
Shawn O'Hara,U.S. Senate,,Reform,Smith,Mize,4,
Gregg Harper,U.S. House,3,Republican,Smith,Mize,392,
"John ""Luke"" Pannell",U.S. House,3,Reform,Smith,Mize,23,
Barack Obama,President,,Democrat,Smith,Sylvarena,12,
Mitt Romney,President,,Republican,Smith,Sylvarena,179,
Virgil Goode,President,,Constitution,Smith,Sylvarena,0,
Gary Johnson,President,,Libertarian,Smith,Sylvarena,1,
Jill Stein,President,,Green,Smith,Sylvarena,0,
Barbara Dale Washer,President,,Reform,Smith,Sylvarena,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Smith,Sylvarena,21,
Roger F. Wicker,U.S. Senate,,Republican,Smith,Sylvarena,168,
Thomas Cramer,U.S. Senate,,Constitution,Smith,Sylvarena,1,
Shawn O'Hara,U.S. Senate,,Reform,Smith,Sylvarena,3,
Gregg Harper,U.S. House,3,Republican,Smith,Sylvarena,175,
"John ""Luke"" Pannell",U.S. House,3,Reform,Smith,Sylvarena,15,
Barack Obama,President,,Democrat,Smith,Cedar Grove,62,
Mitt Romney,President,,Republican,Smith,Cedar Grove,99,
Virgil Goode,President,,Constitution,Smith,Cedar Grove,0,
Gary Johnson,President,,Libertarian,Smith,Cedar Grove,2,
Jill Stein,President,,Green,Smith,Cedar Grove,0,
Barbara Dale Washer,President,,Reform,Smith,Cedar Grove,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Smith,Cedar Grove,59,
Roger F. Wicker,U.S. Senate,,Republican,Smith,Cedar Grove,99,
Thomas Cramer,U.S. Senate,,Constitution,Smith,Cedar Grove,0,
Shawn O'Hara,U.S. Senate,,Reform,Smith,Cedar Grove,2,
Gregg Harper,U.S. House,3,Republican,Smith,Cedar Grove,106,
"John ""Luke"" Pannell",U.S. House,3,Reform,Smith,Cedar Grove,37,
Barack Obama,President,,Democrat,Smith,Summerland,440,
Mitt Romney,President,,Republican,Smith,Summerland,231,
Virgil Goode,President,,Constitution,Smith,Summerland,0,
