candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,D,Bolivar,Benoit,81,
Barack Obama,President,,D,Bolivar,Beulah,75,
Barack Obama,President,,D,Bolivar,Boyle,54,
Barack Obama,President,,D,Bolivar,Choctaw,66,
Barack Obama,President,,D,Bolivar,Cleveland Courthouse,13,
Barack Obama,President,,D,Bolivar,Duncan-Alligator,53,
Barack Obama,President,,D,Bolivar,East Central Cleveland,132,
Barack Obama,President,,D,Bolivar,East Cleveland,435,
Barack Obama,President,,D,Bolivar,East Rosedale,147,
Barack Obama,President,,D,Bolivar,Eastgate,139,
Barack Obama,President,,D,Bolivar,Gunnison,104,
Barack Obama,President,,D,Bolivar,Longshot,12,
Barack Obama,President,,D,Bolivar,Merigold,63,
Barack Obama,President,,D,Bolivar,Mound Bayou,422,
Barack Obama,President,,D,Bolivar,North Cleveland,106,
Barack Obama,President,,D,Bolivar,North West Cleveland,14,
Barack Obama,President,,D,Bolivar,Pace,107,
Barack Obama,President,,D,Bolivar,Renova,95,
Barack Obama,President,,D,Bolivar,Scott,39,
Barack Obama,President,,D,Bolivar,Shaw,369,
Barack Obama,President,,D,Bolivar,Shelby,299,
Barack Obama,President,,D,Bolivar,Skene,2,
Barack Obama,President,,D,Bolivar,South Cleveland,248,
Barack Obama,President,,D,Bolivar,Stringtown,3,
Barack Obama,President,,D,Bolivar,West Central Cleveland,21,
Barack Obama,President,,D,Bolivar,West Cleveland,39,
Barack Obama,President,,D,Bolivar,West Rosedale,117,
Barack Obama,President,,D,Bolivar,Winstonville,116,
Barack Obama,President,,D,Bolivar,,3371,1
Heather McTeer,U.S. House,2,D,Bolivar,Benoit,9,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Benoit,79,
Heather McTeer,U.S. House,2,D,Bolivar,Beulah,8,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Beulah,69,
Heather McTeer,U.S. House,2,D,Bolivar,Boyle,16,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Boyle,55,
Heather McTeer,U.S. House,2,D,Bolivar,Choctaw,13,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Choctaw,59,
Heather McTeer,U.S. House,2,D,Bolivar,Cleveland Courthouse,7,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Cleveland Courthouse,7,
Heather McTeer,U.S. House,2,D,Bolivar,Duncan-Alligator,18,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Duncan-Alligator,41,
Heather McTeer,U.S. House,2,D,Bolivar,East Central Cleveland,15,
Bennie G. Thompson,U.S. House,2,D,Bolivar,East Central Cleveland,119,
Heather McTeer,U.S. House,2,D,Bolivar,East Cleveland,63,
Bennie G. Thompson,U.S. House,2,D,Bolivar,East Cleveland,390,
Heather McTeer,U.S. House,2,D,Bolivar,East Rosedale,16,
Bennie G. Thompson,U.S. House,2,D,Bolivar,East Rosedale,136,
Heather McTeer,U.S. House,2,D,Bolivar,Eastgate,11,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Eastgate,132,
Heather McTeer,U.S. House,2,D,Bolivar,Gunnison,7,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Gunnison,102,
Heather McTeer,U.S. House,2,D,Bolivar,Longshot,0,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Longshot,13,
Heather McTeer,U.S. House,2,D,Bolivar,Merigold,8,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Merigold,63,
Heather McTeer,U.S. House,2,D,Bolivar,Mound Bayou,75,
Bennie G. Thompson,U.S. House,2,D,Bolivar,Mound Bayou,373,
