candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,DeSoto,Ingrams Mill,313,
Mitt Romney,President,,Republican,DeSoto,Ingrams Mill,532,
Virgil Goode,President,,Constitution,DeSoto,Ingrams Mill,0,
Gary Johnson,President,,Libertarian,DeSoto,Ingrams Mill,2,
Jill Stein,President,,Green,DeSoto,Ingrams Mill,2,
Barbara Dale Washer,President,,Reform,DeSoto,Ingrams Mill,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Ingrams Mill,298,
Roger F. Wicker,U.S. Senate,,Republican,DeSoto,Ingrams Mill,520,
Thomas Cramer,U.S. Senate,,Constitution,DeSoto,Ingrams Mill,7,
Shawn O'Hara,U.S. Senate,,Reform,DeSoto,Ingrams Mill,5,
Brad Morris,U.S. House,1,Democrat,DeSoto,Ingrams Mill,298,
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Ingrams Mill,514,
Danny Bedwell,U.S. House,1,Libertarian,DeSoto,Ingrams Mill,9,
Jim R. Bourland,U.S. House,1,Constitution,DeSoto,Ingrams Mill,4,
Chris Potts,U.S. House,1,Reform,DeSoto,Ingrams Mill,6,
Barack Obama,President,,Democrat,DeSoto,Lewisburg East,50,
Mitt Romney,President,,Republican,DeSoto,Lewisburg East,327,
Virgil Goode,President,,Constitution,DeSoto,Lewisburg East,1,
Gary Johnson,President,,Libertarian,DeSoto,Lewisburg East,3,
Jill Stein,President,,Green,DeSoto,Lewisburg East,0,
Barbara Dale Washer,President,,Reform,DeSoto,Lewisburg East,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Lewisburg East,42,
Roger F. Wicker,U.S. Senate,,Republican,DeSoto,Lewisburg East,325,
Thomas Cramer,U.S. Senate,,Constitution,DeSoto,Lewisburg East,6,
Shawn O'Hara,U.S. Senate,,Reform,DeSoto,Lewisburg East,1,
Brad Morris,U.S. House,1,Democrat,DeSoto,Lewisburg East,36,
Alan Nunnelee,U.S. House,1,Republican,DeSoto,Lewisburg East,327,
Danny Bedwell,U.S. House,1,Libertarian,DeSoto,Lewisburg East,5,
Jim R. Bourland,U.S. House,1,Constitution,DeSoto,Lewisburg East,5,
Chris Potts,U.S. House,1,Reform,DeSoto,Lewisburg East,0,
Barack Obama,President,,Democrat,DeSoto,Miller,901,
Mitt Romney,President,,Republican,DeSoto,Miller,1757,
Virgil Goode,President,,Constitution,DeSoto,Miller,4,
Gary Johnson,President,,Libertarian,DeSoto,Miller,14,
Jill Stein,President,,Green,DeSoto,Miller,1,
Barbara Dale Washer,President,,Reform,DeSoto,Miller,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,DeSoto,Miller,860,
