candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Pike,(01) Progress Library,3,
Newt Gingrich,President,,Republican,Pike,(01) Progress Library,34,
Jon Huntsman,President,,Republican,Pike,(01) Progress Library,1,
Gary Johnson,President,,Republican,Pike,(01) Progress Library,0,
Ron Paul,President,,Republican,Pike,(01) Progress Library,8,
Rick Perry,President,,Republican,Pike,(01) Progress Library,0,
Mitt Romney,President,,Republican,Pike,(01) Progress Library,23,
Rick Santorum,President,,Republican,Pike,(01) Progress Library,53,
E. Allen Hathcock,U.S. Senate,,Republican,Pike,(01) Progress Library,9,
Robert Maloney,U.S. Senate,,Republican,Pike,(01) Progress Library,8,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(01) Progress Library,97,
Robert J. Allen,U.S. House,3,Republican,Pike,(01) Progress Library,20,
Gregg Harper,U.S. House,3,Republican,Pike,(01) Progress Library,95,
Michele Bachmann,President,,Republican,Pike,(02) Leggett Community,0,
Newt Gingrich,President,,Republican,Pike,(02) Leggett Community,14,
Jon Huntsman,President,,Republican,Pike,(02) Leggett Community,0,
Gary Johnson,President,,Republican,Pike,(02) Leggett Community,0,
Ron Paul,President,,Republican,Pike,(02) Leggett Community,3,
Rick Perry,President,,Republican,Pike,(02) Leggett Community,1,
Mitt Romney,President,,Republican,Pike,(02) Leggett Community,23,
Rick Santorum,President,,Republican,Pike,(02) Leggett Community,30,
E. Allen Hathcock,U.S. Senate,,Republican,Pike,(02) Leggett Community,2,
Robert Maloney,U.S. Senate,,Republican,Pike,(02) Leggett Community,7,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(02) Leggett Community,60,
Robert J. Allen,U.S. House,3,Republican,Pike,(02) Leggett Community,8,
Gregg Harper,U.S. House,3,Republican,Pike,(02) Leggett Community,60,
Michele Bachmann,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,0,
Newt Gingrich,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,55,
Jon Huntsman,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,1,
Gary Johnson,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,0,
Ron Paul,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,11,
Rick Perry,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,2,
Mitt Romney,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,52,
Rick Santorum,President,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,54,
E. Allen Hathcock,U.S. Senate,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,5,
Robert Maloney,U.S. Senate,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,10,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,158,
Robert J. Allen,U.S. House,3,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,12,
Gregg Harper,U.S. House,3,Republican,Pike,(03) Pike Baptist Assoc. Bldg.,160,
Michele Bachmann,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,0,
Newt Gingrich,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,26,
Jon Huntsman,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,0,
Gary Johnson,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,0,
Ron Paul,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,5,
Rick Perry,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,3,
Mitt Romney,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,35,
Rick Santorum,President,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,31,
E. Allen Hathcock,U.S. Senate,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,3,
Robert Maloney,U.S. Senate,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,7,
Roger F. Wicker,U.S. Senate,,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,90,
Robert J. Allen,U.S. House,3,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,12,
Gregg Harper,U.S. House,3,Republican,Pike,(04) Mepa Bldg. Hwy 98 East,86,
Michele Bachmann,President,,Republican,Pike,(05) Pleasant Grove Bapt Church,0,
