candidate,office,district,party,county,precinct,votes,winner
Barack Obama,President,,Democrat,Claiborne,County Precinct 1-A,125,
Mitt Romney,President,,Republican,Claiborne,County Precinct 1-A,61,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 1-A,0,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 1-A,0,
Jill Stein,President,,Green,Claiborne,County Precinct 1-A,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 1-A,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 1-A,110,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 1-A,63,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 1-A,4,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 1-A,2,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 1-A,59,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 1-A,121,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 1-A,2,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 1-A,0,
Barack Obama,President,,Democrat,Claiborne,County Precinct 1-B,522,
Mitt Romney,President,,Republican,Claiborne,County Precinct 1-B,32,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 1-B,0,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 1-B,0,
Jill Stein,President,,Green,Claiborne,County Precinct 1-B,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 1-B,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 1-B,452,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 1-B,49,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 1-B,2,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 1-B,9,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 1-B,30,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 1-B,512,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 1-B,1,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 1-B,3,
Barack Obama,President,,Democrat,Claiborne,County Precinct 1-C,603,
Mitt Romney,President,,Republican,Claiborne,County Precinct 1-C,1,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 1-C,1,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 1-C,0,
Jill Stein,President,,Green,Claiborne,County Precinct 1-C,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 1-C,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 1-C,566,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 1-C,20,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 1-C,5,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 1-C,3,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 1-C,7,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 1-C,574,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 1-C,11,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 1-C,9,
Barack Obama,President,,Democrat,Claiborne,County Precinct 2,981,
Mitt Romney,President,,Republican,Claiborne,County Precinct 2,56,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 2,2,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 2,2,
Jill Stein,President,,Green,Claiborne,County Precinct 2,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 2,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 2,806,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 2,108,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 2,3,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 2,22,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 2,58,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 2,953,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 2,12,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 2,3,
Barack Obama,President,,Democrat,Claiborne,County Precinct 3-A,556,
Mitt Romney,President,,Republican,Claiborne,County Precinct 3-A,245,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 3-A,2,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 3-A,2,
Jill Stein,President,,Green,Claiborne,County Precinct 3-A,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 3-A,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 3-A,487,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 3-A,276,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 3-A,5,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 3-A,7,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 3-A,234,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 3-A,532,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 3-A,9,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 3-A,4,
Barack Obama,President,,Democrat,Claiborne,County Precinct 3-B,57,
Mitt Romney,President,,Republican,Claiborne,County Precinct 3-B,95,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 3-B,0,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 3-B,0,
Jill Stein,President,,Green,Claiborne,County Precinct 3-B,1,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 3-B,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 3-B,46,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 3-B,93,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 3-B,2,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 3-B,0,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 3-B,91,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 3-B,51,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 3-B,2,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 3-B,0,
Barack Obama,President,,Democrat,Claiborne,County Precinct 4-A,425,
Mitt Romney,President,,Republican,Claiborne,County Precinct 4-A,24,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 4-A,0,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 4-A,0,
Jill Stein,President,,Green,Claiborne,County Precinct 4-A,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 4-A,0,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 4-A,365,
Roger F. Wicker,U.S. Senate,,Republican,Claiborne,County Precinct 4-A,41,
Thomas Cramer,U.S. Senate,,Constitution,Claiborne,County Precinct 4-A,5,
Shawn O'Hara,U.S. Senate,,Reform,Claiborne,County Precinct 4-A,7,
Bill Marcy,U.S. House,2,Republican,Claiborne,County Precinct 4-A,24,
Bennie G. Thompson,U.S. House,2,Democrat,Claiborne,County Precinct 4-A,407,
Cobby Mondale Williams,U.S. House,2,Independent,Claiborne,County Precinct 4-A,3,
Lajena Williams,U.S. House,2,Reform,Claiborne,County Precinct 4-A,1,
Barack Obama,President,,Democrat,Claiborne,County Precinct 4-B,487,
Mitt Romney,President,,Republican,Claiborne,County Precinct 4-B,35,
Virgil Goode,President,,Constitution,Claiborne,County Precinct 4-B,0,
Gary Johnson,President,,Libertarian,Claiborne,County Precinct 4-B,1,
Jill Stein,President,,Green,Claiborne,County Precinct 4-B,0,
Barbara Dale Washer,President,,Reform,Claiborne,County Precinct 4-B,1,
Albert N. Gore Jr.,U.S. Senate,,Democrat,Claiborne,County Precinct 4-B,400,
