candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Copiah,Beauregard,0,
Newt Gingrich,President,,Republican,Copiah,Beauregard,54,
Jon Huntsman,President,,Republican,Copiah,Beauregard,0,
Gary Johnson,President,,Republican,Copiah,Beauregard,0,
Ron Paul,President,,Republican,Copiah,Beauregard,5,
Rick Perry,President,,Republican,Copiah,Beauregard,0,
Mitt Romney,President,,Republican,Copiah,Beauregard,54,
Rick Santorum,President,,Republican,Copiah,Beauregard,63,
E. Allen Hathcock,U.S. Senate,,Republican,Copiah,Beauregard,3,
Robert Maloney,U.S. Senate,,Republican,Copiah,Beauregard,11,
Roger F. Wicker,U.S. Senate,,Republican,Copiah,Beauregard,158,
Bill Marcy,U.S. House,2,Republican,Copiah,Beauregard,146,
Michele Bachmann,President,,Republican,Copiah,Centerpoint,0,
Newt Gingrich,President,,Republican,Copiah,Centerpoint,49,
Jon Huntsman,President,,Republican,Copiah,Centerpoint,0,
Gary Johnson,President,,Republican,Copiah,Centerpoint,0,
Ron Paul,President,,Republican,Copiah,Centerpoint,8,
Rick Perry,President,,Republican,Copiah,Centerpoint,0,
Mitt Romney,President,,Republican,Copiah,Centerpoint,65,
Rick Santorum,President,,Republican,Copiah,Centerpoint,54,
E. Allen Hathcock,U.S. Senate,,Republican,Copiah,Centerpoint,5,
Robert Maloney,U.S. Senate,,Republican,Copiah,Centerpoint,8,
Roger F. Wicker,U.S. Senate,,Republican,Copiah,Centerpoint,161,
Bill Marcy,U.S. House,2,Republican,Copiah,Centerpoint,142,
Michele Bachmann,President,,Republican,Copiah,Carpenter,0,
Newt Gingrich,President,,Republican,Copiah,Carpenter,17,
Jon Huntsman,President,,Republican,Copiah,Carpenter,0,
Gary Johnson,President,,Republican,Copiah,Carpenter,0,
Ron Paul,President,,Republican,Copiah,Carpenter,0,
Rick Perry,President,,Republican,Copiah,Carpenter,0,
Mitt Romney,President,,Republican,Copiah,Carpenter,5,
Rick Santorum,President,,Republican,Copiah,Carpenter,6,
E. Allen Hathcock,U.S. Senate,,Republican,Copiah,Carpenter,1,
Robert Maloney,U.S. Senate,,Republican,Copiah,Carpenter,1,
Roger F. Wicker,U.S. Senate,,Republican,Copiah,Carpenter,25,
Bill Marcy,U.S. House,2,Republican,Copiah,Carpenter,24,
Michele Bachmann,President,,Republican,Copiah,Crystal Springs East,2,
Newt Gingrich,President,,Republican,Copiah,Crystal Springs East,156,
Jon Huntsman,President,,Republican,Copiah,Crystal Springs East,2,
Gary Johnson,President,,Republican,Copiah,Crystal Springs East,1,
Ron Paul,President,,Republican,Copiah,Crystal Springs East,11,
Rick Perry,President,,Republican,Copiah,Crystal Springs East,5,
Mitt Romney,President,,Republican,Copiah,Crystal Springs East,125,
Rick Santorum,President,,Republican,Copiah,Crystal Springs East,166,
E. Allen Hathcock,U.S. Senate,,Republican,Copiah,Crystal Springs East,10,
Robert Maloney,U.S. Senate,,Republican,Copiah,Crystal Springs East,33,
Roger F. Wicker,U.S. Senate,,Republican,Copiah,Crystal Springs East,415,
Bill Marcy,U.S. House,2,Republican,Copiah,Crystal Springs East,372,
Michele Bachmann,President,,Republican,Copiah,Crystal Springs North,0,
Newt Gingrich,President,,Republican,Copiah,Crystal Springs North,15,
Jon Huntsman,President,,Republican,Copiah,Crystal Springs North,0,
