candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Wilkinson,Woodville 1010,0,
Newt Gingrich,President,,Republican,Wilkinson,Woodville 1010,12,
Jon Huntsman,President,,Republican,Wilkinson,Woodville 1010,0,
Gary Johnson,President,,Republican,Wilkinson,Woodville 1010,0,
Ron Paul,President,,Republican,Wilkinson,Woodville 1010,1,
Rick Perry,President,,Republican,Wilkinson,Woodville 1010,0,
Mitt Romney,President,,Republican,Wilkinson,Woodville 1010,12,
Rick Santorum,President,,Republican,Wilkinson,Woodville 1010,8,
E. Allen Hathcock,U.S. Senate,,Republican,Wilkinson,Woodville 1010,0,
Robert Maloney,U.S. Senate,,Republican,Wilkinson,Woodville 1010,2,
Roger F. Wicker,U.S. Senate,,Republican,Wilkinson,Woodville 1010,31,
Robert J. Allen,U.S. House,3,Republican,Wilkinson,Woodville 1010,2,
Gregg Harper,U.S. House,3,Republican,Wilkinson,Woodville 1010,31,
Michele Bachmann,President,,Republican,Wilkinson,Centreville 1st 1020,0,
Newt Gingrich,President,,Republican,Wilkinson,Centreville 1st 1020,3,
Jon Huntsman,President,,Republican,Wilkinson,Centreville 1st 1020,0,
Gary Johnson,President,,Republican,Wilkinson,Centreville 1st 1020,0,
Ron Paul,President,,Republican,Wilkinson,Centreville 1st 1020,2,
Rick Perry,President,,Republican,Wilkinson,Centreville 1st 1020,0,
Mitt Romney,President,,Republican,Wilkinson,Centreville 1st 1020,4,
Rick Santorum,President,,Republican,Wilkinson,Centreville 1st 1020,3,
E. Allen Hathcock,U.S. Senate,,Republican,Wilkinson,Centreville 1st 1020,0,
Robert Maloney,U.S. Senate,,Republican,Wilkinson,Centreville 1st 1020,0,
Roger F. Wicker,U.S. Senate,,Republican,Wilkinson,Centreville 1st 1020,11,
Robert J. Allen,U.S. House,3,Republican,Wilkinson,Centreville 1st 1020,2,
Gregg Harper,U.S. House,3,Republican,Wilkinson,Centreville 1st 1020,10,
Michele Bachmann,President,,Republican,Wilkinson,Woodville 2nd 2010,0,
Newt Gingrich,President,,Republican,Wilkinson,Woodville 2nd 2010,5,
Jon Huntsman,President,,Republican,Wilkinson,Woodville 2nd 2010,0,
Gary Johnson,President,,Republican,Wilkinson,Woodville 2nd 2010,0,
Ron Paul,President,,Republican,Wilkinson,Woodville 2nd 2010,0,
Rick Perry,President,,Republican,Wilkinson,Woodville 2nd 2010,0,
Mitt Romney,President,,Republican,Wilkinson,Woodville 2nd 2010,1,
Rick Santorum,President,,Republican,Wilkinson,Woodville 2nd 2010,4,
E. Allen Hathcock,U.S. Senate,,Republican,Wilkinson,Woodville 2nd 2010,0,
Robert Maloney,U.S. Senate,,Republican,Wilkinson,Woodville 2nd 2010,2,
Roger F. Wicker,U.S. Senate,,Republican,Wilkinson,Woodville 2nd 2010,5,
Robert J. Allen,U.S. House,3,Republican,Wilkinson,Woodville 2nd 2010,0,
