candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,R,Alcorn,Bethel,1,
Newt Gingrich,President,,R,Alcorn,Bethel,12,TRUE
Jon Huntsman,President,,R,Alcorn,Bethel,1,
Gary Johnson,President,,R,Alcorn,Bethel,0,
Ron Paul,President,,R,Alcorn,Bethel,1,
Rick Perry,President,,R,Alcorn,Bethel,1,
Mitt Romney,President,,R,Alcorn,Bethel,3,
Rick Santorum,President,,R,Alcorn,Bethel,6,
E. Allen Hathcock,U.S. Senate,,R,Alcorn,Bethel,3,
Robert Maloney,U.S. Senate,,R,Alcorn,Bethel,4,
Roger F. Wicker,U.S. Senate,,R,Alcorn,Bethel,17,TRUE
Robert Estes,U.S. House,1,R,Alcorn,Bethel,1,
Alan Nunnelee,U.S. House,1,R,Alcorn,Bethel,9,
Henry Ross,U.S. House,1,R,Alcorn,Bethel,13,TRUE
Michele Bachmann,President,,R,Alcorn,Biggersville,1,
Newt Gingrich,President,,R,Alcorn,Biggersville,37,
Jon Huntsman,President,,R,Alcorn,Biggersville,0,
Gary Johnson,President,,R,Alcorn,Biggersville,2,
Ron Paul,President,,R,Alcorn,Biggersville,4,
Rick Perry,President,,R,Alcorn,Biggersville,0,
Mitt Romney,President,,R,Alcorn,Biggersville,37,
Rick Santorum,President,,R,Alcorn,Biggersville,50,TRUE
E. Allen Hathcock,U.S. Senate,,R,Alcorn,Biggersville,13,
Robert Maloney,U.S. Senate,,R,Alcorn,Biggersville,3,
Roger F. Wicker,U.S. Senate,,R,Alcorn,Biggersville,110,TRUE
Robert Estes,U.S. House,1,R,Alcorn,Biggersville,11,
Alan Nunnelee,U.S. House,1,R,Alcorn,Biggersville,61,TRUE
Henry Ross,U.S. House,1,R,Alcorn,Biggersville,56,
Michele Bachmann,President,,R,Alcorn,2nd District Central,3,
Newt Gingrich,President,,R,Alcorn,2nd District Central,86,
Jon Huntsman,President,,R,Alcorn,2nd District Central,0,
Gary Johnson,President,,R,Alcorn,2nd District Central,0,
Ron Paul,President,,R,Alcorn,2nd District Central,10,
Rick Perry,President,,R,Alcorn,2nd District Central,0,
Mitt Romney,President,,R,Alcorn,2nd District Central,78,
Rick Santorum,President,,R,Alcorn,2nd District Central,104,TRUE
E. Allen Hathcock,U.S. Senate,,R,Alcorn,2nd District Central,11,
Robert Maloney,U.S. Senate,,R,Alcorn,2nd District Central,16,
Roger F. Wicker,U.S. Senate,,R,Alcorn,2nd District Central,239,TRUE
Robert Estes,U.S. House,1,R,Alcorn,2nd District Central,16,
Alan Nunnelee,U.S. House,1,R,Alcorn,2nd District Central,130,TRUE
Henry Ross,U.S. House,1,R,Alcorn,2nd District Central,126,
Michele Bachmann,President,,R,Alcorn,College Hill,0,
Newt Gingrich,President,,R,Alcorn,College Hill,116,TRUE
Jon Huntsman,President,,R,Alcorn,College Hill,0,
Gary Johnson,President,,R,Alcorn,College Hill,1,
Ron Paul,President,,R,Alcorn,College Hill,20,
Rick Perry,President,,R,Alcorn,College Hill,1,
Mitt Romney,President,,R,Alcorn,College Hill,79,
Rick Santorum,President,,R,Alcorn,College Hill,115,
E. Allen Hathcock,U.S. Senate,,R,Alcorn,College Hill,18,
Robert Maloney,U.S. Senate,,R,Alcorn,College Hill,17,
