candidate,office,district,party,county,precinct,votes,winner
Michele Bachmann,President,,Republican,Calhoun,Calhoun City #1,0,
Newt Gingrich,President,,Republican,Calhoun,Calhoun City #1,29,
Jon Huntsman,President,,Republican,Calhoun,Calhoun City #1,0,
Gary Johnson,President,,Republican,Calhoun,Calhoun City #1,0,
Ron Paul,President,,Republican,Calhoun,Calhoun City #1,5,
Rick Perry,President,,Republican,Calhoun,Calhoun City #1,1,
Mitt Romney,President,,Republican,Calhoun,Calhoun City #1,17,
Rick Santorum,President,,Republican,Calhoun,Calhoun City #1,50,
E. Allen Hathcock,U.S. Senate,,Republican,Calhoun,Calhoun City #1,4,
Robert Maloney,U.S. Senate,,Republican,Calhoun,Calhoun City #1,6,
Roger F. Wicker,U.S. Senate,,Republican,Calhoun,Calhoun City #1,90,
Robert Estes,U.S. House,1,Republican,Calhoun,Calhoun City #1,9,
Alan Nunnelee,U.S. House,1,Republican,Calhoun,Calhoun City #1,58,
Henry Ross,U.S. House,1,Republican,Calhoun,Calhoun City #1,33,
Michele Bachmann,President,,Republican,Calhoun,Pittsboro #1,0,
Newt Gingrich,President,,Republican,Calhoun,Pittsboro #1,6,
Jon Huntsman,President,,Republican,Calhoun,Pittsboro #1,0,
Gary Johnson,President,,Republican,Calhoun,Pittsboro #1,0,
Ron Paul,President,,Republican,Calhoun,Pittsboro #1,1,
Rick Perry,President,,Republican,Calhoun,Pittsboro #1,0,
Mitt Romney,President,,Republican,Calhoun,Pittsboro #1,13,
Rick Santorum,President,,Republican,Calhoun,Pittsboro #1,10,
E. Allen Hathcock,U.S. Senate,,Republican,Calhoun,Pittsboro #1,2,
Robert Maloney,U.S. Senate,,Republican,Calhoun,Pittsboro #1,1,
Roger F. Wicker,U.S. Senate,,Republican,Calhoun,Pittsboro #1,28,
Robert Estes,U.S. House,1,Republican,Calhoun,Pittsboro #1,1,
Alan Nunnelee,U.S. House,1,Republican,Calhoun,Pittsboro #1,23,
Henry Ross,U.S. House,1,Republican,Calhoun,Pittsboro #1,7,
Michele Bachmann,President,,Republican,Calhoun,Northeast Calhoun,1,
Newt Gingrich,President,,Republican,Calhoun,Northeast Calhoun,93,
Jon Huntsman,President,,Republican,Calhoun,Northeast Calhoun,1,
Gary Johnson,President,,Republican,Calhoun,Northeast Calhoun,0,
Ron Paul,President,,Republican,Calhoun,Northeast Calhoun,11,
Rick Perry,President,,Republican,Calhoun,Northeast Calhoun,1,
Mitt Romney,President,,Republican,Calhoun,Northeast Calhoun,57,
Rick Santorum,President,,Republican,Calhoun,Northeast Calhoun,85,
E. Allen Hathcock,U.S. Senate,,Republican,Calhoun,Northeast Calhoun,17,
Robert Maloney,U.S. Senate,,Republican,Calhoun,Northeast Calhoun,14,
Roger F. Wicker,U.S. Senate,,Republican,Calhoun,Northeast Calhoun,214,
Robert Estes,U.S. House,1,Republican,Calhoun,Northeast Calhoun,16,
Alan Nunnelee,U.S. House,1,Republican,Calhoun,Northeast Calhoun,136,
